City,Device.Category,Users,New.Users,Sessions,Bounce.Rate,Pages...Session,Avg..Session.Duration,Goal.Conversion.Rate,Goal.Completions,Goal.Value,Date
Charlotte,tablet,2,2,2,50.00%,1.5,0:05:35,0.00%,0,$0.00 ,20181021
Greensboro,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Hillsborough,desktop,2,1,4,50.00%,1.75,0:00:39,0.00%,0,$0.00 ,20181021
Mebane,tablet,2,0,2,50.00%,1.5,0:00:01,0.00%,0,$0.00 ,20181021
Wake Forest,mobile,2,0,2,50.00%,3,0:02:01,0.00%,0,$0.00 ,20181021
Winston-Salem,desktop,2,0,2,50.00%,1.5,0:11:48,0.00%,0,$0.00 ,20181021
New York,mobile,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Bethel Park,mobile,2,2,3,33.33%,1.67,0:01:34,0.00%,0,$0.00 ,20181021
Philadelphia,desktop,2,0,3,66.67%,2.33,0:01:15,0.00%,0,$0.00 ,20181021
Norfolk,mobile,2,0,3,33.33%,2.33,0:10:24,0.00%,0,$0.00 ,20181021
Virginia Beach,mobile,2,2,2,50.00%,1.5,0:00:09,0.00%,0,$0.00 ,20181021
Rochester Hills,desktop,2,2,2,50.00%,3,0:02:01,0.00%,0,$0.00 ,20181021
Oranjestad,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Oranjestad,tablet,1,0,1,0.00%,6,0:14:48,0.00%,0,$0.00 ,20181021
Montego Bay,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181021
Corona,mobile,1,0,2,50.00%,1.5,0:00:19,0.00%,0,$0.00 ,20181021
Valley Center,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Washington,tablet,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181021
Pinellas Park,mobile,1,1,2,50.00%,3.5,0:06:35,0.00%,0,$0.00 ,20181021
Tallahassee,mobile,1,0,1,0.00%,7,0:09:37,0.00%,0,$0.00 ,20181021
Winter Haven,mobile,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 ,20181021
Winter Haven,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Atlanta,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Columbus,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Forsyth,mobile,1,1,1,0.00%,3,0:08:10,0.00%,0,$0.00 ,20181021
Kennesaw,desktop,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 ,20181021
Savannah,mobile,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 ,20181021
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
New Orleans,tablet,1,0,1,0.00%,3,0:02:35,0.00%,0,$0.00 ,20181021
Elkridge,mobile,1,0,1,0.00%,7,0:31:54,0.00%,0,$0.00 ,20181021
Hyattsville,desktop,1,0,1,0.00%,4,0:00:58,0.00%,0,$0.00 ,20181021
St. Louis,mobile,1,1,1,0.00%,2,0:17:55,0.00%,0,$0.00 ,20181021
Apex,mobile,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 ,20181021
Burlington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Charlotte,desktop,1,1,3,0.00%,2,0:03:51,0.00%,0,$0.00 ,20181021
Clayton,tablet,1,0,1,0.00%,5,0:14:45,0.00%,0,$0.00 ,20181021
Creedmoor,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Creedmoor,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Fayetteville,mobile,1,0,1,0.00%,2,0:02:37,0.00%,0,$0.00 ,20181021
Fayetteville,tablet,1,1,3,0.00%,7,0:03:20,0.00%,0,$0.00 ,20181021
Fuquay Varina,desktop,1,1,1,0.00%,4,0:21:50,0.00%,0,$0.00 ,20181021
Greensboro,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Greenville,desktop,1,1,1,0.00%,2,0:02:38,0.00%,0,$0.00 ,20181021
Greenville,mobile,1,1,1,0.00%,6,0:16:31,0.00%,0,$0.00 ,20181021
High Point,mobile,1,1,1,0.00%,3,0:00:51,0.00%,0,$0.00 ,20181021
Hillsborough,mobile,1,1,3,66.67%,2,0:04:17,0.00%,0,$0.00 ,20181021
Hillsborough,tablet,1,0,4,25.00%,2.25,0:05:36,0.00%,0,$0.00 ,20181021
Huntersville,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
King,desktop,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181021
Knightdale,desktop,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 ,20181021
Knightdale,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Mebane,desktop,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 ,20181021
Mebane,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181021
New Bern,tablet,1,1,1,0.00%,9,0:17:19,0.00%,0,$0.00 ,20181021
Oxford,mobile,1,0,1,0.00%,5,0:54:48,0.00%,0,$0.00 ,20181021
Rocky Mount,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Salisbury,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181021
Sylva,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Wake Forest,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Waynesville,mobile,1,0,1,0.00%,2,0:12:21,0.00%,0,$0.00 ,20181021
Weaverville,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Weaverville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Weaverville,tablet,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Williamston,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Wilmington,desktop,1,1,1,0.00%,4,0:04:36,0.00%,0,$0.00 ,20181021
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Newburgh,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Blue Bell,desktop,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20181021
Harleysville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Anderson,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Blythewood,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Clover,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Columbia,desktop,1,1,1,0.00%,3,0:00:52,0.00%,0,$0.00 ,20181021
Columbia,tablet,1,0,3,0.00%,4.67,0:09:04,0.00%,0,$0.00 ,20181021
Myrtle Beach,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Memphis,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Dallas,mobile,1,0,2,50.00%,2,0:03:36,0.00%,0,$0.00 ,20181021
Charlottesville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181021
Hampton,mobile,1,0,1,0.00%,7,0:20:12,0.00%,0,$0.00 ,20181021
Virgilina,mobile,1,1,5,80.00%,1.4,0:00:04,0.00%,0,$0.00 ,20181021
Tysons,mobile,1,0,1,0.00%,2,0:16:40,0.00%,0,$0.00 ,20181021
,,425,171,587,53.83%,2.1,0:02:59,0.00%,0,$0.00 ,20181021
Durham,mobile,77,27,113,46.90%,2.37,0:05:32,0.00%,0,$0.00 ,20181028
Durham,desktop,60,20,70,47.14%,2.41,0:02:06,0.00%,0,$0.00 ,20181028
Durham,tablet,40,14,53,49.06%,2.21,0:03:53,0.00%,0,$0.00 ,20181028
Charlotte,mobile,37,12,55,41.82%,2.2,0:05:12,0.00%,0,$0.00 ,20181028
Raleigh,mobile,16,5,24,62.50%,1.5,0:01:58,0.00%,0,$0.00 ,20181028
Atlanta,mobile,12,8,14,64.29%,1.64,0:00:51,0.00%,0,$0.00 ,20181028
Franklin,desktop,7,0,13,76.92%,1.23,0:00:23,0.00%,0,$0.00 ,20181028
Raleigh,desktop,7,1,13,76.92%,1.38,0:00:29,0.00%,0,$0.00 ,20181028
Cary,desktop,6,3,7,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Chapel Hill,desktop,6,0,7,42.86%,2.43,0:09:13,0.00%,0,$0.00 ,20181028
Chapel Hill,mobile,5,1,7,57.14%,4.71,0:12:43,0.00%,0,$0.00 ,20181028
Franklin,mobile,5,1,7,42.86%,3,0:12:09,0.00%,0,$0.00 ,20181028
Charlotte,tablet,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Raleigh,tablet,4,2,9,55.56%,1.56,0:00:14,0.00%,0,$0.00 ,20181028
Washington,mobile,3,2,3,66.67%,1.33,0:00:32,0.00%,0,$0.00 ,20181028
New York,mobile,3,2,3,66.67%,2.33,0:00:24,0.00%,0,$0.00 ,20181028
Virginia Beach,mobile,3,1,5,20.00%,3.6,0:04:52,0.00%,0,$0.00 ,20181028
North Decatur,mobile,3,3,4,25.00%,2.5,0:01:02,0.00%,0,$0.00 ,20181028
(not set),mobile,2,1,2,50.00%,2.5,0:01:03,0.00%,0,$0.00 ,20181028
Cary,mobile,2,2,2,50.00%,3.5,0:01:53,0.00%,0,$0.00 ,20181028
Franklin,tablet,2,0,4,75.00%,1.25,0:00:08,0.00%,0,$0.00 ,20181028
Garner,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Greensboro,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Hillsborough,desktop,2,1,4,50.00%,2.75,0:00:21,0.00%,0,$0.00 ,20181028
Mebane,desktop,2,0,3,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181028
Oxford,mobile,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 ,20181028
Wake Forest,tablet,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Winston-Salem,mobile,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181028
Philadelphia,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Philadelphia,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Arlington,mobile,2,1,2,50.00%,3,0:01:34,0.00%,0,$0.00 ,20181028
Norfolk,mobile,2,2,3,33.33%,2,0:00:10,0.00%,0,$0.00 ,20181028
Roanoke,mobile,2,2,2,50.00%,1.5,0:01:08,0.00%,0,$0.00 ,20181028
Irondale,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
(not set),tablet,1,1,2,50.00%,1.5,0:01:40,0.00%,0,$0.00 ,20181028
Birmingham,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Fairhope,desktop,1,1,1,0.00%,3,0:07:18,0.00%,0,$0.00 ,20181028
Corona,mobile,1,0,1,0.00%,2,0:28:15,0.00%,0,$0.00 ,20181028
Boulder,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Jacksonville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Orlando,mobile,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 ,20181028
Athens,mobile,1,0,5,20.00%,4.2,0:07:39,0.00%,0,$0.00 ,20181028
Kennesaw,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181028
Loganville,mobile,1,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181028
Riverdale,mobile,1,1,1,0.00%,3,0:02:43,0.00%,0,$0.00 ,20181028
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Chicago,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Boston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Elkridge,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Elkridge,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Hyattsville,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181028
Kansas City,mobile,1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 ,20181028
Apex,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Boone,desktop,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181028
Boone,mobile,1,1,2,50.00%,1.5,0:08:19,0.00%,0,$0.00 ,20181028
Burlington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Carrboro,desktop,1,0,1,0.00%,3,0:28:22,0.00%,0,$0.00 ,20181028
Cary,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181028
Chapel Hill,tablet,1,0,1,0.00%,8,0:15:55,0.00%,0,$0.00 ,20181028
Charlotte,desktop,1,0,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 ,20181028
Creedmoor,desktop,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 ,20181028
Creedmoor,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Creedmoor,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Eden,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181028
Elm City,desktop,1,1,1,0.00%,11,0:12:12,0.00%,0,$0.00 ,20181028
Graham,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Greensboro,mobile,1,0,2,50.00%,2.5,0:01:52,0.00%,0,$0.00 ,20181028
Greenville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Jacksonville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Knightdale,desktop,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 ,20181028
Mebane,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Mebane,tablet,1,0,1,0.00%,5,0:03:02,0.00%,0,$0.00 ,20181028
Roanoke Rapids,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Roanoke Rapids,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Shelby,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Wake Forest,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Welcome,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Whiteville,mobile,1,0,1,0.00%,5,0:03:06,0.00%,0,$0.00 ,20181028
Whittier,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Wilmington,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Wilmington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Winston-Salem,desktop,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181028
Zebulon,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Newark,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Totowa,mobile,1,0,1,0.00%,13,0:29:17,0.00%,0,$0.00 ,20181028
Peekskill,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Peekskill,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Poughkeepsie,mobile,1,1,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 ,20181028
White Plains,tablet,1,1,4,50.00%,2.5,0:02:14,0.00%,0,$0.00 ,20181028
Columbus,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Reynoldsburg,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Oklahoma City,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Blue Bell,desktop,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 ,20181028
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Spartanburg,mobile,1,1,1,0.00%,4,0:20:35,0.00%,0,$0.00 ,20181028
Houston,mobile,1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 ,20181028
Danville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Hampton,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Leesburg,desktop,1,1,2,0.00%,2.5,0:00:38,0.00%,0,$0.00 ,20181028
Norfolk,desktop,1,0,2,0.00%,7.5,0:04:22,0.00%,0,$0.00 ,20181028
Williamsburg,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181028
Dock Junction,mobile,1,0,1,0.00%,3,0:23:59,0.00%,0,$0.00 ,20181028
North Druid Hills,mobile,1,0,3,66.67%,1.67,0:04:19,0.00%,0,$0.00 ,20181028
Panthersville,mobile,1,0,1,0.00%,4,0:29:33,0.00%,0,$0.00 ,20181028
Potomac Falls,mobile,1,0,1,0.00%,3,0:36:55,0.00%,0,$0.00 ,20181028
,,404,147,546,53.11%,2.16,0:03:35,0.00%,0,$0.00 ,20181028
