# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181104-20181104,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Atlanta,2018110408,2,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Atlanta,2018110409,2,1,2,0.00%,4,0:38:46,0.00%,0,$0.00 
Atlanta,2018110410,2,1,1,100.00%,3,0:00:00,0.00%,0,$0.00 
Atlanta,2018110411,2,0,2,50.00%,5,0:05:53,0.00%,0,$0.00 
Atlanta,2018110416,2,0,2,100.00%,2,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018110418,2,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Chapel Hill,2018110420,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018110408,2,1,2,0.00%,2.5,0:00:14,0.00%,0,$0.00 
Creedmoor,2018110411,2,1,2,0.00%,5.5,0:02:43,0.00%,0,$0.00 
Durham,2018110420,2,1,2,0.00%,2.5,0:01:06,0.00%,0,$0.00 
Greensboro,2018110410,2,1,2,50.00%,2.5,0:18:29,0.00%,0,$0.00 
Winston-Salem,2018110407,2,0,3,0.00%,5.33,0:10:39,0.00%,0,$0.00 
New York,2018110410,2,1,2,0.00%,3,0:02:08,0.00%,0,$0.00 
(not set),2018110408,1,1,1,0.00%,2,0:00:28,0.00%,0,$0.00 
(not set),2018110416,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Bay Minette,2018110410,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,2018110422,1,0,1,0.00%,1,0:28:20,0.00%,0,$0.00 
Corona,2018110423,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Washington,2018110414,1,1,1,0.00%,4,0:03:03,0.00%,0,$0.00 
Miami,2018110409,1,1,1,0.00%,4,0:02:08,0.00%,0,$0.00 
Miami,2018110410,1,0,1,0.00%,5,0:38:23,0.00%,0,$0.00 
Miami,2018110413,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,2018110412,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,2018110410,1,1,1,0.00%,5,0:02:31,0.00%,0,$0.00 
Atlanta,2018110401,1,1,1,0.00%,2,0:00:43,0.00%,0,$0.00 
Atlanta,2018110405,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018110415,1,0,1,0.00%,3,0:13:06,0.00%,0,$0.00 
Columbus,2018110417,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,2018110409,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Marietta,2018110410,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Chicago,2018110412,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Frankfort,2018110409,1,1,1,0.00%,5,0:32:14,0.00%,0,$0.00 
Frankfort,2018110410,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Hyattsville,2018110408,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Oxford,2018110409,1,0,1,0.00%,3,0:42:26,0.00%,0,$0.00 
Oxford,2018110410,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Apex,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,2018110409,1,0,1,0.00%,5,0:15:15,0.00%,0,$0.00 
Butner,2018110407,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,2018110409,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018110409,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018110408,1,1,1,0.00%,4,0:00:32,0.00%,0,$0.00 
Chapel Hill,2018110409,1,0,1,0.00%,6,0:58:07,0.00%,0,$0.00 
Chapel Hill,2018110410,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018110411,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Chapel Hill,2018110414,1,0,1,0.00%,3,0:04:45,0.00%,0,$0.00 
Chapel Hill,2018110417,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018110421,1,0,1,0.00%,1,0:12:43,0.00%,0,$0.00 
Chapel Hill,2018110422,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Charlotte,2018110415,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Charlotte,2018110416,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,2018110409,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Cornelius,2018110409,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018110413,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Creedmoor,2018110417,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018110405,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Durham,2018110421,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Durham,2018110422,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018110413,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018110418,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018110422,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018110423,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,2018110409,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Greensboro,2018110407,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Greensboro,2018110413,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018110415,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,2018110405,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018110408,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018110411,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018110413,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018110414,1,0,1,0.00%,4,0:02:32,0.00%,0,$0.00 
Hillsborough,2018110419,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Knightdale,2018110413,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 
Leland,2018110407,1,0,1,0.00%,2,0:19:50,0.00%,0,$0.00 
Matthews,2018110408,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Matthews,2018110409,1,1,2,50.00%,1,0:01:36,0.00%,0,$0.00 
Matthews,2018110410,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Monroe,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,2018110411,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Oxford,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raeford,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raeford,2018110414,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110413,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Raleigh,2018110414,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110416,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110417,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110418,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110420,1,0,1,0.00%,4,0:04:47,0.00%,0,$0.00 
Raleigh,2018110421,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018110423,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rockingham,2018110407,1,0,1,0.00%,7,0:29:07,0.00%,0,$0.00 
Roxboro,2018110408,1,0,1,0.00%,3,0:27:37,0.00%,0,$0.00 
Sylva,2018110409,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018110411,1,1,1,0.00%,2,0:05:18,0.00%,0,$0.00 
Timberlake,2018110408,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Timberlake,2018110409,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,2018110407,1,1,1,0.00%,2,0:03:48,0.00%,0,$0.00 
Wendell,2018110410,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilson,2018110416,1,0,1,0.00%,2,0:01:33,0.00%,0,$0.00 
Winston-Salem,2018110408,1,0,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Winston-Salem,2018110412,1,0,2,0.00%,2.5,0:04:07,0.00%,0,$0.00 
New York,2018110419,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
New York,2018110420,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Oklahoma City,2018110411,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lititz,2018110407,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018110413,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018110417,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018110415,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018110418,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018110407,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,2018110410,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Walterboro,2018110409,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,2018110410,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,2018110411,1,0,1,0.00%,2,0:00:51,0.00%,0,$0.00 
Frisco,2018110411,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blacksburg,2018110410,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Danville,2018110408,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
McGaheysville,2018110407,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
McGaheysville,2018110409,1,0,1,0.00%,3,0:00:52,0.00%,0,$0.00 
McGaheysville,2018110410,1,0,1,0.00%,2,0:00:01,0.00%,0,$0.00 
McGaheysville,2018110411,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Norfolk,2018110407,1,0,1,0.00%,5,0:02:01,0.00%,0,$0.00 
Norfolk,2018110408,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 
Virginia Beach,2018110405,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018110407,1,0,1,0.00%,11,0:04:39,0.00%,0,$0.00 
Virginia Beach,2018110417,1,0,2,50.00%,2,0:00:13,0.00%,0,$0.00 
Virginia Beach,2018110418,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bellingham,2018110409,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,2018110408,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Candler-McAfee,2018110412,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,2018110414,1,1,1,0.00%,5,0:02:41,0.00%,0,$0.00 
Forest Acres,2018110409,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,2018110412,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
North Druid Hills,2018110408,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Saint Charles,2018110409,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Tysons,2018110409,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,511,145,516,53.49%,2.08,0:03:43,0.00%,0,$0.00 
