# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181007-20181007,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,56,24,71,64.79%,1.73,0:02:54,0.00%,0,$0.00 
Durham,(direct),48,21,58,53.45%,2.17,0:04:08,0.00%,0,$0.00 
Durham,myubc.org,43,9,57,12.28%,3,0:05:05,0.00%,0,$0.00 
Charlotte,google,17,7,21,71.43%,1.52,0:02:31,0.00%,0,$0.00 
Charlotte,(direct),13,6,14,42.86%,2.07,0:06:50,0.00%,0,$0.00 
Charlotte,myubc.org,12,3,16,31.25%,2.81,0:01:35,0.00%,0,$0.00 
Durham,bing,8,1,11,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,yahoo,8,1,11,90.91%,1.09,0:00:08,0.00%,0,$0.00 
Franklin,google,7,4,7,57.14%,1.43,0:00:14,0.00%,0,$0.00 
Raleigh,google,7,3,11,90.91%,1.09,0:01:07,0.00%,0,$0.00 
Mebane,google,6,6,7,85.71%,1.14,0:00:05,0.00%,0,$0.00 
Raleigh,myubc.org,6,3,8,25.00%,2.62,0:04:30,0.00%,0,$0.00 
Atlanta,(direct),5,4,5,60.00%,2.8,0:10:32,0.00%,0,$0.00 
Raleigh,(direct),5,1,6,50.00%,2.17,0:04:11,0.00%,0,$0.00 
Atlanta,google,4,3,4,50.00%,4.5,0:10:04,0.00%,0,$0.00 
Atlanta,myubc.org,4,2,5,60.00%,1.4,0:00:01,0.00%,0,$0.00 
Franklin,myubc.org,4,0,6,0.00%,2.33,0:02:56,0.00%,0,$0.00 
Chapel Hill,google,3,2,5,80.00%,1.6,0:01:53,0.00%,0,$0.00 
Franklin,(direct),3,0,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 
Mebane,(direct),3,2,4,75.00%,1.75,0:00:28,0.00%,0,$0.00 
Mebane,myubc.org,3,0,4,25.00%,2,0:06:07,0.00%,0,$0.00 
Norfolk,(direct),3,0,5,40.00%,4.2,0:05:33,0.00%,0,$0.00 
Chapel Hill,(direct),2,2,2,50.00%,4,0:02:23,0.00%,0,$0.00 
Creedmoor,myubc.org,2,0,5,0.00%,5.2,0:06:30,0.00%,0,$0.00 
Durham,mail.yahoo.com,2,2,2,50.00%,2,0:05:03,0.00%,0,$0.00 
Garner,(direct),2,1,3,66.67%,1.33,0:04:49,0.00%,0,$0.00 
Henderson,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,google,2,0,2,0.00%,3.5,0:06:13,0.00%,0,$0.00 
Raleigh,bing,2,1,4,25.00%,2.25,0:04:34,0.00%,0,$0.00 
Wilmington,myubc.org,2,1,3,33.33%,6,0:17:31,0.00%,0,$0.00 
Myrtle Beach,google,2,1,3,66.67%,2,0:03:00,0.00%,0,$0.00 
Virginia Beach,myubc.org,2,0,2,0.00%,10.5,0:08:54,0.00%,0,$0.00 
North Druid Hills,myubc.org,2,0,3,0.00%,12.67,0:20:09,0.00%,0,$0.00 
Saint-Brieuc,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Birmingham,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Birmingham,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Los Angeles,google,1,1,2,50.00%,3,0:14:36,0.00%,0,$0.00 
San Francisco,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,myubc.org,1,0,1,0.00%,6,0:09:51,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,0.00%,3,0:13:07,0.00%,0,$0.00 
Merritt Island,myubc.org,1,0,2,0.00%,2,0:00:32,0.00%,0,$0.00 
Orlando,myubc.org,1,0,1,0.00%,13,0:08:58,0.00%,0,$0.00 
Perry,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,yahoo,1,0,1,0.00%,3,0:17:01,0.00%,0,$0.00 
Columbus,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Duluth,myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Marietta,myubc.org,1,0,2,0.00%,3,0:00:40,0.00%,0,$0.00 
Riverdale,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smyrna,myubc.org,1,0,1,0.00%,7,0:02:49,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,myubc.org,1,0,2,0.00%,5.5,0:01:21,0.00%,0,$0.00 
Louisville,myubc.org,1,1,1,0.00%,2,0:00:24,0.00%,0,$0.00 
Bowie,(direct),1,1,2,50.00%,2,0:03:26,0.00%,0,$0.00 
Belhaven,google,1,1,1,0.00%,2,0:06:21,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,myubc.org,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Cashiers,(direct),1,0,2,50.00%,1.5,0:11:12,0.00%,0,$0.00 
Chapel Hill,myubc.org,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Chapel Hill,yahoo,1,0,1,0.00%,2,0:23:37,0.00%,0,$0.00 
Creedmoor,google,1,0,1,0.00%,3,0:00:30,0.00%,0,$0.00 
Cullowhee,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,outlook.live.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,myubc.org,1,1,1,0.00%,4,0:12:52,0.00%,0,$0.00 
Fayetteville,google,1,0,1,0.00%,6,0:35:24,0.00%,0,$0.00 
Franklin,bing,1,0,4,25.00%,3.75,0:12:44,0.00%,0,$0.00 
Garner,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gatesville,(direct),1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Greensboro,myubc.org,1,1,1,0.00%,4,0:00:15,0.00%,0,$0.00 
Hillsborough,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,(direct),1,1,2,50.00%,3.5,0:05:32,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Murphy,(direct),1,0,2,50.00%,1.5,0:00:18,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Oxford,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,bing.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reidsville,myubc.org,1,1,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Roanoke Rapids,myubc.org,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Smithfield,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,myubc.org,1,0,3,33.33%,3.67,0:11:27,0.00%,0,$0.00 
Wake Forest,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,myubc.org,1,0,2,0.00%,5.5,0:15:12,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,google,1,0,1,0.00%,3,0:04:04,0.00%,0,$0.00 
Williamston,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
East Orange,(direct),1,1,2,50.00%,4.5,0:05:44,0.00%,0,$0.00 
Newark,(direct),1,1,1,0.00%,2,0:05:55,0.00%,0,$0.00 
Newburgh,google,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Blue Bell,myubc.org,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Monessen,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,google,1,0,2,50.00%,4,0:03:39,0.00%,0,$0.00 
Knoxville,myubc.org,1,1,2,0.00%,2.5,0:09:19,0.00%,0,$0.00 
Dallas,(direct),1,1,1,0.00%,2,0:05:42,0.00%,0,$0.00 
Dallas,myubc.org,1,0,1,0.00%,10,0:09:20,0.00%,0,$0.00 
Annandale,google,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Blacksburg,myubc.org,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
