# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181118-20181118,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,196,59,254,50.79%,2.21,0:02:20,0.00%,0,$0.00 
Charlotte,37,14,47,42.55%,2.13,0:03:03,0.00%,0,$0.00 
Raleigh,35,10,44,50.00%,2.55,0:02:15,0.00%,0,$0.00 
Cary,11,3,15,60.00%,1.6,0:00:26,0.00%,0,$0.00 
Atlanta,10,6,14,42.86%,1.86,0:03:38,0.00%,0,$0.00 
Franklin,10,4,12,33.33%,1.83,0:02:43,0.00%,0,$0.00 
Chapel Hill,8,3,9,55.56%,2,0:03:45,0.00%,0,$0.00 
Hillsborough,4,1,9,44.44%,2.44,0:03:34,0.00%,0,$0.00 
Wake Forest,4,0,4,75.00%,4.25,0:29:28,0.00%,0,$0.00 
Winston-Salem,4,1,8,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Creedmoor,3,0,3,33.33%,1.67,0:00:10,0.00%,0,$0.00 
Mebane,3,0,3,33.33%,1.67,0:00:02,0.00%,0,$0.00 
Nashville,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,3,2,4,50.00%,1.5,0:00:04,0.00%,0,$0.00 
(not set),2,1,2,0.00%,3,0:25:32,0.00%,0,$0.00 
Miami,2,0,5,60.00%,1.4,0:00:03,0.00%,0,$0.00 
Henderson,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Mars Hill,2,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Philadelphia,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2,0,2,50.00%,2,0:01:02,0.00%,0,$0.00 
Virginia Beach,2,1,6,16.67%,2.33,0:05:05,0.00%,0,$0.00 
Corona,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
New Haven,1,1,1,0.00%,2,0:00:49,0.00%,0,$0.00 
Waterbury,1,1,1,0.00%,4,0:17:55,0.00%,0,$0.00 
Orlando,1,0,1,0.00%,5,0:36:04,0.00%,0,$0.00 
Carrollton,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Chicago,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Catonsville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Asheville,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Bailey,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Candler,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,1,0,2,50.00%,2,0:07:18,0.00%,0,$0.00 
Eden,1,0,1,0.00%,3,0:29:49,0.00%,0,$0.00 
Graham,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Leland,1,0,3,66.67%,1.33,0:03:04,0.00%,0,$0.00 
Marion,1,0,3,66.67%,1.33,0:04:36,0.00%,0,$0.00 
Mocksville,1,0,2,0.00%,2,0:00:13,0.00%,0,$0.00 
Oxford,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Siler City,1,1,1,0.00%,8,0:05:00,0.00%,0,$0.00 
Swannanoa,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,1,0,2,0.00%,2,0:00:04,0.00%,0,$0.00 
Weaverville,1,0,1,0.00%,3,0:03:41,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,1,0,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 
Wilmington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jackson,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
New York,1,1,2,0.00%,2.5,0:01:55,0.00%,0,$0.00 
Newburgh,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Bethel Park,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,1,0,1,0.00%,2,0:01:20,0.00%,0,$0.00 
Blythewood,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,1,1,1,0.00%,19,0:13:19,0.00%,0,$0.00 
Clemson,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Kingstree,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Charlottesville,1,1,1,0.00%,3,0:01:53,0.00%,0,$0.00 
Madison,1,1,1,0.00%,4,0:13:55,0.00%,0,$0.00 
Friendly,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Sandy Springs,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,388,127,512,50.20%,2.14,0:02:39,0.00%,0,$0.00 
