# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181021-20181021,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Montego Bay,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Corona,mobile,1,0,2,50.00%,1.5,0:00:19,0.00%,0,$0.00 
Valley Center,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,tablet,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Pinellas Park,mobile,1,1,2,50.00%,3.5,0:06:35,0.00%,0,$0.00 
Tallahassee,mobile,1,0,1,0.00%,7,0:09:37,0.00%,0,$0.00 
Winter Haven,mobile,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 
Winter Haven,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbus,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forsyth,mobile,1,1,1,0.00%,3,0:08:10,0.00%,0,$0.00 
Kennesaw,desktop,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 
Savannah,mobile,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Orleans,tablet,1,0,1,0.00%,3,0:02:35,0.00%,0,$0.00 
Elkridge,mobile,1,0,1,0.00%,7,0:31:54,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,4,0:00:58,0.00%,0,$0.00 
St. Louis,mobile,1,1,1,0.00%,2,0:17:55,0.00%,0,$0.00 
Apex,mobile,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Burlington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,desktop,1,1,3,0.00%,2,0:03:51,0.00%,0,$0.00 
Clayton,tablet,1,0,1,0.00%,5,0:14:45,0.00%,0,$0.00 
Creedmoor,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,mobile,1,0,1,0.00%,2,0:02:37,0.00%,0,$0.00 
Fayetteville,tablet,1,1,3,0.00%,7,0:03:20,0.00%,0,$0.00 
Fuquay Varina,desktop,1,1,1,0.00%,4,0:21:50,0.00%,0,$0.00 
Greensboro,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,desktop,1,1,1,0.00%,2,0:02:38,0.00%,0,$0.00 
Greenville,mobile,1,1,1,0.00%,6,0:16:31,0.00%,0,$0.00 
High Point,mobile,1,1,1,0.00%,3,0:00:51,0.00%,0,$0.00 
Hillsborough,mobile,1,1,3,66.67%,2,0:04:17,0.00%,0,$0.00 
Hillsborough,tablet,1,0,4,25.00%,2.25,0:05:36,0.00%,0,$0.00 
Huntersville,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
King,desktop,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Knightdale,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,desktop,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 
Mebane,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
New Bern,tablet,1,1,1,0.00%,9,0:17:19,0.00%,0,$0.00 
Oxford,mobile,1,0,1,0.00%,5,0:54:48,0.00%,0,$0.00 
Rocky Mount,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Salisbury,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Sylva,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Waynesville,mobile,1,0,1,0.00%,2,0:12:21,0.00%,0,$0.00 
Weaverville,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,tablet,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,desktop,1,1,1,0.00%,4,0:04:36,0.00%,0,$0.00 
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blue Bell,desktop,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Harleysville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Anderson,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Clover,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,desktop,1,1,1,0.00%,3,0:00:52,0.00%,0,$0.00 
Columbia,tablet,1,0,3,0.00%,4.67,0:09:04,0.00%,0,$0.00 
Myrtle Beach,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,mobile,1,0,2,50.00%,2,0:03:36,0.00%,0,$0.00 
Charlottesville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,mobile,1,0,1,0.00%,7,0:20:12,0.00%,0,$0.00 
Virgilina,mobile,1,1,5,80.00%,1.4,0:00:04,0.00%,0,$0.00 
Tysons,mobile,1,0,1,0.00%,2,0:16:40,0.00%,0,$0.00 
,,425,171,587,53.83%,2.1,0:02:59,0.00%,0,$0.00 
