# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181230-20181230,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,desktop,83,31,105,40.95%,1.88,0:01:11,0.00%,0,$0.00 
Durham,mobile,76,32,113,34.51%,2.81,0:04:36,0.00%,0,$0.00 
Charlotte,mobile,39,10,50,56.00%,2.18,0:04:41,0.00%,0,$0.00 
Durham,tablet,38,12,53,37.74%,2.6,0:04:59,0.00%,0,$0.00 
Raleigh,mobile,34,17,46,56.52%,2,0:01:48,0.00%,0,$0.00 
Atlanta,mobile,21,6,28,50.00%,2.29,0:03:32,0.00%,0,$0.00 
Franklin,desktop,6,1,8,75.00%,1.75,0:01:18,0.00%,0,$0.00 
Raleigh,desktop,6,2,14,64.29%,1.57,0:01:52,0.00%,0,$0.00 
Franklin,mobile,5,4,9,33.33%,2.11,0:04:04,0.00%,0,$0.00 
Raleigh,tablet,5,2,5,60.00%,1.4,0:00:18,0.00%,0,$0.00 
New York,mobile,5,2,5,40.00%,2.2,0:02:33,0.00%,0,$0.00 
Norfolk,mobile,5,5,5,60.00%,2.2,0:00:27,0.00%,0,$0.00 
Cary,desktop,4,1,4,0.00%,2.25,0:02:11,0.00%,0,$0.00 
Tysons,mobile,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,3,1,5,40.00%,2,0:00:16,0.00%,0,$0.00 
Hillsborough,desktop,3,1,5,60.00%,2,0:02:35,0.00%,0,$0.00 
Washington,mobile,2,1,2,0.00%,3,0:10:56,0.00%,0,$0.00 
Fort Lauderdale,tablet,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,mobile,2,0,2,50.00%,1.5,0:00:21,0.00%,0,$0.00 
Chapel Hill,tablet,2,0,3,33.33%,2,0:01:41,0.00%,0,$0.00 
Charlotte,tablet,2,2,2,50.00%,3,0:16:25,0.00%,0,$0.00 
Winston-Salem,mobile,2,0,2,0.00%,2,0:01:11,0.00%,0,$0.00 
Charleston,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,mobile,2,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Kamloops,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Singapore,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Surprise,tablet,1,0,1,0.00%,3,0:04:07,0.00%,0,$0.00 
Miami,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winter Haven,mobile,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Atlanta,desktop,1,0,1,0.00%,2,0:00:21,0.00%,0,$0.00 
Atlanta,tablet,1,1,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Redan,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
