# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181230-20181230,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Chicago,desktop,1,1,1,0.00%,7,0:57:29,0.00%,0,$0.00 
Springfield,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Olathe,tablet,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Billerica,desktop,1,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Springfield,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Suitland-Silver Hill,desktop,1,0,3,66.67%,2,0:06:57,0.00%,0,$0.00 
Upper Marlboro,desktop,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Black Mountain,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brasstown,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,desktop,1,1,1,0.00%,3,0:03:36,0.00%,0,$0.00 
Carrboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Clayton,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,desktop,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 
Fuquay Varina,mobile,1,1,1,0.00%,3,0:01:46,0.00%,0,$0.00 
Greensboro,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,tablet,1,0,1,0.00%,4,0:00:55,0.00%,0,$0.00 
Hillsborough,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,desktop,1,1,1,0.00%,3,0:08:42,0.00%,0,$0.00 
Jacksonville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
King,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,2,0.00%,3,0:00:27,0.00%,0,$0.00 
Mebane,desktop,1,0,2,0.00%,2,0:00:05,0.00%,0,$0.00 
Murphy,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,mobile,1,0,2,50.00%,1.5,0:07:09,0.00%,0,$0.00 
Rockingham,mobile,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Rocky Mount,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,mobile,1,1,1,0.00%,2,0:28:33,0.00%,0,$0.00 
Sylva,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,mobile,1,1,3,0.00%,2.33,0:00:22,0.00%,0,$0.00 
Wake Forest,tablet,1,0,3,33.33%,3,0:08:01,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Jackson,tablet,1,0,1,0.00%,4,0:01:33,0.00%,0,$0.00 
Rahway,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,tablet,1,0,1,0.00%,3,0:05:05,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,50.00%,2,0:00:32,0.00%,0,$0.00 
Yukon,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,2,50.00%,2.5,0:00:32,0.00%,0,$0.00 
Columbia,tablet,1,0,1,0.00%,2,0:07:32,0.00%,0,$0.00 
Myrtle Beach,mobile,1,0,1,0.00%,2,0:04:53,0.00%,0,$0.00 
Orangeburg,desktop,1,0,2,50.00%,1.5,0:08:32,0.00%,0,$0.00 
Houston,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,mobile,1,0,1,0.00%,2,0:03:04,0.00%,0,$0.00 
Newport News,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Oakton,mobile,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Spokane,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forest Acres,desktop,1,1,2,0.00%,5.5,0:24:17,0.00%,0,$0.00 
Kettering,desktop,1,1,1,0.00%,3,0:04:36,0.00%,0,$0.00 
Tega Cay,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
,,420,158,565,45.84%,2.18,0:03:07,0.00%,0,$0.00 
