# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181021-20181021,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Harleysville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Anderson,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Clover,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,1,0,2,50.00%,2,0:03:36,0.00%,0,$0.00 
Charlottesville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,1,0,1,0.00%,7,0:20:12,0.00%,0,$0.00 
Virgilina,1,1,5,80.00%,1.4,0:00:04,0.00%,0,$0.00 
Tysons,1,0,1,0.00%,2,0:16:40,0.00%,0,$0.00 
,425,171,587,53.83%,2.1,0:02:59,0.00%,0,$0.00 
