# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181021-20181021,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Franklin,2018102109,5,2,5,60.00%,1.4,0:08:03,0.00%,0,$0.00 
Franklin,2018102111,5,2,5,60.00%,1.4,0:00:02,0.00%,0,$0.00 
Atlanta,2018102111,4,1,4,25.00%,1.75,0:05:26,0.00%,0,$0.00 
Cary,2018102109,4,2,4,25.00%,1.75,0:00:06,0.00%,0,$0.00 
Durham,2018102113,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018102118,4,0,5,60.00%,2.2,0:00:32,0.00%,0,$0.00 
Durham,2018102122,4,2,5,40.00%,3.2,0:01:00,0.00%,0,$0.00 
Franklin,2018102110,4,1,3,66.67%,2,0:00:02,0.00%,0,$0.00 
Atlanta,2018102110,3,1,2,50.00%,2,0:01:25,0.00%,0,$0.00 
Cary,2018102111,3,0,3,66.67%,1.33,0:00:01,0.00%,0,$0.00 
Charlotte,2018102122,3,2,4,50.00%,1.75,0:00:38,0.00%,0,$0.00 
Durham,2018102119,3,1,6,83.33%,1.17,0:00:07,0.00%,0,$0.00 
Franklin,2018102113,3,1,4,75.00%,2.5,0:00:39,0.00%,0,$0.00 
Franklin,2018102122,3,2,3,66.67%,1.67,0:00:39,0.00%,0,$0.00 
Mebane,2018102109,3,0,3,33.33%,1.67,0:01:26,0.00%,0,$0.00 
Raleigh,2018102118,3,2,3,66.67%,3,0:03:55,0.00%,0,$0.00 
Winston-Salem,2018102110,3,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018102107,2,1,2,50.00%,1.5,0:00:01,0.00%,0,$0.00 
Atlanta,2018102109,2,1,2,0.00%,1.5,0:10:03,0.00%,0,$0.00 
Atlanta,2018102112,2,0,1,100.00%,2,0:00:00,0.00%,0,$0.00 
Atlanta,2018102114,2,1,2,50.00%,1.5,0:00:12,0.00%,0,$0.00 
Chapel Hill,2018102118,2,1,2,50.00%,2,0:01:56,0.00%,0,$0.00 
Charlotte,2018102107,2,1,2,0.00%,2,0:06:36,0.00%,0,$0.00 
Creedmoor,2018102109,2,2,3,66.67%,3,0:00:57,0.00%,0,$0.00 
Durham,2018102123,2,1,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Franklin,2018102107,2,1,2,0.00%,1.5,0:10:57,0.00%,0,$0.00 
Hillsborough,2018102107,2,0,3,33.33%,2.33,0:02:25,0.00%,0,$0.00 
Hillsborough,2018102112,2,1,2,0.00%,3,0:06:28,0.00%,0,$0.00 
Mebane,2018102110,2,0,1,0.00%,4,0:00:02,0.00%,0,$0.00 
Raleigh,2018102113,2,1,2,50.00%,4,0:00:25,0.00%,0,$0.00 
Raleigh,2018102114,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102117,2,0,1,0.00%,3,0:02:40,0.00%,0,$0.00 
Raleigh,2018102120,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102121,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018102109,2,0,2,50.00%,4.5,0:11:53,0.00%,0,$0.00 
Wake Forest,2018102107,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,2018102107,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,2018102111,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Rochester Hills,2018102107,2,2,2,50.00%,3,0:02:01,0.00%,0,$0.00 
(not set),2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018102110,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018102114,1,0,1,0.00%,1,0:23:22,0.00%,0,$0.00 
(not set),2018102115,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
(not set),2018102117,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oranjestad,2018102111,1,0,1,0.00%,6,0:14:48,0.00%,0,$0.00 
Oranjestad,2018102112,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Montego Bay,2018102108,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Birmingham,2018102110,1,0,1,0.00%,3,0:07:27,0.00%,0,$0.00 
Birmingham,2018102112,1,0,1,0.00%,3,0:08:28,0.00%,0,$0.00 
Birmingham,2018102121,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,2018102118,1,0,1,0.00%,2,0:00:38,0.00%,0,$0.00 
Valley Center,2018102117,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018102107,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Washington,2018102110,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Washington,2018102119,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018102121,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pinellas Park,2018102118,1,1,2,50.00%,3.5,0:06:35,0.00%,0,$0.00 
Tallahassee,2018102108,1,0,1,0.00%,7,0:09:37,0.00%,0,$0.00 
Winter Haven,2018102110,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 
Winter Haven,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102106,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102107,1,1,1,0.00%,2,0:16:54,0.00%,0,$0.00 
Atlanta,2018102113,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102115,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102117,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbus,2018102119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forsyth,2018102111,1,1,1,0.00%,3,0:08:10,0.00%,0,$0.00 
Kennesaw,2018102109,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 
Savannah,2018102111,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Chicago,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Orleans,2018102109,1,0,1,0.00%,3,0:02:35,0.00%,0,$0.00 
Elkridge,2018102107,1,0,1,0.00%,5,0:31:54,0.00%,0,$0.00 
Elkridge,2018102108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Hyattsville,2018102123,1,0,1,0.00%,4,0:00:58,0.00%,0,$0.00 
St. Louis,2018102110,1,1,1,0.00%,2,0:17:55,0.00%,0,$0.00 
Apex,2018102115,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Burlington,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,2018102119,1,0,2,50.00%,2,0:00:25,0.00%,0,$0.00 
Carrboro,2018102122,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018102107,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Cary,2018102110,1,1,1,0.00%,3,0:02:14,0.00%,0,$0.00 
Cary,2018102112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018102109,1,1,1,0.00%,4,0:01:01,0.00%,0,$0.00 
Chapel Hill,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018102113,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Chapel Hill,2018102114,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Charlotte,2018102113,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018102114,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018102115,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018102123,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,2018102109,1,0,1,0.00%,5,0:14:45,0.00%,0,$0.00 
Creedmoor,2018102107,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018102108,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Creedmoor,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018102112,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Creedmoor,2018102113,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018102116,1,0,1,0.00%,7,0:06:01,0.00%,0,$0.00 
Durham,2018102120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,2018102107,1,1,2,0.00%,9.5,0:04:58,0.00%,0,$0.00 
Fayetteville,2018102110,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Fayetteville,2018102115,1,0,1,0.00%,2,0:02:37,0.00%,0,$0.00 
Franklin,2018102112,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Franklin,2018102114,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102116,1,0,1,0.00%,2,0:00:28,0.00%,0,$0.00 
Franklin,2018102119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102121,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102123,1,0,1,0.00%,3,0:00:12,0.00%,0,$0.00 
Fuquay Varina,2018102109,1,1,1,0.00%,3,0:21:50,0.00%,0,$0.00 
Fuquay Varina,2018102110,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Greensboro,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018102117,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018102121,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018102107,1,1,1,0.00%,2,0:02:38,0.00%,0,$0.00 
Greenville,2018102111,1,1,1,0.00%,6,0:16:31,0.00%,0,$0.00 
High Point,2018102110,1,1,1,0.00%,3,0:00:51,0.00%,0,$0.00 
Hillsborough,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018102111,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018102113,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018102114,1,0,1,0.00%,2,0:16:52,0.00%,0,$0.00 
Hillsborough,2018102120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018102123,1,0,1,0.00%,3,0:00:49,0.00%,0,$0.00 
Huntersville,2018102109,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
King,2018102108,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Knightdale,2018102107,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018102114,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
New Bern,2018102121,1,1,1,0.00%,9,0:17:19,0.00%,0,$0.00 
Oxford,2018102107,1,0,1,0.00%,3,0:54:48,0.00%,0,$0.00 
Oxford,2018102108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Raleigh,2018102115,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Salisbury,2018102111,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Sylva,2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018102117,1,0,1,0.00%,5,0:04:01,0.00%,0,$0.00 
Waynesville,2018102107,1,0,1,0.00%,2,0:12:21,0.00%,0,$0.00 
Weaverville,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,2018102120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018102111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018102105,1,1,1,0.00%,4,0:04:36,0.00%,0,$0.00 
Winston-Salem,2018102107,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018102109,1,0,1,0.00%,2,0:23:35,0.00%,0,$0.00 
Winston-Salem,2018102112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018102112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018102118,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bethel Park,2018102107,1,1,2,50.00%,1.5,0:00:46,0.00%,0,$0.00 
Bethel Park,2018102109,1,1,1,0.00%,2,0:03:09,0.00%,0,$0.00 
Blue Bell,2018102109,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Harleysville,2018102108,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018102107,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018102112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018102114,1,0,1,0.00%,5,0:03:45,0.00%,0,$0.00 
Anderson,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clover,2018102111,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,2018102108,1,0,1,0.00%,3,0:02:11,0.00%,0,$0.00 
Columbia,2018102109,1,0,2,0.00%,5.5,0:12:30,0.00%,0,$0.00 
Columbia,2018102111,1,1,1,0.00%,3,0:00:52,0.00%,0,$0.00 
Myrtle Beach,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,2018102109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,2018102108,1,0,1,0.00%,3,0:07:11,0.00%,0,$0.00 
Dallas,2018102120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,2018102108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,2018102107,1,0,1,0.00%,3,0:20:12,0.00%,0,$0.00 
Hampton,2018102108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Norfolk,2018102107,1,0,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Norfolk,2018102110,1,0,2,50.00%,1.5,0:15:36,0.00%,0,$0.00 
Norfolk,2018102111,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Virgilina,2018102107,1,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Virgilina,2018102109,1,0,1,0.00%,3,0:00:20,0.00%,0,$0.00 
Virgilina,2018102110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018102107,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018102111,1,1,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Tysons,2018102108,1,0,1,0.00%,2,0:16:40,0.00%,0,$0.00 
,,576,171,587,53.83%,2.1,0:02:59,0.00%,0,$0.00 
