# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181111-20181111,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,78,30,106,65.09%,1.72,0:04:00,0.00%,0,$0.00 
Durham,myubc.org,63,20,86,22.09%,3.07,0:05:15,0.00%,0,$0.00 
Durham,(direct),54,23,71,46.48%,2.21,0:05:56,0.00%,0,$0.00 
Raleigh,myubc.org,23,8,28,28.57%,3.18,0:05:42,0.00%,0,$0.00 
Charlotte,myubc.org,21,8,22,13.64%,3,0:01:54,0.00%,0,$0.00 
Charlotte,google,19,8,25,56.00%,1.56,0:05:53,0.00%,0,$0.00 
Raleigh,google,13,4,13,53.85%,2.08,0:03:19,0.00%,0,$0.00 
Durham,bing,12,3,16,75.00%,1.5,0:02:16,0.00%,0,$0.00 
Charlotte,(direct),9,2,12,41.67%,1.83,0:02:44,0.00%,0,$0.00 
Virginia Beach,google,8,5,11,45.45%,2.45,0:06:09,0.00%,0,$0.00 
Chapel Hill,myubc.org,7,2,10,20.00%,2,0:02:40,0.00%,0,$0.00 
Raleigh,(direct),7,3,11,45.45%,2.36,0:05:18,0.00%,0,$0.00 
Durham,yahoo,6,3,8,50.00%,2.5,0:10:48,0.00%,0,$0.00 
Franklin,google,6,1,12,58.33%,2.33,0:05:15,0.00%,0,$0.00 
Atlanta,google,5,1,8,87.50%,1.38,0:01:29,0.00%,0,$0.00 
Atlanta,myubc.org,5,2,6,33.33%,2.5,0:01:09,0.00%,0,$0.00 
Franklin,(direct),5,2,5,40.00%,2,0:05:44,0.00%,0,$0.00 
Franklin,myubc.org,5,1,6,33.33%,1.83,0:01:35,0.00%,0,$0.00 
Mebane,google,4,2,4,50.00%,2.75,0:16:25,0.00%,0,$0.00 
Ashburn,(direct),4,4,4,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),(direct),3,3,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,google,3,0,3,66.67%,1.67,0:06:03,0.00%,0,$0.00 
Atlanta,(direct),3,1,5,60.00%,3.6,0:03:16,0.00%,0,$0.00 
Cary,google,3,2,6,66.67%,1.33,0:03:48,0.00%,0,$0.00 
Cary,myubc.org,3,1,5,40.00%,1.6,0:00:03,0.00%,0,$0.00 
Creedmoor,myubc.org,3,0,5,20.00%,4.6,0:03:13,0.00%,0,$0.00 
Greensboro,myubc.org,3,3,5,40.00%,5.2,0:04:16,0.00%,0,$0.00 
Hillsborough,myubc.org,3,1,3,0.00%,2.33,0:00:15,0.00%,0,$0.00 
Mebane,myubc.org,3,0,3,0.00%,2,0:00:08,0.00%,0,$0.00 
Philadelphia,(direct),3,0,4,50.00%,2.75,0:03:56,0.00%,0,$0.00 
Columbia,myubc.org,3,2,5,0.00%,5.2,0:01:20,0.00%,0,$0.00 
Hampton,myubc.org,3,2,3,0.00%,3,0:01:35,0.00%,0,$0.00 
Virginia Beach,myubc.org,3,0,5,20.00%,2.8,0:01:20,0.00%,0,$0.00 
(not set),google,2,1,2,50.00%,5.5,0:33:28,0.00%,0,$0.00 
Los Angeles,google,2,2,3,33.33%,4.67,0:05:10,0.00%,0,$0.00 
Miami,myubc.org,2,0,3,33.33%,4.33,0:17:40,0.00%,0,$0.00 
Burlington,myubc.org,2,0,3,66.67%,2,0:06:44,0.00%,0,$0.00 
Cary,(direct),2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,google,2,1,2,0.00%,5,0:17:51,0.00%,0,$0.00 
Franklin,bing,2,0,3,66.67%,2,0:04:25,0.00%,0,$0.00 
Greensboro,(direct),2,2,2,50.00%,3,0:16:57,0.00%,0,$0.00 
Greensboro,google,2,1,4,50.00%,2.5,0:05:16,0.00%,0,$0.00 
Knightdale,myubc.org,2,0,2,0.00%,3,0:12:34,0.00%,0,$0.00 
Marion,(direct),2,0,3,66.67%,1.67,0:06:26,0.00%,0,$0.00 
Wake Forest,m.facebook.com,2,0,2,0.00%,3.5,0:01:39,0.00%,0,$0.00 
Winston-Salem,(direct),2,1,4,50.00%,1.5,0:00:05,0.00%,0,$0.00 
New York,(direct),2,1,3,33.33%,2,0:00:17,0.00%,0,$0.00 
Virginia Beach,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),myubc.org,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Tel Aviv-Yafo,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tiberias,myubc.org,1,1,2,0.00%,4,0:05:13,0.00%,0,$0.00 
Corona,myubc.org,1,0,1,0.00%,3,0:18:54,0.00%,0,$0.00 
Los Angeles,(direct),1,1,1,0.00%,13,0:29:18,0.00%,0,$0.00 
San Francisco,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Haven,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lake City,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Atlanta,impactdoingchurchdifferently.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,myubc.org,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Stockbridge,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
