# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181216-20181216,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Winter Haven,mobile,1,1,1,0.00%,10,0:32:35,0.00%,0,$0.00 
Conyers,mobile,1,1,3,33.33%,2,0:00:21,0.00%,0,$0.00 
LaGrange,mobile,1,0,1,0.00%,5,0:13:28,0.00%,0,$0.00 
Macon,mobile,1,1,1,0.00%,3,0:00:44,0.00%,0,$0.00 
Chicago,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Louisville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Upper Marlboro,desktop,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Black Mountain,desktop,1,0,1,0.00%,2,0:01:31,0.00%,0,$0.00 
Burlington,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,mobile,1,0,1,0.00%,4,0:01:04,0.00%,0,$0.00 
Carrboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Cary,tablet,1,0,3,33.33%,2.67,0:02:02,0.00%,0,$0.00 
Charlotte,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,mobile,1,1,2,0.00%,4,0:03:47,0.00%,0,$0.00 
Fayetteville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,mobile,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Graham,mobile,1,0,2,50.00%,1.5,0:00:33,0.00%,0,$0.00 
Greensboro,desktop,1,0,1,0.00%,3,0:05:26,0.00%,0,$0.00 
Greenville,desktop,1,1,2,0.00%,6,0:21:29,0.00%,0,$0.00 
Greenville,mobile,1,1,1,0.00%,4,0:19:45,0.00%,0,$0.00 
King,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:31,0.00%,0,$0.00 
Knightdale,mobile,1,0,2,50.00%,4,0:00:49,0.00%,0,$0.00 
Mebane,desktop,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Mebane,mobile,1,0,1,0.00%,3,0:20:48,0.00%,0,$0.00 
Murphy,desktop,1,0,1,0.00%,4,0:03:54,0.00%,0,$0.00 
Otto,desktop,1,0,3,66.67%,2.33,0:00:40,0.00%,0,$0.00 
Oxford,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sanford,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,tablet,1,0,1,0.00%,4,0:16:11,0.00%,0,$0.00 
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,1,1,0.00%,6,0:03:27,0.00%,0,$0.00 
Wilmington,mobile,1,1,2,50.00%,2.5,0:00:39,0.00%,0,$0.00 
Winston-Salem,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,tablet,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New Kensington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Plymouth Meeting,desktop,1,1,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Kingstree,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,mobile,1,1,1,0.00%,2,0:00:52,0.00%,0,$0.00 
Carrollton,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Frisco,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Tyler,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,desktop,1,0,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 
Hampton,desktop,1,0,5,40.00%,3,0:01:14,0.00%,0,$0.00 
Carolina Shores,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,tablet,1,1,1,0.00%,2,0:04:25,0.00%,0,$0.00 
,,396,155,531,49.15%,2.45,0:03:10,0.00%,0,$0.00 
