# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180826-20180826,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018082614,5,2,5,60.00%,1.8,0:00:16,0.00%,0,$0.00 
Durham,2018082619,5,0,5,40.00%,4,0:04:22,0.00%,0,$0.00 
Raleigh,2018082610,5,1,2,0.00%,14.5,0:06:34,0.00%,0,$0.00 
Atlanta,2018082608,4,2,5,60.00%,1.6,0:00:50,0.00%,0,$0.00 
Atlanta,2018082609,4,2,4,25.00%,2,0:03:11,0.00%,0,$0.00 
Charlotte,2018082613,4,1,2,100.00%,2.5,0:00:00,0.00%,0,$0.00 
Durham,2018082622,4,2,4,75.00%,1.25,0:00:04,0.00%,0,$0.00 
Franklin,2018082608,4,2,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018082609,4,2,4,25.00%,2.5,0:17:07,0.00%,0,$0.00 
Franklin,2018082610,4,3,3,100.00%,1.33,0:00:00,0.00%,0,$0.00 
Greensboro,2018082607,4,3,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 
Raleigh,2018082611,4,1,4,25.00%,6.25,0:23:17,0.00%,0,$0.00 
Atlanta,2018082612,3,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018082609,3,2,3,33.33%,3,0:10:16,0.00%,0,$0.00 
Cary,2018082611,3,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018082620,3,1,3,66.67%,2.67,0:01:01,0.00%,0,$0.00 
Franklin,2018082611,3,1,3,0.00%,2,0:06:54,0.00%,0,$0.00 
Greensboro,2018082608,3,3,3,66.67%,1.33,0:05:02,0.00%,0,$0.00 
Mebane,2018082609,3,2,3,33.33%,1.67,0:00:03,0.00%,0,$0.00 
Raleigh,2018082613,3,0,4,25.00%,3,0:01:10,0.00%,0,$0.00 
Wake Forest,2018082609,3,2,3,0.00%,2.33,0:05:50,0.00%,0,$0.00 
New York,2018082609,3,1,3,33.33%,1.67,0:03:13,0.00%,0,$0.00 
Norfolk,2018082608,3,2,2,50.00%,2.5,0:00:03,0.00%,0,$0.00 
Norfolk,2018082609,3,1,3,33.33%,1.67,0:00:05,0.00%,0,$0.00 
Miami,2018082609,2,1,2,50.00%,1,0:04:31,0.00%,0,$0.00 
Atlanta,2018082610,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018082611,2,0,4,25.00%,3.25,0:01:53,0.00%,0,$0.00 
Smyrna,2018082608,2,2,2,0.00%,2,0:00:04,0.00%,0,$0.00 
Cary,2018082610,2,0,1,0.00%,5,0:03:27,0.00%,0,$0.00 
Chapel Hill,2018082609,2,2,2,0.00%,3,0:00:21,0.00%,0,$0.00 
Charlotte,2018082620,2,0,2,50.00%,2.5,0:05:25,0.00%,0,$0.00 
Durham,2018082606,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,2018082610,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018082609,2,1,2,0.00%,2,0:01:25,0.00%,0,$0.00 
Kinston,2018082607,2,0,2,0.00%,5,0:14:31,0.00%,0,$0.00 
Roxboro,2018082611,2,0,2,50.00%,3.5,0:01:41,0.00%,0,$0.00 
Sylva,2018082609,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018082609,2,1,2,0.00%,7.5,0:08:30,0.00%,0,$0.00 
Winston-Salem,2018082607,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
New York,2018082608,2,1,2,50.00%,3,0:00:05,0.00%,0,$0.00 
New York,2018082610,2,2,2,0.00%,2,0:14:05,0.00%,0,$0.00 
New York,2018082611,2,1,1,100.00%,7,0:00:00,0.00%,0,$0.00 
New York,2018082616,2,2,2,50.00%,2,0:00:22,0.00%,0,$0.00 
Norfolk,2018082607,2,0,2,0.00%,4,0:14:20,0.00%,0,$0.00 
Norfolk,2018082611,2,1,4,25.00%,3.75,0:11:43,0.00%,0,$0.00 
Miramar,2018082611,2,2,2,50.00%,1.5,0:02:07,0.00%,0,$0.00 
(not set),2018082612,1,0,1,0.00%,17,0:24:55,0.00%,0,$0.00 
Corona,2018082610,1,0,1,0.00%,6,0:06:43,0.00%,0,$0.00 
Norwalk,2018082610,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norwalk,2018082611,1,0,1,0.00%,4,0:23:44,0.00%,0,$0.00 
Miami,2018082610,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Miami,2018082611,1,1,1,0.00%,4,0:01:45,0.00%,0,$0.00 
Miami,2018082616,1,0,1,0.00%,3,0:01:23,0.00%,0,$0.00 
Tampa,2018082609,1,1,1,0.00%,3,0:01:55,0.00%,0,$0.00 
Atlanta,2018082613,1,0,1,0.00%,2,0:00:34,0.00%,0,$0.00 
Atlanta,2018082617,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
McDonough,2018082611,1,0,1,0.00%,4,0:16:00,0.00%,0,$0.00 
McDonough,2018082612,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Indianapolis,2018082613,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kokomo,2018082617,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Emporia,2018082612,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Louisville,2018082608,1,1,1,0.00%,6,0:16:14,0.00%,0,$0.00 
Elkridge,2018082609,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Salisbury,2018082608,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kansas City,2018082612,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Angier,2018082608,1,0,1,0.00%,4,0:01:27,0.00%,0,$0.00 
Apex,2018082610,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Apex,2018082614,1,1,1,0.00%,9,0:22:11,0.00%,0,$0.00 
Apex,2018082616,1,0,2,50.00%,3,0:01:04,0.00%,0,$0.00 
Bailey,2018082611,1,1,1,0.00%,9,0:10:54,0.00%,0,$0.00 
Benson,2018082621,1,1,2,50.00%,2,0:00:16,0.00%,0,$0.00 
Boone,2018082611,1,1,1,0.00%,4,0:03:16,0.00%,0,$0.00 
Boone,2018082618,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Buies Creek,2018082607,1,1,1,0.00%,2,0:17:37,0.00%,0,$0.00 
Buies Creek,2018082608,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Burnsville,2018082608,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burnsville,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,2018082611,1,0,1,0.00%,3,0:04:17,0.00%,0,$0.00 
Cary,2018082607,1,0,1,0.00%,2,0:08:31,0.00%,0,$0.00 
Cashiers,2018082607,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018082610,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Cashiers,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018082607,1,0,1,0.00%,9,0:13:55,0.00%,0,$0.00 
Chapel Hill,2018082608,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018082611,1,0,1,0.00%,2,0:14:04,0.00%,0,$0.00 
Charlotte,2018082614,1,1,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Charlotte,2018082615,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018082617,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Charlotte,2018082618,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018082619,1,0,1,0.00%,2,0:00:37,0.00%,0,$0.00 
Creedmoor,2018082610,1,0,1,0.00%,4,0:05:35,0.00%,0,$0.00 
Durham,2018082616,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018082617,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018082621,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018082623,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Farmville,2018082609,1,1,1,0.00%,3,0:00:35,0.00%,0,$0.00 
Fayetteville,2018082607,1,1,1,0.00%,4,0:29:41,0.00%,0,$0.00 
Fayetteville,2018082608,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Fayetteville,2018082610,1,0,2,50.00%,2,0:03:03,0.00%,0,$0.00 
Fayetteville,2018082611,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018082607,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Franklin,2018082612,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018082621,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018082619,1,1,2,50.00%,2,0:01:20,0.00%,0,$0.00 
Greensboro,2018082620,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018082620,1,1,1,0.00%,12,0:13:45,0.00%,0,$0.00 
High Point,2018082608,1,0,2,50.00%,2,0:07:21,0.00%,0,$0.00 
Hillsborough,2018082607,1,1,1,0.00%,4,0:03:26,0.00%,0,$0.00 
Hillsborough,2018082610,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Hillsborough,2018082613,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018082618,1,1,2,50.00%,1.5,0:00:15,0.00%,0,$0.00 
Hillsborough,2018082620,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Huntersville,2018082607,1,1,1,0.00%,3,0:02:16,0.00%,0,$0.00 
Huntersville,2018082608,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntersville,2018082610,1,1,1,0.00%,2,0:02:40,0.00%,0,$0.00 
Kinston,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018082617,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Marion,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marion,2018082611,1,0,1,0.00%,3,0:00:58,0.00%,0,$0.00 
Mebane,2018082607,1,1,1,0.00%,2,0:05:28,0.00%,0,$0.00 
Mebane,2018082608,1,0,1,0.00%,6,0:01:19,0.00%,0,$0.00 
Mebane,2018082612,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018082617,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Mebane,2018082620,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,2018082607,1,0,1,0.00%,3,0:19:09,0.00%,0,$0.00 
Raleigh,2018082606,1,1,1,0.00%,2,1:13:42,0.00%,0,$0.00 
Raleigh,2018082618,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018082621,1,0,1,0.00%,3,0:04:03,0.00%,0,$0.00 
Reidsville,2018082619,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,2018082607,1,0,1,0.00%,10,1:25:01,0.00%,0,$0.00 
Roxboro,2018082608,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Roxboro,2018082609,1,0,1,0.00%,3,0:00:55,0.00%,0,$0.00 
Siler City,2018082613,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,2018082607,1,0,1,0.00%,8,0:19:07,0.00%,0,$0.00 
Swannanoa,2018082608,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,2018082613,1,0,1,0.00%,2,0:00:30,0.00%,0,$0.00 
Swansboro,2018082613,1,1,1,0.00%,3,0:00:25,0.00%,0,$0.00 
Sylva,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018082607,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018082608,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018082610,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018082614,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018082615,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018082614,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018082614,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cherry Hill,2018082607,1,0,1,0.00%,3,0:11:29,0.00%,0,$0.00 
Mount Laurel,2018082611,1,0,1,0.00%,6,0:34:26,0.00%,0,$0.00 
Mount Laurel,2018082612,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,2018082607,1,0,2,0.00%,7.5,0:14:03,0.00%,0,$0.00 
Newark,2018082619,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018082607,1,0,1,0.00%,2,0:03:26,0.00%,0,$0.00 
New York,2018082621,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018082607,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Newburgh,2018082614,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,2018082616,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018082607,1,0,1,0.00%,2,0:19:23,0.00%,0,$0.00 
Philadelphia,2018082613,1,0,1,0.00%,2,0:05:35,0.00%,0,$0.00 
Pittsburgh,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,2018082610,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018082610,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,2018082609,1,1,1,0.00%,7,0:01:03,0.00%,0,$0.00 
Conway,2018082616,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,2018082607,1,1,2,0.00%,3,0:06:58,0.00%,0,$0.00 
Chattanooga,2018082607,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Knoxville,2018082609,1,0,1,0.00%,3,0:00:46,0.00%,0,$0.00 
Nashville,2018082607,1,1,1,0.00%,2,0:08:50,0.00%,0,$0.00 
Nashville,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,2018082610,1,0,1,0.00%,1,0:30:51,0.00%,0,$0.00 
Nashville,2018082611,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Fort Worth,2018082611,1,1,1,0.00%,4,0:25:28,0.00%,0,$0.00 
Fort Worth,2018082623,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rosenberg,2018082611,1,1,1,0.00%,4,0:01:24,0.00%,0,$0.00 
Waco,2018082608,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chantilly,2018082608,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chantilly,2018082610,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Colonial Heights,2018082611,1,0,1,0.00%,12,0:32:09,0.00%,0,$0.00 
Norfolk,2018082610,1,0,1,0.00%,4,0:05:28,0.00%,0,$0.00 
Norfolk,2018082612,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Norfolk,2018082616,1,1,1,0.00%,3,0:00:31,0.00%,0,$0.00 
Reston,2018082609,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Reston,2018082613,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Richmond,2018082620,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018082609,1,0,1,0.00%,1,0:07:47,0.00%,0,$0.00 
Virginia Beach,2018082610,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018082611,1,0,1,0.00%,5,0:08:33,0.00%,0,$0.00 
Virginia Beach,2018082612,1,1,3,0.00%,3,0:01:49,0.00%,0,$0.00 
Virginia Beach,2018082619,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,2018082608,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Dale City,2018082618,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,2018082607,1,0,1,0.00%,6,0:08:25,0.00%,0,$0.00 
Friendly,2018082610,1,0,1,0.00%,4,0:22:02,0.00%,0,$0.00 
Friendly,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,2018082615,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Holden Beach,2018082609,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Holden Beach,2018082611,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Holden Beach,2018082619,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miramar,2018082613,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Plainfield,2018082620,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saxapahaw,2018082609,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Spokane Valley,2018082611,1,0,1,0.00%,2,0:09:53,0.00%,0,$0.00 
Saint Charles,2018082610,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
West Springfield,2018082611,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,610,215,600,44.33%,2.74,0:05:08,0.00%,0,$0.00 
