# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181216-20181216,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,182,68,240,49.58%,2.35,0:02:31,0.00%,0,$0.00 
Charlotte,46,13,74,45.95%,3.78,0:05:20,0.00%,0,$0.00 
Raleigh,36,16,47,48.94%,2.19,0:03:34,0.00%,0,$0.00 
Atlanta,17,7,24,50.00%,1.75,0:02:52,0.00%,0,$0.00 
Franklin,13,5,16,50.00%,1.81,0:02:41,0.00%,0,$0.00 
Chapel Hill,7,3,10,20.00%,3.2,0:06:23,0.00%,0,$0.00 
Cary,6,1,8,37.50%,2,0:00:47,0.00%,0,$0.00 
(not set),5,4,5,60.00%,1.4,0:00:06,0.00%,0,$0.00 
Mebane,5,1,6,33.33%,2,0:06:07,0.00%,0,$0.00 
Hillsborough,4,0,7,71.43%,2,0:02:55,0.00%,0,$0.00 
Wake Forest,4,2,4,50.00%,1.75,0:01:52,0.00%,0,$0.00 
Winston-Salem,4,2,4,50.00%,2.25,0:16:06,0.00%,0,$0.00 
Chicago,3,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,3,2,4,0.00%,3,0:02:01,0.00%,0,$0.00 
Henderson,3,3,3,66.67%,1.67,0:01:07,0.00%,0,$0.00 
San Francisco,2,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2,2,3,66.67%,1.67,0:02:45,0.00%,0,$0.00 
Burlington,2,1,2,50.00%,2.5,0:00:32,0.00%,0,$0.00 
Greenville,2,2,3,0.00%,5.33,0:20:54,0.00%,0,$0.00 
Knightdale,2,0,3,33.33%,3.33,0:00:43,0.00%,0,$0.00 
Oxford,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Ashburn,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2,1,2,50.00%,1.5,0:11:09,0.00%,0,$0.00 
Phenix City,1,1,1,0.00%,2,0:00:44,0.00%,0,$0.00 
Corona,1,0,1,0.00%,4,0:01:01,0.00%,0,$0.00 
Hialeah,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Perry,1,0,1,0.00%,2,0:01:11,0.00%,0,$0.00 
Winter Haven,1,1,1,0.00%,10,0:32:35,0.00%,0,$0.00 
Conyers,1,1,3,33.33%,2,0:00:21,0.00%,0,$0.00 
LaGrange,1,0,1,0.00%,5,0:13:28,0.00%,0,$0.00 
Macon,1,1,1,0.00%,3,0:00:44,0.00%,0,$0.00 
Louisville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Upper Marlboro,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Black Mountain,1,0,1,0.00%,2,0:01:31,0.00%,0,$0.00 
Carrboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Graham,1,0,2,50.00%,1.5,0:00:33,0.00%,0,$0.00 
Greensboro,1,0,1,0.00%,3,0:05:26,0.00%,0,$0.00 
King,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,1,0,1,0.00%,4,0:03:54,0.00%,0,$0.00 
Otto,1,0,3,66.67%,2.33,0:00:40,0.00%,0,$0.00 
Rocky Mount,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sanford,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,1,0,1,0.00%,4,0:16:11,0.00%,0,$0.00 
Sylva,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,1,1,1,0.00%,6,0:03:27,0.00%,0,$0.00 
Wilmington,1,1,2,50.00%,2.5,0:00:39,0.00%,0,$0.00 
New York,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New Kensington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Plymouth Meeting,1,1,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,1,1,1,0.00%,2,0:00:52,0.00%,0,$0.00 
Carrollton,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Frisco,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Tyler,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,1,0,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 
Hampton,1,0,5,40.00%,3,0:01:14,0.00%,0,$0.00 
Carolina Shores,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,1,1,1,0.00%,2,0:04:25,0.00%,0,$0.00 
,396,155,531,49.15%,2.45,0:03:10,0.00%,0,$0.00 
