# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180902-20180902,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Mebane,desktop,2,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Mebane,mobile,2,0,2,0.00%,4,0:19:53,0.00%,0,$0.00 
Sylva,desktop,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,desktop,2,2,3,66.67%,1.33,0:00:30,0.00%,0,$0.00 
Wake Forest,tablet,2,1,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 
Williamston,desktop,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,mobile,2,2,2,50.00%,1.5,0:01:34,0.00%,0,$0.00 
Fearrington,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,mobile,2,2,2,0.00%,2.5,0:14:46,0.00%,0,$0.00 
Saint Charles,tablet,2,2,2,0.00%,2,0:00:03,0.00%,0,$0.00 
(not set),desktop,1,1,2,50.00%,2.5,0:06:42,0.00%,0,$0.00 
(not set),tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mobile,tablet,1,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Chandler,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Berkeley,desktop,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Corona,desktop,1,1,1,0.00%,3,0:08:20,0.00%,0,$0.00 
Corona,mobile,1,0,1,0.00%,8,0:11:28,0.00%,0,$0.00 
Oakland,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburg,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hartford,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Middletown,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,tablet,1,1,1,0.00%,7,0:09:48,0.00%,0,$0.00 
Clayton,desktop,1,0,2,50.00%,3.5,0:13:43,0.00%,0,$0.00 
Clayton,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami Beach,mobile,1,0,1,0.00%,3,0:29:41,0.00%,0,$0.00 
Columbus,desktop,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Savannah,mobile,1,0,4,0.00%,8,0:34:21,0.00%,0,$0.00 
Honolulu,tablet,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Shreveport,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Billerica,desktop,1,0,7,100.00%,1,0:00:00,0.00%,0,$0.00 
Boston,mobile,1,0,3,66.67%,1.33,0:03:09,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Black Mountain,desktop,1,0,3,0.00%,2.33,0:01:51,0.00%,0,$0.00 
Cary,mobile,1,1,1,0.00%,11,0:20:13,0.00%,0,$0.00 
Cherokee,mobile,1,1,1,0.00%,10,0:08:18,0.00%,0,$0.00 
Clemmons,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,mobile,1,1,1,0.00%,3,0:01:38,0.00%,0,$0.00 
Hayesville,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,mobile,1,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Hillsborough,tablet,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Jacksonville,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Morrisville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,mobile,1,0,1,0.00%,4,0:13:44,0.00%,0,$0.00 
Oxford,mobile,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Rocky Mount,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,mobile,1,1,2,0.00%,5,0:09:36,0.00%,0,$0.00 
Roxboro,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Salisbury,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Selma,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Timberlake,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,1,2,0.00%,2,0:12:27,0.00%,0,$0.00 
Whiteville,tablet,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Williamston,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,desktop,1,0,1,0.00%,2,0:01:24,0.00%,0,$0.00 
Cherry Hill,mobile,1,0,2,50.00%,1.5,0:01:46,0.00%,0,$0.00 
Mount Laurel,mobile,1,0,2,0.00%,4,0:06:22,0.00%,0,$0.00 
Newark,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Las Vegas,mobile,1,1,1,0.00%,3,0:02:14,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Cleveland,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Canonsburg,desktop,1,1,1,0.00%,4,0:28:01,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,desktop,1,0,2,50.00%,1.5,0:02:17,0.00%,0,$0.00 
Myrtle Beach,tablet,1,1,3,66.67%,1.33,0:00:04,0.00%,0,$0.00 
North Myrtle Beach,mobile,1,0,2,0.00%,6,0:11:51,0.00%,0,$0.00 
Nashville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrollton,desktop,1,1,1,0.00%,3,0:17:42,0.00%,0,$0.00 
Carrollton,mobile,1,0,2,50.00%,6.5,0:01:08,0.00%,0,$0.00 
Dallas,mobile,1,0,2,50.00%,5,0:04:31,0.00%,0,$0.00 
Fort Worth,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,mobile,1,1,1,0.00%,3,0:00:20,0.00%,0,$0.00 
New Caney,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tyler,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,desktop,1,0,2,50.00%,1.5,0:03:08,0.00%,0,$0.00 
Danville,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,mobile,1,1,1,0.00%,2,0:01:08,0.00%,0,$0.00 
Norfolk,tablet,1,0,1,0.00%,8,0:04:25,0.00%,0,$0.00 
Virginia Beach,mobile,1,0,1,0.00%,12,1:03:04,0.00%,0,$0.00 
Fearrington,mobile,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Holden Beach,desktop,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Richlands,mobile,1,0,2,0.00%,2.5,0:09:52,0.00%,0,$0.00 
Saxapahaw,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spokane Valley,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,391,165,542,45.94%,2.42,0:04:26,0.00%,0,$0.00 
