# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181028-20181028,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,74,27,94,64.89%,1.96,0:03:46,0.00%,0,$0.00 
Durham,myubc.org,64,19,81,19.75%,2.99,0:04:05,0.00%,0,$0.00 
Durham,(direct),34,12,49,55.10%,2.18,0:05:23,0.00%,0,$0.00 
Charlotte,myubc.org,17,5,28,28.57%,2.64,0:05:50,0.00%,0,$0.00 
Charlotte,google,16,5,19,57.89%,1.68,0:03:42,0.00%,0,$0.00 
Raleigh,google,13,5,21,80.95%,1.33,0:01:48,0.00%,0,$0.00 
Charlotte,(direct),8,3,11,63.64%,1.64,0:04:44,0.00%,0,$0.00 
Raleigh,myubc.org,8,1,13,38.46%,1.69,0:00:11,0.00%,0,$0.00 
Durham,bing,7,3,7,71.43%,1.71,0:02:06,0.00%,0,$0.00 
Atlanta,google,6,4,7,85.71%,1.43,0:00:17,0.00%,0,$0.00 
Chapel Hill,myubc.org,6,0,7,28.57%,2.71,0:12:20,0.00%,0,$0.00 
Raleigh,(direct),6,1,6,50.00%,1.5,0:02:15,0.00%,0,$0.00 
Cary,(direct),5,4,5,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,5,1,6,83.33%,2.17,0:02:39,0.00%,0,$0.00 
Franklin,google,5,0,8,50.00%,2.38,0:10:37,0.00%,0,$0.00 
Durham,yahoo,4,0,4,75.00%,1.75,0:03:16,0.00%,0,$0.00 
Franklin,(direct),4,0,5,80.00%,1.2,0:00:01,0.00%,0,$0.00 
Atlanta,(direct),3,3,3,66.67%,1.33,0:00:15,0.00%,0,$0.00 
Atlanta,myubc.org,3,1,4,25.00%,2.25,0:02:19,0.00%,0,$0.00 
Cary,myubc.org,3,1,3,33.33%,3,0:01:18,0.00%,0,$0.00 
Franklin,myubc.org,3,1,4,25.00%,2.5,0:01:25,0.00%,0,$0.00 
Mebane,myubc.org,3,0,4,0.00%,2.75,0:00:50,0.00%,0,$0.00 
Norfolk,myubc.org,3,1,4,0.00%,5,0:02:18,0.00%,0,$0.00 
Virginia Beach,myubc.org,3,1,5,20.00%,3.6,0:04:52,0.00%,0,$0.00 
Chicago,(direct),2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Elkridge,google,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,myubc.org,2,2,3,33.33%,1.67,0:05:34,0.00%,0,$0.00 
Cary,google,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,(direct),2,0,2,0.00%,13,0:33:40,0.00%,0,$0.00 
Creedmoor,google,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,bing,2,0,7,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,2,0,3,66.67%,2,0:01:14,0.00%,0,$0.00 
Roanoke Rapids,google,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,(direct),2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,myubc.org,2,0,2,0.00%,2,0:00:03,0.00%,0,$0.00 
New York,(direct),2,2,2,50.00%,3,0:00:36,0.00%,0,$0.00 
Peekskill,bing,2,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,google,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Roanoke,(direct),2,2,2,50.00%,1.5,0:01:08,0.00%,0,$0.00 
Irondale,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
North Decatur,myubc.org,2,2,3,0.00%,3,0:01:22,0.00%,0,$0.00 
(not set),(direct),1,0,1,0.00%,4,0:02:06,0.00%,0,$0.00 
(not set),duckduckgo.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),yahoo,1,1,2,50.00%,1.5,0:01:40,0.00%,0,$0.00 
Birmingham,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fairhope,myubc.org,1,1,1,0.00%,3,0:07:18,0.00%,0,$0.00 
Corona,myubc.org,1,0,1,0.00%,2,0:28:15,0.00%,0,$0.00 
Boulder,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,(direct),1,0,1,0.00%,2,0:01:36,0.00%,0,$0.00 
Washington,l.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,google,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Athens,google,1,0,2,0.00%,4.5,0:15:23,0.00%,0,$0.00 
Athens,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Athens,myubc.org,1,0,2,0.00%,5.5,0:03:44,0.00%,0,$0.00 
Kennesaw,myubc.org,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Loganville,myubc.org,1,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Riverdale,google,1,1,1,0.00%,3,0:02:43,0.00%,0,$0.00 
Boston,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Kansas City,google,1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 
Apex,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,0.00%,3,0:28:22,0.00%,0,$0.00 
Charlotte,bing,1,0,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 
Charlotte,m.ncsecu.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Durham,m.facebook.com,1,0,1,0.00%,2,0:01:15,0.00%,0,$0.00 
Eden,myubc.org,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Elm City,myubc.org,1,1,1,0.00%,11,0:12:12,0.00%,0,$0.00 
Garner,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,google,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Hillsborough,yahoo,1,0,2,50.00%,4,0:00:39,0.00%,0,$0.00 
Jacksonville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
