# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181028-20181028,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Mebane,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Oxford,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,bing,1,0,5,80.00%,1.6,0:00:27,0.00%,0,$0.00 
Raleigh,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Shelby,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,google,1,0,1,0.00%,5,0:03:06,0.00%,0,$0.00 
Whittier,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Zebulon,google,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Totowa,myubc.org,1,0,1,0.00%,13,0:29:17,0.00%,0,$0.00 
New York,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Poughkeepsie,(direct),1,1,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 
White Plains,google,1,0,2,50.00%,3,0:04:02,0.00%,0,$0.00 
White Plains,myubc.org,1,1,2,50.00%,2,0:00:27,0.00%,0,$0.00 
Columbus,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reynoldsburg,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oklahoma City,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blue Bell,myubc.org,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,l.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spartanburg,myubc.org,1,1,1,0.00%,4,0:20:35,0.00%,0,$0.00 
Houston,(direct),1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Arlington,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Arlington,myubc.org,1,0,1,0.00%,5,0:03:07,0.00%,0,$0.00 
Danville,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Leesburg,(direct),1,1,2,0.00%,2.5,0:00:38,0.00%,0,$0.00 
Norfolk,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamsburg,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dock Junction,myubc.org,1,0,1,0.00%,3,0:23:59,0.00%,0,$0.00 
North Decatur,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,3,66.67%,1.67,0:04:19,0.00%,0,$0.00 
Panthersville,(direct),1,0,1,0.00%,4,0:29:33,0.00%,0,$0.00 
Potomac Falls,google,1,0,1,0.00%,3,0:36:55,0.00%,0,$0.00 
,,421,147,546,53.11%,2.16,0:03:35,0.00%,0,$0.00 
