# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181111-20181111,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Cherokee,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,1,0,1,0.00%,2,0:16:55,0.00%,0,$0.00 
Garner,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,1,1,1,0.00%,7,0:11:08,0.00%,0,$0.00 
Mocksville,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Morrisville,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Oxford,1,0,4,25.00%,4.75,0:13:26,0.00%,0,$0.00 
Pittsboro,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Stoneville,1,0,2,50.00%,2,0:01:36,0.00%,0,$0.00 
Swannanoa,1,0,2,50.00%,2,0:04:13,0.00%,0,$0.00 
Sylva,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,1,0,1,0.00%,9,0:19:34,0.00%,0,$0.00 
Wilson,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Zebulon,1,0,1,0.00%,2,0:15:03,0.00%,0,$0.00 
Jackson,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Phillipsburg,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Las Vegas,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,0,1,0.00%,2,0:10:55,0.00%,0,$0.00 
Cincinnati,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Dublin,1,1,2,0.00%,2,0:04:04,0.00%,0,$0.00 
Portland,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
York,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,1,1,1,0.00%,2,0:00:21,0.00%,0,$0.00 
Houston,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Irving,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Longview,1,0,1,0.00%,10,0:12:00,0.00%,0,$0.00 
Charlottesville,1,0,3,33.33%,2.33,0:08:27,0.00%,0,$0.00 
Richmond,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Candler-McAfee,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Duck,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 
North Druid Hills,1,0,1,0.00%,5,0:06:31,0.00%,0,$0.00 
Oxon Hill-Glassmanor,1,1,1,0.00%,2,0:00:46,0.00%,0,$0.00 
Palmetto Bay,1,0,1,0.00%,6,0:10:01,0.00%,0,$0.00 
Sandy Springs,1,0,1,0.00%,4,0:35:07,0.00%,0,$0.00 
Saint Charles,1,0,1,0.00%,4,0:19:17,0.00%,0,$0.00 
West Springfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,477,182,657,45.81%,2.36,0:04:38,0.00%,0,$0.00 
