# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181104-20181104,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,70,24,84,65.48%,1.81,0:02:30,0.00%,0,$0.00 
Durham,myubc.org,64,16,80,32.50%,2.42,0:04:54,0.00%,0,$0.00 
Durham,(direct),46,23,61,54.10%,1.92,0:04:08,0.00%,0,$0.00 
Charlotte,google,15,6,18,55.56%,1.61,0:00:50,0.00%,0,$0.00 
Durham,bing,14,7,22,86.36%,1.68,0:01:45,0.00%,0,$0.00 
Raleigh,google,14,5,20,65.00%,1.8,0:03:48,0.00%,0,$0.00 
Charlotte,myubc.org,12,4,14,21.43%,2.57,0:02:58,0.00%,0,$0.00 
Charlotte,(direct),11,3,11,36.36%,2.73,0:07:59,0.00%,0,$0.00 
Raleigh,(direct),11,6,12,83.33%,1.17,0:00:32,0.00%,0,$0.00 
Atlanta,google,8,4,9,66.67%,2,0:08:38,0.00%,0,$0.00 
Raleigh,myubc.org,8,2,14,50.00%,2.71,0:06:56,0.00%,0,$0.00 
Durham,yahoo,5,3,5,80.00%,1.8,0:00:23,0.00%,0,$0.00 
Chapel Hill,google,4,0,6,50.00%,3,0:12:36,0.00%,0,$0.00 
Atlanta,(direct),3,2,3,66.67%,3.67,0:03:55,0.00%,0,$0.00 
Atlanta,myubc.org,3,0,4,25.00%,2.5,0:03:19,0.00%,0,$0.00 
Chapel Hill,myubc.org,3,1,3,0.00%,2.67,0:00:14,0.00%,0,$0.00 
Creedmoor,myubc.org,3,1,5,20.00%,3.4,0:01:11,0.00%,0,$0.00 
Franklin,bing,3,1,6,66.67%,2,0:15:29,0.00%,0,$0.00 
Franklin,myubc.org,3,1,3,0.00%,3,0:00:56,0.00%,0,$0.00 
