# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181104-20181104,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Greensboro,(direct),3,1,3,66.67%,2,0:12:19,0.00%,0,$0.00 
Hillsborough,google,3,0,5,60.00%,2.2,0:00:35,0.00%,0,$0.00 
Winston-Salem,google,3,0,5,0.00%,3.6,0:03:28,0.00%,0,$0.00 
(not set),(direct),2,1,2,0.00%,2,0:13:04,0.00%,0,$0.00 
Miami,myubc.org,2,1,2,0.00%,4.5,0:20:16,0.00%,0,$0.00 
Tallahassee,google,2,1,2,50.00%,3,0:01:16,0.00%,0,$0.00 
Cary,bing,2,1,2,50.00%,1.5,0:00:14,0.00%,0,$0.00 
Cary,google,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,(direct),2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,google,2,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,myubc.org,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Hillsborough,myubc.org,2,0,3,33.33%,1.67,0:00:05,0.00%,0,$0.00 
Matthews,(direct),2,2,3,66.67%,1.33,0:01:04,0.00%,0,$0.00 
New York,google,2,1,3,0.00%,2,0:00:50,0.00%,0,$0.00 
Norfolk,myubc.org,2,1,2,0.00%,4,0:01:43,0.00%,0,$0.00 
Virginia Beach,google,2,0,3,33.33%,5,0:01:41,0.00%,0,$0.00 
(not set),myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bay Minette,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,myubc.org,1,0,2,50.00%,2,0:14:10,0.00%,0,$0.00 
Washington,myubc.org,1,1,1,0.00%,4,0:03:03,0.00%,0,$0.00 
Miami,outlook.live.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,yahoo,1,1,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 
Columbus,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,myubc.org,1,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Frankfort,myubc.org,1,1,1,0.00%,7,0:32:14,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Oxford,google,1,0,1,0.00%,17,0:42:26,0.00%,0,$0.00 
Apex,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,(direct),1,0,1,0.00%,5,0:15:15,0.00%,0,$0.00 
Butner,google,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,(direct),1,0,1,0.00%,3,0:00:33,0.00%,0,$0.00 
Chapel Hill,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,yahoo,1,0,1,0.00%,3,0:37:38,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Cornelius,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,(direct),1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Durham,dnserrorassist.att.net,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,pinterest.com,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Graham,myubc.org,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
High Point,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 
Leland,(direct),1,0,1,0.00%,2,0:19:50,0.00%,0,$0.00 
Monroe,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,google,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Oxford,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raeford,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Rockingham,myubc.org,1,0,1,0.00%,7,0:29:07,0.00%,0,$0.00 
Roxboro,(direct),1,0,1,0.00%,3,0:27:37,0.00%,0,$0.00 
Sylva,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,bing,1,1,1,0.00%,2,0:05:18,0.00%,0,$0.00 
Timberlake,myubc.org,1,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Wake Forest,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,google,1,1,1,0.00%,2,0:03:48,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilson,google,1,0,1,0.00%,2,0:01:33,0.00%,0,$0.00 
Winston-Salem,myubc.org,1,0,1,0.00%,5,0:23:10,0.00%,0,$0.00 
New York,myubc.org,1,1,1,0.00%,4,0:02:17,0.00%,0,$0.00 
Oklahoma City,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lititz,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,l.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,facebook.com,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,(direct),1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Walterboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,myubc.org,1,0,2,50.00%,1.5,0:00:26,0.00%,0,$0.00 
Frisco,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blacksburg,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Danville,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
McGaheysville,myubc.org,1,0,4,0.00%,2.25,0:00:16,0.00%,0,$0.00 
Virginia Beach,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bellingham,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Candler-McAfee,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,myubc.org,1,1,1,0.00%,5,0:02:41,0.00%,0,$0.00 
Forest Acres,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Saint Charles,myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Tysons,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,408,145,516,53.49%,2.08,0:03:43,0.00%,0,$0.00 
