# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181209-20181209,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Emporia,mobile,1,0,1,0.00%,3,0:00:15,0.00%,0,$0.00 
Mayfield,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Detroit,mobile,1,1,1,0.00%,2,0:01:11,0.00%,0,$0.00 
Apex,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Apex,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Black Mountain,desktop,1,0,2,0.00%,2,0:09:20,0.00%,0,$0.00 
Burlington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,mobile,1,0,1,0.00%,3,0:34:16,0.00%,0,$0.00 
Cary,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,tablet,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Charlotte,desktop,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Clayton,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,desktop,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Greensboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,desktop,1,1,1,0.00%,3,0:28:53,0.00%,0,$0.00 
Hillsborough,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,mobile,1,0,4,50.00%,1.5,0:00:26,0.00%,0,$0.00 
Mebane,desktop,1,0,3,33.33%,1.67,0:00:03,0.00%,0,$0.00 
Mebane,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mocksville,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,mobile,1,0,2,50.00%,2.5,0:18:53,0.00%,0,$0.00 
Raleigh,desktop,1,0,5,80.00%,1.2,0:01:06,0.00%,0,$0.00 
Rocky Mount,desktop,1,1,1,0.00%,2,0:02:12,0.00%,0,$0.00 
Smithfield,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,desktop,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Wake Forest,tablet,1,0,1,0.00%,5,0:31:16,0.00%,0,$0.00 
Welcome,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Whitsett,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Youngstown,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
El Paso,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,desktop,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Charlottesville,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sterling,desktop,1,0,1,0.00%,2,0:18:05,0.00%,0,$0.00 
Virginia Beach,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forest Acres,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Grove,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,175,70,221,47.06%,2,0:02:26,0.00%,0,$0.00 
