# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181223-20181223,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Nashville,myubc.org,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Dallas,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Frisco,google,1,1,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Frisco,myubc.org,1,0,1,0.00%,5,0:25:03,0.00%,0,$0.00 
Charlottesville,bing,1,0,3,66.67%,3,0:01:06,0.00%,0,$0.00 
Charlottesville,myubc.org,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Danville,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gloucester Point,google,1,0,3,66.67%,2.33,0:00:51,0.00%,0,$0.00 
Gloucester Point,myubc.org,1,0,1,0.00%,2,0:00:41,0.00%,0,$0.00 
Hampton,google,1,0,1,0.00%,2,0:01:09,0.00%,0,$0.00 
Richmond,myubc.org,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Virginia Beach,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carolina Forest,google,1,1,1,0.00%,5,0:01:01,0.00%,0,$0.00 
East Point,google,1,1,1,0.00%,6,0:02:59,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Seabrook,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,yahoo,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
,,453,150,687,37.55%,3.18,0:04:28,0.00%,0,$0.00 
