# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181223-20181223,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,myubc.org,83,17,151,30.46%,3.44,0:04:34,0.00%,0,$0.00 
Durham,google,65,22,99,42.42%,2.92,0:04:45,0.00%,0,$0.00 
Durham,(direct),34,16,43,32.56%,3.33,0:04:45,0.00%,0,$0.00 
Charlotte,myubc.org,25,4,29,27.59%,3.69,0:03:21,0.00%,0,$0.00 
Charlotte,google,23,5,29,48.28%,3.62,0:06:10,0.00%,0,$0.00 
Raleigh,myubc.org,16,4,24,37.50%,5.08,0:08:13,0.00%,0,$0.00 
Durham,bing,13,4,20,40.00%,2.65,0:03:53,0.00%,0,$0.00 
Durham,yahoo,13,7,19,36.84%,3.11,0:02:18,0.00%,0,$0.00 
Raleigh,google,12,2,20,40.00%,4,0:05:20,0.00%,0,$0.00 
Atlanta,myubc.org,8,3,17,41.18%,2.47,0:00:38,0.00%,0,$0.00 
Charlotte,(direct),7,5,9,44.44%,1.78,0:06:14,0.00%,0,$0.00 
Franklin,myubc.org,7,3,11,18.18%,3.64,0:07:17,0.00%,0,$0.00 
Atlanta,google,6,1,18,50.00%,2.61,0:02:41,0.00%,0,$0.00 
Chapel Hill,myubc.org,5,4,8,50.00%,2.5,0:05:17,0.00%,0,$0.00 
Birmingham,(direct),4,3,4,75.00%,1.25,0:00:02,0.00%,0,$0.00 
Columbus,(direct),4,4,4,50.00%,2,0:00:18,0.00%,0,$0.00 
Atlanta,(direct),3,2,3,66.67%,1.33,0:02:15,0.00%,0,$0.00 
Cary,google,3,1,6,16.67%,3.33,0:12:08,0.00%,0,$0.00 
Cary,myubc.org,3,1,8,50.00%,2.25,0:01:17,0.00%,0,$0.00 
Creedmoor,myubc.org,3,2,7,28.57%,2.57,0:02:55,0.00%,0,$0.00 
Currituck,myubc.org,3,1,4,0.00%,8.75,0:14:17,0.00%,0,$0.00 
Durham,dnsrsearch.com,3,1,3,0.00%,6,0:09:12,0.00%,0,$0.00 
Greensboro,myubc.org,3,3,4,50.00%,3.25,0:03:32,0.00%,0,$0.00 
Mebane,myubc.org,3,1,4,75.00%,1.75,0:00:15,0.00%,0,$0.00 
Wake Forest,myubc.org,3,1,7,42.86%,2.57,0:01:42,0.00%,0,$0.00 
Winston-Salem,google,3,1,5,80.00%,1.4,0:00:08,0.00%,0,$0.00 
Tega Cay,(direct),3,3,3,66.67%,2,0:00:56,0.00%,0,$0.00 
Tysons,myubc.org,3,1,4,50.00%,3.25,0:07:54,0.00%,0,$0.00 
Birmingham,google,2,2,2,0.00%,5,0:01:50,0.00%,0,$0.00 
Senatobia,myubc.org,2,0,2,0.00%,2,0:07:31,0.00%,0,$0.00 
Raleigh,(direct),2,0,3,66.67%,2.33,0:09:33,0.00%,0,$0.00 
Winston-Salem,bing,2,1,2,50.00%,1.5,0:02:54,0.00%,0,$0.00 
Dallas,myubc.org,2,0,5,40.00%,4,0:02:14,0.00%,0,$0.00 
Houston,myubc.org,2,2,3,0.00%,3.67,0:01:15,0.00%,0,$0.00 
Birmingham,myubc.org,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Washington,myubc.org,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
New Castle,myubc.org,1,0,1,0.00%,5,0:03:30,0.00%,0,$0.00 
Orlando,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbus,myubc.org,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Hiram,google,1,0,1,0.00%,5,0:24:22,0.00%,0,$0.00 
New Orleans,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Orleans,myubc.org,1,0,3,33.33%,3.67,0:12:55,0.00%,0,$0.00 
Detroit,google,1,0,1,0.00%,2,0:00:54,0.00%,0,$0.00 
Detroit,myubc.org,1,0,1,0.00%,4,0:29:54,0.00%,0,$0.00 
Pontotoc,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Senatobia,google,1,1,2,0.00%,4.5,0:01:56,0.00%,0,$0.00 
Black Mountain,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Black Mountain,myubc.org,1,0,1,0.00%,2,0:00:39,0.00%,0,$0.00 
Black Mountain,yahoo,1,0,1,0.00%,3,0:02:45,0.00%,0,$0.00 
Brasstown,bing,1,0,2,0.00%,4,0:05:02,0.00%,0,$0.00 
Burlington,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,myubc.org,1,0,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,0.00%,2,0:06:10,0.00%,0,$0.00 
Chapel Hill,google,1,0,4,75.00%,5,0:07:26,0.00%,0,$0.00 
Charlotte,bing,1,0,3,0.00%,3.33,0:04:48,0.00%,0,$0.00 
Currituck,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,google,1,0,1,0.00%,3,0:00:31,0.00%,0,$0.00 
Franklin,(direct),1,0,1,0.00%,9,0:29:07,0.00%,0,$0.00 
Franklin,google,1,1,1,0.00%,3,0:17:37,0.00%,0,$0.00 
Franklin,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,google,1,1,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Henderson,myubc.org,1,0,3,0.00%,5,0:01:13,0.00%,0,$0.00 
Hillsborough,myubc.org,1,1,1,0.00%,3,0:00:28,0.00%,0,$0.00 
Holly Ridge,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Laurinburg,myubc.org,1,0,1,0.00%,3,0:07:33,0.00%,0,$0.00 
Mebane,(direct),1,0,1,0.00%,6,0:06:12,0.00%,0,$0.00 
Mebane,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Morrisville,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Bern,google,1,0,2,0.00%,6.5,0:12:18,0.00%,0,$0.00 
New Bern,myubc.org,1,0,2,0.00%,4.5,0:02:48,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,11,0:28:13,0.00%,0,$0.00 
Reidsville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,myubc.org,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 
Wake Forest,google,1,1,2,0.00%,3.5,0:04:06,0.00%,0,$0.00 
Weaverville,google,1,0,3,33.33%,2.33,0:06:45,0.00%,0,$0.00 
Weaverville,myubc.org,1,0,1,0.00%,2,0:00:53,0.00%,0,$0.00 
Welcome,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Jackson,myubc.org,1,0,1,0.00%,3,0:04:25,0.00%,0,$0.00 
New York,(direct),1,0,1,0.00%,2,0:00:43,0.00%,0,$0.00 
Oklahoma City,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,0.00%,5,0:16:37,0.00%,0,$0.00 
Philadelphia,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Springfield,google,1,1,1,0.00%,3,0:16:05,0.00%,0,$0.00 
Blythewood,google,1,0,4,50.00%,1.75,0:04:33,0.00%,0,$0.00 
Charleston,google,1,0,3,33.33%,3.33,0:07:44,0.00%,0,$0.00 
Clover,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Millington,myubc.org,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
