# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181028-20181028,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Franklin,tablet,2,0,4,75.00%,1.25,0:00:08,0.00%,0,$0.00 
Garner,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,desktop,2,1,4,50.00%,2.75,0:00:21,0.00%,0,$0.00 
Mebane,desktop,2,0,3,0.00%,2,0:00:06,0.00%,0,$0.00 
Oxford,mobile,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Wake Forest,tablet,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,mobile,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Philadelphia,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Arlington,mobile,2,1,2,50.00%,3,0:01:34,0.00%,0,$0.00 
Norfolk,mobile,2,2,3,33.33%,2,0:00:10,0.00%,0,$0.00 
Roanoke,mobile,2,2,2,50.00%,1.5,0:01:08,0.00%,0,$0.00 
Irondale,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),tablet,1,1,2,50.00%,1.5,0:01:40,0.00%,0,$0.00 
Birmingham,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fairhope,desktop,1,1,1,0.00%,3,0:07:18,0.00%,0,$0.00 
Corona,mobile,1,0,1,0.00%,2,0:28:15,0.00%,0,$0.00 
Boulder,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,mobile,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Athens,mobile,1,0,5,20.00%,4.2,0:07:39,0.00%,0,$0.00 
Kennesaw,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Loganville,mobile,1,1,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Riverdale,mobile,1,1,1,0.00%,3,0:02:43,0.00%,0,$0.00 
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Boston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Elkridge,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Elkridge,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Kansas City,mobile,1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 
Apex,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,desktop,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Boone,mobile,1,1,2,50.00%,1.5,0:08:19,0.00%,0,$0.00 
Burlington,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,desktop,1,0,1,0.00%,3,0:28:22,0.00%,0,$0.00 
Cary,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Chapel Hill,tablet,1,0,1,0.00%,8,0:15:55,0.00%,0,$0.00 
Charlotte,desktop,1,0,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 
Creedmoor,desktop,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Creedmoor,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Elm City,desktop,1,1,1,0.00%,11,0:12:12,0.00%,0,$0.00 
Graham,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,mobile,1,0,2,50.00%,2.5,0:01:52,0.00%,0,$0.00 
Greenville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Mebane,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,tablet,1,0,1,0.00%,5,0:03:02,0.00%,0,$0.00 
Roanoke Rapids,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roanoke Rapids,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Shelby,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,0,1,0.00%,5,0:03:06,0.00%,0,$0.00 
Whittier,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,desktop,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Zebulon,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Totowa,mobile,1,0,1,0.00%,13,0:29:17,0.00%,0,$0.00 
Peekskill,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Peekskill,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Poughkeepsie,mobile,1,1,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 
White Plains,tablet,1,1,4,50.00%,2.5,0:02:14,0.00%,0,$0.00 
Columbus,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reynoldsburg,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oklahoma City,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blue Bell,desktop,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spartanburg,mobile,1,1,1,0.00%,4,0:20:35,0.00%,0,$0.00 
Houston,mobile,1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Danville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Leesburg,desktop,1,1,2,0.00%,2.5,0:00:38,0.00%,0,$0.00 
Norfolk,desktop,1,0,2,0.00%,7.5,0:04:22,0.00%,0,$0.00 
Williamsburg,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dock Junction,mobile,1,0,1,0.00%,3,0:23:59,0.00%,0,$0.00 
North Druid Hills,mobile,1,0,3,66.67%,1.67,0:04:19,0.00%,0,$0.00 
Panthersville,mobile,1,0,1,0.00%,4,0:29:33,0.00%,0,$0.00 
Potomac Falls,mobile,1,0,1,0.00%,3,0:36:55,0.00%,0,$0.00 
,,404,147,546,53.11%,2.16,0:03:35,0.00%,0,$0.00 
