# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180930-20180930,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Oxford,(direct),1,0,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Pittsboro,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,m.ncsecu.org,1,0,2,50.00%,1.5,0:00:58,0.00%,0,$0.00 
Raleigh,yahoo,1,0,1,0.00%,2,0:01:31,0.00%,0,$0.00 
Rocky Mount,myubc.org,1,1,2,50.00%,2.5,0:04:59,0.00%,0,$0.00 
Roxboro,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smithfield,(direct),1,1,1,0.00%,3,0:00:43,0.00%,0,$0.00 
Smithfield,facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spring Hope,google,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,google,1,0,3,33.33%,2,0:01:11,0.00%,0,$0.00 
Whiteville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whittier,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,0,1,0.00%,2,0:11:29,0.00%,0,$0.00 
Wilmington,myubc.org,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Winston-Salem,bing,1,1,1,0.00%,2,0:01:16,0.00%,0,$0.00 
Winston-Salem,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,t.co,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Harrison,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,(direct),1,0,2,50.00%,1.5,0:00:34,0.00%,0,$0.00 
New York,myactivity.google.com,1,0,2,50.00%,11.5,0:38:05,0.00%,0,$0.00 
New York,myubc.org,1,1,2,50.00%,1.5,0:00:07,0.00%,0,$0.00 
Newburgh,google,1,0,2,50.00%,2.5,0:10:07,0.00%,0,$0.00 
Sound Beach,myubc.org,1,1,1,0.00%,3,0:01:49,0.00%,0,$0.00 
Cincinnati,myubc.org,1,0,1,0.00%,3,0:01:55,0.00%,0,$0.00 
Philadelphia,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Mount Pleasant,google,1,1,1,0.00%,5,0:34:58,0.00%,0,$0.00 
North Charleston,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,google,1,0,1,0.00%,2,0:07:00,0.00%,0,$0.00 
Houston,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Plano,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chester,google,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 
Norfolk,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,myubc.org,1,0,3,66.67%,1.33,0:00:01,0.00%,0,$0.00 
Virginia Beach,google,1,1,1,0.00%,2,0:14:21,0.00%,0,$0.00 
Seattle,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Seattle,myubc.org,1,0,2,0.00%,3,0:04:15,0.00%,0,$0.00 
Huntington,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,myubc.org,1,0,1,0.00%,4,0:05:09,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,1,0.00%,3,0:01:18,0.00%,0,$0.00 
Panthersville,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Woodfin,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,423,169,541,47.50%,2.24,0:03:46,0.00%,0,$0.00 
