# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181104-20181104,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Butner,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,tablet,1,0,1,0.00%,10,0:58:07,0.00%,0,$0.00 
Clayton,mobile,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Cornelius,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,tablet,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Greensboro,tablet,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
High Point,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,mobile,1,0,1,0.00%,4,0:00:24,0.00%,0,$0.00 
Hillsborough,tablet,1,0,3,66.67%,2,0:00:51,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 
Leland,mobile,1,0,1,0.00%,2,0:19:50,0.00%,0,$0.00 
Monroe,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,tablet,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Oxford,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raeford,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Rockingham,mobile,1,0,1,0.00%,7,0:29:07,0.00%,0,$0.00 
Roxboro,mobile,1,0,1,0.00%,3,0:27:37,0.00%,0,$0.00 
Timberlake,desktop,1,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Wake Forest,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,desktop,1,1,1,0.00%,2,0:03:48,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilson,desktop,1,0,1,0.00%,2,0:01:33,0.00%,0,$0.00 
Winston-Salem,tablet,1,0,2,0.00%,3.5,0:13:36,0.00%,0,$0.00 
Oklahoma City,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lititz,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,tablet,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Walterboro,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,mobile,1,1,3,66.67%,1.33,0:00:17,0.00%,0,$0.00 
Frisco,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blacksburg,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Danville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
McGaheysville,tablet,1,0,4,0.00%,2.25,0:00:16,0.00%,0,$0.00 
Norfolk,mobile,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 
Norfolk,tablet,1,0,1,0.00%,5,0:02:01,0.00%,0,$0.00 
Virginia Beach,tablet,1,0,2,50.00%,6,0:02:20,0.00%,0,$0.00 
Bellingham,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Candler-McAfee,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,tablet,1,1,1,0.00%,5,0:02:41,0.00%,0,$0.00 
Forest Acres,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
North Druid Hills,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Saint Charles,tablet,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Tysons,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,389,145,516,53.49%,2.08,0:03:43,0.00%,0,$0.00 
