# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181223-20181223,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,164,68,336,35.12%,3.22,0:04:30,0.00%,0,$0.00 
Charlotte,49,14,70,37.14%,3.4,0:04:57,0.00%,0,$0.00 
Raleigh,22,6,47,40.43%,4.45,0:07:05,0.00%,0,$0.00 
Atlanta,13,6,38,47.37%,2.45,0:01:44,0.00%,0,$0.00 
Franklin,8,4,14,21.43%,3.79,0:09:04,0.00%,0,$0.00 
Birmingham,6,5,7,42.86%,2.43,0:00:34,0.00%,0,$0.00 
Chapel Hill,6,4,12,58.33%,3.33,0:06:00,0.00%,0,$0.00 
Columbus,5,4,5,40.00%,2,0:00:16,0.00%,0,$0.00 
Cary,5,2,14,35.71%,2.71,0:05:56,0.00%,0,$0.00 
Mebane,5,2,6,66.67%,2.33,0:01:12,0.00%,0,$0.00 
Winston-Salem,5,2,7,71.43%,1.43,0:00:55,0.00%,0,$0.00 
Creedmoor,3,2,7,28.57%,2.57,0:02:55,0.00%,0,$0.00 
Currituck,3,1,5,20.00%,7.2,0:11:25,0.00%,0,$0.00 
Greensboro,3,3,5,60.00%,2.8,0:02:49,0.00%,0,$0.00 
Wake Forest,3,2,9,33.33%,2.78,0:02:14,0.00%,0,$0.00 
Tega Cay,3,3,3,66.67%,2,0:00:56,0.00%,0,$0.00 
Tysons,3,1,6,50.00%,2.67,0:05:18,0.00%,0,$0.00 
New Orleans,2,1,4,50.00%,3,0:09:42,0.00%,0,$0.00 
Detroit,2,0,2,0.00%,3,0:15:24,0.00%,0,$0.00 
Senatobia,2,1,4,0.00%,3.25,0:04:43,0.00%,0,$0.00 
Philadelphia,2,0,2,50.00%,3,0:08:19,0.00%,0,$0.00 
Dallas,2,1,6,50.00%,3.5,0:01:52,0.00%,0,$0.00 
Houston,2,2,3,0.00%,3.67,0:01:15,0.00%,0,$0.00 
Washington,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
New Castle,1,0,1,0.00%,5,0:03:30,0.00%,0,$0.00 
Orlando,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hiram,1,0,1,0.00%,5,0:24:22,0.00%,0,$0.00 
Pontotoc,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Black Mountain,1,0,3,33.33%,2,0:01:08,0.00%,0,$0.00 
Brasstown,1,0,2,0.00%,4,0:05:02,0.00%,0,$0.00 
Burlington,1,0,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 
Carrboro,1,0,1,0.00%,2,0:06:10,0.00%,0,$0.00 
Fayetteville,1,0,1,0.00%,3,0:00:31,0.00%,0,$0.00 
Henderson,1,1,4,0.00%,4.25,0:00:58,0.00%,0,$0.00 
Hillsborough,1,1,1,0.00%,3,0:00:28,0.00%,0,$0.00 
Holly Ridge,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Laurinburg,1,0,1,0.00%,3,0:07:33,0.00%,0,$0.00 
Morrisville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Bern,1,0,4,0.00%,5.5,0:07:33,0.00%,0,$0.00 
Oxford,1,0,1,0.00%,11,0:28:13,0.00%,0,$0.00 
Reidsville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 
Weaverville,1,0,4,25.00%,2.25,0:05:17,0.00%,0,$0.00 
Welcome,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Jackson,1,0,1,0.00%,3,0:04:25,0.00%,0,$0.00 
New York,1,0,1,0.00%,2,0:00:43,0.00%,0,$0.00 
Oklahoma City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Springfield,1,1,1,0.00%,3,0:16:05,0.00%,0,$0.00 
Blythewood,1,0,4,50.00%,1.75,0:04:33,0.00%,0,$0.00 
Charleston,1,0,3,33.33%,3.33,0:07:44,0.00%,0,$0.00 
Clover,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Millington,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Nashville,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Frisco,1,1,2,0.00%,3.5,0:13:03,0.00%,0,$0.00 
Charlottesville,1,0,4,50.00%,2.75,0:00:53,0.00%,0,$0.00 
Danville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gloucester Point,1,0,4,50.00%,2.25,0:00:49,0.00%,0,$0.00 
Hampton,1,0,1,0.00%,2,0:01:09,0.00%,0,$0.00 
Richmond,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Virginia Beach,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carolina Forest,1,1,1,0.00%,5,0:01:01,0.00%,0,$0.00 
East Point,1,1,1,0.00%,6,0:02:59,0.00%,0,$0.00 
Friendly,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Seabrook,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,365,150,687,37.55%,3.18,0:04:28,0.00%,0,$0.00 
