# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180930-20180930,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Charlotte,2018093014,2,1,2,50.00%,1.5,0:13:30,0.00%,0,$0.00 
Charlotte,2018093015,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018093020,2,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Durham,2018093006,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018093013,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018093017,2,0,2,0.00%,2,0:04:43,0.00%,0,$0.00 
Franklin,2018093007,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018093009,2,1,2,0.00%,2,0:01:07,0.00%,0,$0.00 
Franklin,2018093012,2,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Franklin,2018093017,2,0,2,50.00%,1.5,0:00:07,0.00%,0,$0.00 
Greensboro,2018093007,2,0,2,50.00%,1.5,0:00:18,0.00%,0,$0.00 
High Point,2018093009,2,0,2,0.00%,3,0:14:33,0.00%,0,$0.00 
Mebane,2018093007,2,1,2,0.00%,4,0:27:20,0.00%,0,$0.00 
Mebane,2018093009,2,0,1,0.00%,5,0:00:04,0.00%,0,$0.00 
Raleigh,2018093014,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018093015,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018093019,2,1,2,50.00%,1.5,0:01:38,0.00%,0,$0.00 
Smithfield,2018093019,2,1,2,50.00%,2,0:00:22,0.00%,0,$0.00 
Winston-Salem,2018093010,2,1,3,66.67%,1.33,0:01:40,0.00%,0,$0.00 
New York,2018093011,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2018093007,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
(not set),2018093010,1,0,1,0.00%,2,0:25:08,0.00%,0,$0.00 
Washington,2018093007,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,2018093012,1,0,4,75.00%,1.25,0:00:10,0.00%,0,$0.00 
Destin,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,2018093011,1,0,1,0.00%,5,0:05:18,0.00%,0,$0.00 
Miami,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,2018093014,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018093014,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018093016,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kennesaw,2018093011,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Kennesaw,2018093012,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Kennesaw,2018093013,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Chicago,2018093022,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,2018093008,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Suitland-Silver Hill,2018093011,1,1,2,50.00%,1.5,0:08:58,0.00%,0,$0.00 
Suitland-Silver Hill,2018093012,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Apex,2018093009,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 
Apex,2018093011,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Black Mountain,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Black Mountain,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,2018093010,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018093013,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018093019,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018093002,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018093009,1,0,1,0.00%,3,0:00:40,0.00%,0,$0.00 
Cashiers,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018093007,1,1,1,0.00%,1,0:02:56,0.00%,0,$0.00 
Chapel Hill,2018093013,1,1,1,0.00%,2,0:01:18,0.00%,0,$0.00 
Chapel Hill,2018093021,1,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018093006,1,1,1,0.00%,3,0:02:15,0.00%,0,$0.00 
Charlotte,2018093018,1,0,1,0.00%,9,0:06:08,0.00%,0,$0.00 
Charlotte,2018093019,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Concord,2018093008,1,0,2,0.00%,4,0:05:18,0.00%,0,$0.00 
Cornelius,2018093021,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018093010,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Durham,2018093002,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018093003,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018093015,1,0,1,0.00%,3,0:02:03,0.00%,0,$0.00 
Durham,2018093021,1,0,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Fayetteville,2018093008,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Fayetteville,2018093009,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Fayetteville,2018093010,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018093021,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018093009,1,1,1,0.00%,4,0:02:00,0.00%,0,$0.00 
Greensboro,2018093010,1,0,1,0.00%,6,0:16:49,0.00%,0,$0.00 
Greensboro,2018093014,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018093009,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018093011,1,0,1,0.00%,2,0:27:25,0.00%,0,$0.00 
Greenville,2018093013,1,1,1,0.00%,2,0:01:15,0.00%,0,$0.00 
Henderson,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,2018093010,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,2018093017,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018093013,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Knightdale,2018093012,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Knightdale,2018093017,1,1,1,0.00%,3,0:00:33,0.00%,0,$0.00 
Laurinburg,2018093011,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 
Mebane,2018093010,1,1,1,0.00%,2,0:02:52,0.00%,0,$0.00 
Mebane,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018093013,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Morrisville,2018093010,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ocean Isle Beach,2018093011,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,2018093007,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Oxford,2018093010,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Pittsboro,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018093016,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018093018,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018093020,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,2018093009,1,1,1,0.00%,4,0:09:58,0.00%,0,$0.00 
Rocky Mount,2018093010,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,2018093009,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smithfield,2018093016,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smithfield,2018093020,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spring Hope,2018093010,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spring Hope,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018093007,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Sylva,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018093010,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018093012,1,0,1,0.00%,3,0:00:27,0.00%,0,$0.00 
Wake Forest,2018093014,1,0,1,0.00%,2,0:03:07,0.00%,0,$0.00 
Whiteville,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whittier,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whittier,2018093011,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018093011,1,0,1,0.00%,2,0:11:29,0.00%,0,$0.00 
Wilmington,2018093010,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Winston-Salem,2018093000,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018093007,1,0,1,0.00%,9,0:06:04,0.00%,0,$0.00 
Winston-Salem,2018093011,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018093015,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018093016,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018093022,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Harrison,2018093014,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018093010,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
New York,2018093012,1,0,1,0.00%,2,0:01:07,0.00%,0,$0.00 
New York,2018093014,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018093017,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018093019,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Newburgh,2018093008,1,0,1,0.00%,4,0:20:14,0.00%,0,$0.00 
Newburgh,2018093017,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sound Beach,2018093009,1,1,1,0.00%,3,0:01:49,0.00%,0,$0.00 
Cincinnati,2018093009,1,0,1,0.00%,3,0:01:55,0.00%,0,$0.00 
Philadelphia,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018093014,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,2018093010,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,2018093011,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mount Pleasant,2018093008,1,1,1,0.00%,2,0:34:58,0.00%,0,$0.00 
Mount Pleasant,2018093009,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
North Charleston,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Austin,2018093007,1,1,1,0.00%,3,0:11:36,0.00%,0,$0.00 
Austin,2018093008,1,0,1,0.00%,3,0:00:43,0.00%,0,$0.00 
Austin,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,2018093009,1,0,1,0.00%,2,0:07:00,0.00%,0,$0.00 
Houston,2018093008,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Plano,2018093016,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chester,2018093010,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 
Norfolk,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2018093009,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018093009,1,1,1,0.00%,2,0:14:21,0.00%,0,$0.00 
Seattle,2018093011,1,0,1,0.00%,4,0:08:27,0.00%,0,$0.00 
Seattle,2018093012,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Seattle,2018093016,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntington,2018093008,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,2018093009,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,2018093010,1,0,1,0.00%,4,0:05:09,0.00%,0,$0.00 
Friendly,2018093011,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
North Druid Hills,2018093007,1,0,1,0.00%,3,0:01:18,0.00%,0,$0.00 
Panthersville,2018093010,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,2018093012,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Woodfin,2018093007,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,549,169,541,47.50%,2.24,0:03:46,0.00%,0,$0.00 
