# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181021-20181021,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Hillsborough,myubc.org,3,2,6,50.00%,2,0:02:35,0.00%,0,$0.00 
Mebane,myubc.org,3,0,3,0.00%,2.67,0:01:26,0.00%,0,$0.00 
Oranjestad,myubc.org,2,1,2,50.00%,3.5,0:07:24,0.00%,0,$0.00 
Washington,myubc.org,2,1,2,0.00%,2,0:00:04,0.00%,0,$0.00 
Winter Haven,google,2,1,2,50.00%,3,0:03:14,0.00%,0,$0.00 
Carrboro,(direct),2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,google,2,1,4,75.00%,1.5,0:00:34,0.00%,0,$0.00 
Creedmoor,myubc.org,2,0,3,0.00%,3.67,0:01:04,0.00%,0,$0.00 
Hillsborough,google,2,0,5,40.00%,2,0:04:29,0.00%,0,$0.00 
Sylva,(direct),2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Weaverville,(direct),2,0,5,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,(direct),2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Bethel Park,yahoo,2,1,2,50.00%,1.5,0:01:35,0.00%,0,$0.00 
Columbia,myubc.org,2,1,3,0.00%,4.67,0:08:37,0.00%,0,$0.00 
Rochester Hills,(direct),2,2,2,50.00%,3,0:02:01,0.00%,0,$0.00 
(not set),myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Montego Bay,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Birmingham,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Birmingham,myubc.org,1,0,2,0.00%,3,0:07:58,0.00%,0,$0.00 
Corona,myubc.org,1,0,2,50.00%,1.5,0:00:19,0.00%,0,$0.00 
Valley Center,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,m.facebook.com,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Pinellas Park,google,1,0,1,0.00%,6,0:13:10,0.00%,0,$0.00 
Pinellas Park,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,google,1,0,1,0.00%,7,0:09:37,0.00%,0,$0.00 
Atlanta,(direct),1,1,1,0.00%,3,0:20:59,0.00%,0,$0.00 
Columbus,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forsyth,google,1,1,1,0.00%,3,0:08:10,0.00%,0,$0.00 
Kennesaw,myubc.org,1,0,1,0.00%,4,0:04:13,0.00%,0,$0.00 
Savannah,myubc.org,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Orleans,myubc.org,1,0,1,0.00%,3,0:02:35,0.00%,0,$0.00 
Elkridge,myubc.org,1,0,1,0.00%,7,0:31:54,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,4,0:00:58,0.00%,0,$0.00 
St. Louis,google,1,1,1,0.00%,2,0:17:55,0.00%,0,$0.00 
Apex,(direct),1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Burlington,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,myubc.org,1,0,1,0.00%,3,0:00:49,0.00%,0,$0.00 
Cary,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,bing,1,1,1,0.00%,2,0:00:46,0.00%,0,$0.00 
Charlotte,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,yahoo,1,0,1,0.00%,2,0:07:50,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,0.00%,5,0:14:45,0.00%,0,$0.00 
Creedmoor,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,mail.yahoo.com,1,1,2,50.00%,2,0:01:41,0.00%,0,$0.00 
Fayetteville,(direct),1,1,1,0.00%,16,0:06:19,0.00%,0,$0.00 
Fayetteville,google,1,0,1,0.00%,2,0:02:37,0.00%,0,$0.00 
Fayetteville,myubc.org,1,0,2,0.00%,2.5,0:01:50,0.00%,0,$0.00 
Fuquay Varina,bing,1,1,1,0.00%,4,0:21:50,0.00%,0,$0.00 
Greensboro,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,google,1,1,1,0.00%,2,0:02:38,0.00%,0,$0.00 
Greenville,myubc.org,1,1,1,0.00%,6,0:16:31,0.00%,0,$0.00 
High Point,myubc.org,1,1,1,0.00%,3,0:00:51,0.00%,0,$0.00 
Huntersville,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
King,myubc.org,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Knightdale,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Mebane,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Bern,google,1,1,1,0.00%,9,0:17:19,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,5,0:54:48,0.00%,0,$0.00 
Raleigh,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Salisbury,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Sylva,bing,1,0,1,0.00%,8,0:23:45,0.00%,0,$0.00 
Sylva,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,myubc.org,1,0,1,0.00%,5,0:04:01,0.00%,0,$0.00 
Waynesville,(direct),1,0,1,0.00%,2,0:12:21,0.00%,0,$0.00 
Weaverville,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,myubc.org,1,1,1,0.00%,4,0:04:36,0.00%,0,$0.00 
New York,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Bethel Park,(direct),1,1,1,0.00%,2,0:01:32,0.00%,0,$0.00 
Blue Bell,myubc.org,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Harleysville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,2,50.00%,3,0:01:53,0.00%,0,$0.00 
Philadelphia,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Anderson,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Clover,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,google,1,0,1,0.00%,3,0:02:11,0.00%,0,$0.00 
Myrtle Beach,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,myubc.org,1,0,2,50.00%,2,0:03:36,0.00%,0,$0.00 
Charlottesville,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,google,1,0,1,0.00%,7,0:20:12,0.00%,0,$0.00 
Norfolk,(direct),1,0,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Norfolk,google,1,0,2,50.00%,2.5,0:15:36,0.00%,0,$0.00 
Virgilina,google,1,1,3,66.67%,1.67,0:00:07,0.00%,0,$0.00 
Virgilina,myubc.org,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,google,1,1,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Virginia Beach,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,google,1,0,1,0.00%,2,0:16:40,0.00%,0,$0.00 
,,449,171,587,53.83%,2.1,0:02:59,0.00%,0,$0.00 
