# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181021-20181021,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,73,27,93,66.67%,1.72,0:03:07,0.00%,0,$0.00 
Durham,myubc.org,64,25,85,23.53%,2.66,0:03:04,0.00%,0,$0.00 
Durham,(direct),40,17,54,64.81%,1.67,0:03:00,0.00%,0,$0.00 
Raleigh,google,17,5,28,82.14%,2.75,0:02:51,0.00%,0,$0.00 
Charlotte,myubc.org,16,5,18,11.11%,3.11,0:05:03,0.00%,0,$0.00 
Charlotte,google,14,7,21,76.19%,1.33,0:01:59,0.00%,0,$0.00 
Raleigh,(direct),13,5,16,81.25%,1.81,0:00:57,0.00%,0,$0.00 
Raleigh,myubc.org,13,5,15,53.33%,1.93,0:00:54,0.00%,0,$0.00 
Durham,bing,11,2,17,64.71%,2.47,0:01:06,0.00%,0,$0.00 
Franklin,(direct),9,5,12,58.33%,1.5,0:02:02,0.00%,0,$0.00 
Atlanta,google,8,4,10,50.00%,1.5,0:04:03,0.00%,0,$0.00 
Franklin,myubc.org,8,4,10,20.00%,2.4,0:00:23,0.00%,0,$0.00 
Charlotte,(direct),6,2,7,28.57%,2.14,0:03:05,0.00%,0,$0.00 
Durham,yahoo,6,1,12,75.00%,2.25,0:01:59,0.00%,0,$0.00 
Franklin,google,5,3,5,60.00%,1.4,0:05:18,0.00%,0,$0.00 
(not set),(direct),4,2,5,80.00%,1.4,0:04:40,0.00%,0,$0.00 
Atlanta,myubc.org,4,2,5,60.00%,1.4,0:00:05,0.00%,0,$0.00 
Chapel Hill,myubc.org,4,1,4,0.00%,2.75,0:01:17,0.00%,0,$0.00 
Winston-Salem,google,4,0,4,75.00%,1.25,0:05:54,0.00%,0,$0.00 
Cary,myubc.org,3,2,5,0.00%,2,0:00:07,0.00%,0,$0.00 
Creedmoor,google,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,bing,3,1,8,75.00%,1.62,0:09:27,0.00%,0,$0.00 
