# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180826-20180826,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Greensboro,google,2,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,myubc.org,2,2,3,33.33%,2,0:00:54,0.00%,0,$0.00 
Hillsborough,google,2,1,3,33.33%,2.33,0:01:19,0.00%,0,$0.00 
Huntersville,google,2,2,2,50.00%,1.5,0:01:20,0.00%,0,$0.00 
Mebane,google,2,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,bing,2,0,3,66.67%,3.67,0:16:51,0.00%,0,$0.00 
Wake Forest,google,2,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,2,2,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Wake Forest,myubc.org,2,1,3,33.33%,2,0:05:48,0.00%,0,$0.00 
Wilmington,myubc.org,2,1,3,33.33%,5.33,0:05:40,0.00%,0,$0.00 
New York,google,2,1,3,66.67%,1.33,0:03:08,0.00%,0,$0.00 
New York,m.facebook.com,2,2,2,50.00%,2,0:00:22,0.00%,0,$0.00 
Blythewood,(direct),2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,(direct),2,1,2,50.00%,4,0:06:07,0.00%,0,$0.00 
Virginia Beach,(direct),2,1,2,50.00%,2,0:01:31,0.00%,0,$0.00 
Virginia Beach,google,2,0,2,0.00%,3.5,0:04:21,0.00%,0,$0.00 
Virginia Beach,myubc.org,2,0,2,0.00%,3,0:05:02,0.00%,0,$0.00 
Miramar,bing,2,2,3,66.67%,1.33,0:01:24,0.00%,0,$0.00 
(not set),myubc.org,1,0,1,0.00%,17,0:24:55,0.00%,0,$0.00 
Corona,myubc.org,1,0,1,0.00%,6,0:06:43,0.00%,0,$0.00 
Norwalk,yahoo,1,0,2,50.00%,2.5,0:11:52,0.00%,0,$0.00 
Miami,myubc.org,1,1,2,0.00%,3.5,0:01:34,0.00%,0,$0.00 
Tampa,m.facebook.com,1,1,1,0.00%,3,0:01:55,0.00%,0,$0.00 
Atlanta,cvriskcalculator.com,1,0,3,33.33%,1.67,0:00:14,0.00%,0,$0.00 
Atlanta,yahoo,1,0,1,0.00%,8,0:07:44,0.00%,0,$0.00 
McDonough,(direct),1,0,2,50.00%,2.5,0:08:00,0.00%,0,$0.00 
Indianapolis,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kokomo,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Emporia,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Louisville,myubc.org,1,1,1,0.00%,6,0:16:14,0.00%,0,$0.00 
Elkridge,myubc.org,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Salisbury,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kansas City,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Angier,myubc.org,1,0,1,0.00%,4,0:01:27,0.00%,0,$0.00 
Apex,myubc.org,1,0,1,0.00%,5,0:02:07,0.00%,0,$0.00 
Bailey,myubc.org,1,1,1,0.00%,9,0:10:54,0.00%,0,$0.00 
Benson,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Benson,myubc.org,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Boone,myubc.org,1,1,2,50.00%,2.5,0:01:38,0.00%,0,$0.00 
Buies Creek,(direct),1,1,1,0.00%,3,0:17:37,0.00%,0,$0.00 
Burnsville,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,0.00%,3,0:04:17,0.00%,0,$0.00 
Cary,(direct),1,0,1,0.00%,2,0:08:31,0.00%,0,$0.00 
Cary,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,1,0,3,33.33%,4,0:09:20,0.00%,0,$0.00 
Charlotte,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,1,0.00%,4,0:05:35,0.00%,0,$0.00 
Durham,dnserrorassist.att.net,1,0,2,50.00%,1.5,0:00:10,0.00%,0,$0.00 
Farmville,m.facebook.com,1,1,1,0.00%,3,0:00:35,0.00%,0,$0.00 
Fayetteville,google,1,0,2,50.00%,3,0:03:03,0.00%,0,$0.00 
Fayetteville,myubc.org,1,1,1,0.00%,5,0:29:41,0.00%,0,$0.00 
Franklin,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,google,1,1,1,0.00%,12,0:13:45,0.00%,0,$0.00 
High Point,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,myubc.org,1,0,1,0.00%,3,0:14:42,0.00%,0,$0.00 
Hillsborough,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntersville,myubc.org,1,1,1,0.00%,3,0:02:16,0.00%,0,$0.00 
Kinston,(direct),1,0,2,50.00%,3.5,0:11:07,0.00%,0,$0.00 
Kinston,myubc.org,1,0,1,0.00%,4,0:06:47,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Marion,google,1,0,2,50.00%,2,0:00:29,0.00%,0,$0.00 
Mebane,bing,1,1,1,0.00%,2,0:05:28,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,3,0:19:09,0.00%,0,$0.00 
Raleigh,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reidsville,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,google,1,0,1,0.00%,6,0:03:21,0.00%,0,$0.00 
Roxboro,myubc.org,1,0,3,33.33%,6.67,0:28:39,0.00%,0,$0.00 
Siler City,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,myubc.org,1,0,1,0.00%,8,0:19:07,0.00%,0,$0.00 
Swannanoa,yahoo,1,0,2,50.00%,1.5,0:00:15,0.00%,0,$0.00 
Swansboro,myubc.org,1,1,1,0.00%,3,0:00:25,0.00%,0,$0.00 
Sylva,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Cherry Hill,(direct),1,0,1,0.00%,3,0:11:29,0.00%,0,$0.00 
Mount Laurel,(direct),1,0,2,50.00%,3.5,0:17:13,0.00%,0,$0.00 
Newark,google,1,0,2,50.00%,4.5,0:09:23,0.00%,0,$0.00 
Newark,myubc.org,1,0,1,0.00%,7,0:09:20,0.00%,0,$0.00 
New York,myubc.org,1,0,3,0.00%,3,0:01:16,0.00%,0,$0.00 
Newburgh,google,1,0,3,66.67%,1.33,0:00:02,0.00%,0,$0.00 
Philadelphia,(direct),1,0,2,0.00%,2,0:12:29,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,myubc.org,1,1,1,0.00%,7,0:01:03,0.00%,0,$0.00 
Conway,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,bing,1,1,1,0.00%,4,0:13:48,0.00%,0,$0.00 
Myrtle Beach,myubc.org,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Chattanooga,myubc.org,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Knoxville,(direct),1,0,1,0.00%,3,0:00:46,0.00%,0,$0.00 
Nashville,(direct),1,1,3,33.33%,4,0:13:14,0.00%,0,$0.00 
Fort Worth,(direct),1,1,1,0.00%,4,0:25:28,0.00%,0,$0.00 
Fort Worth,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rosenberg,myubc.org,1,1,1,0.00%,4,0:01:24,0.00%,0,$0.00 
Waco,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chantilly,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Colonial Heights,(direct),1,0,1,0.00%,12,0:32:09,0.00%,0,$0.00 
Reston,myubc.org,1,0,2,50.00%,1.5,0:00:01,0.00%,0,$0.00 
Richmond,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,myubc.org,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Dale City,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,(direct),1,0,3,0.00%,4,0:10:13,0.00%,0,$0.00 
Friendly,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Holden Beach,(direct),1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
North Plainfield,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saxapahaw,(direct),1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Spokane Valley,(direct),1,0,1,0.00%,2,0:09:53,0.00%,0,$0.00 
Saint Charles,myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
West Springfield,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,471,215,600,44.33%,2.74,0:05:08,0.00%,0,$0.00 
