# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181209-20181209,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,myubc.org,32,16,40,20.00%,2.55,0:02:41,0.00%,0,$0.00 
Durham,google,27,9,31,54.84%,1.9,0:01:59,0.00%,0,$0.00 
Charlotte,google,10,6,13,69.23%,1.54,0:01:26,0.00%,0,$0.00 
Durham,(direct),8,1,8,50.00%,2,0:03:29,0.00%,0,$0.00 
Durham,bing,8,3,11,45.45%,1.73,0:02:53,0.00%,0,$0.00 
Charlotte,myubc.org,7,2,7,0.00%,2.57,0:03:26,0.00%,0,$0.00 
Raleigh,myubc.org,7,1,8,12.50%,3.12,0:05:16,0.00%,0,$0.00 
Raleigh,google,5,0,9,77.78%,1.33,0:01:32,0.00%,0,$0.00 
Chapel Hill,(direct),3,2,4,50.00%,1.5,0:00:15,0.00%,0,$0.00 
Chapel Hill,myubc.org,3,1,3,33.33%,2.67,0:03:14,0.00%,0,$0.00 
Durham,m.facebook.com,3,3,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,google,3,1,4,50.00%,3.25,0:02:39,0.00%,0,$0.00 
Smithfield,google,3,1,4,75.00%,1.25,0:00:06,0.00%,0,$0.00 
Apex,myubc.org,2,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Charlotte,(direct),2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,myubc.org,2,2,2,0.00%,2.5,0:01:27,0.00%,0,$0.00 
Greensboro,myubc.org,2,1,3,33.33%,1.67,0:00:05,0.00%,0,$0.00 
New York,google,2,1,2,50.00%,2,0:00:29,0.00%,0,$0.00 
London,l.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Daphne,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Daphne,myubc.org,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Atlanta,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,myubc.org,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Marietta,myubc.org,1,0,3,0.00%,3,0:00:46,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Emporia,google,1,0,1,0.00%,3,0:00:15,0.00%,0,$0.00 
Mayfield,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Detroit,google,1,1,1,0.00%,2,0:01:11,0.00%,0,$0.00 
Black Mountain,yahoo,1,0,2,0.00%,2,0:09:20,0.00%,0,$0.00 
Burlington,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,google,1,0,1,0.00%,3,0:34:16,0.00%,0,$0.00 
Cary,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,myubc.org,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Chapel Hill,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Durham,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,(direct),1,1,1,0.00%,3,0:28:53,0.00%,0,$0.00 
Hillsborough,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,google,1,0,2,50.00%,1.5,0:00:36,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,2,50.00%,1.5,0:00:16,0.00%,0,$0.00 
Mebane,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,myubc.org,1,0,3,33.33%,1.67,0:00:03,0.00%,0,$0.00 
Mocksville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,(direct),1,0,2,50.00%,2.5,0:18:53,0.00%,0,$0.00 
Rocky Mount,(direct),1,1,1,0.00%,2,0:02:12,0.00%,0,$0.00 
Smithfield,myubc.org,1,0,1,0.00%,5,0:02:42,0.00%,0,$0.00 
Sylva,myubc.org,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Wake Forest,(direct),1,1,2,0.00%,6,0:02:10,0.00%,0,$0.00 
Wake Forest,google,1,1,1,0.00%,5,0:02:24,0.00%,0,$0.00 
Wake Forest,myubc.org,1,0,1,0.00%,5,0:31:16,0.00%,0,$0.00 
Welcome,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Whitsett,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Youngstown,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
El Paso,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,myubc.org,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Charlottesville,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sterling,yahoo,1,0,1,0.00%,2,0:18:05,0.00%,0,$0.00 
Virginia Beach,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forest Acres,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Grove,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,181,70,221,47.06%,2,0:02:26,0.00%,0,$0.00 
