# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181118-20181118,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Atlanta,tablet,1,1,2,50.00%,1.5,0:00:19,0.00%,0,$0.00 
Carrollton,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Chicago,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Catonsville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Asheville,mobile,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Bailey,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,mobile,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Candler,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,1,1,1,0.00%,2,0:02:14,0.00%,0,$0.00 
Chapel Hill,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,desktop,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Clayton,mobile,1,0,2,50.00%,2,0:07:18,0.00%,0,$0.00 
Creedmoor,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Creedmoor,mobile,1,0,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Creedmoor,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,mobile,1,0,1,0.00%,3,0:29:49,0.00%,0,$0.00 
Graham,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,tablet,1,0,4,0.00%,4,0:07:55,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Leland,mobile,1,0,3,66.67%,1.33,0:03:04,0.00%,0,$0.00 
Marion,desktop,1,0,3,66.67%,1.33,0:04:36,0.00%,0,$0.00 
Mebane,desktop,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Mocksville,desktop,1,0,2,0.00%,2,0:00:13,0.00%,0,$0.00 
Oxford,mobile,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Siler City,desktop,1,1,1,0.00%,8,0:05:00,0.00%,0,$0.00 
Swannanoa,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,tablet,1,0,2,0.00%,2,0:00:04,0.00%,0,$0.00 
Weaverville,desktop,1,0,1,0.00%,3,0:03:41,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,0,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 
Wilmington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jackson,tablet,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
New York,tablet,1,1,2,0.00%,2.5,0:01:55,0.00%,0,$0.00 
Newburgh,tablet,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Bethel Park,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,0.00%,2,0:01:20,0.00%,0,$0.00 
Blythewood,mobile,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,desktop,1,1,1,0.00%,19,0:13:19,0.00%,0,$0.00 
Clemson,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,tablet,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Kingstree,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Nashville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,desktop,1,1,1,0.00%,3,0:01:53,0.00%,0,$0.00 
Norfolk,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,tablet,1,0,1,0.00%,3,0:02:04,0.00%,0,$0.00 
Madison,mobile,1,1,1,0.00%,4,0:13:55,0.00%,0,$0.00 
Friendly,mobile,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Sandy Springs,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,388,127,512,50.20%,2.14,0:02:39,0.00%,0,$0.00 
