# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181202-20181202,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Chapel Hill,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Elizabeth City,1,1,2,0.00%,3,0:16:22,0.00%,0,$0.00 
Fayetteville,1,0,3,0.00%,4.33,0:02:47,0.00%,0,$0.00 
Graham,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,1,0,2,50.00%,2.5,0:12:07,0.00%,0,$0.00 
Hope Mills,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mars Hill,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Oxford,1,0,2,50.00%,8.5,0:18:50,0.00%,0,$0.00 
Rockingham,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Roxboro,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jersey City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dublin,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Youngstown,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Portland,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,1,0,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Charleston,1,1,3,33.33%,6.33,0:10:42,0.00%,0,$0.00 
Dallas,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Fort Worth,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Longview,1,0,2,50.00%,1.5,0:01:07,0.00%,0,$0.00 
Waco,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,1,0,1,0.00%,14,0:48:54,0.00%,0,$0.00 
Spotsylvania Courthouse,1,1,2,50.00%,1.5,0:00:07,0.00%,0,$0.00 
Fairmont,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,1,0,1,0.00%,3,0:21:05,0.00%,0,$0.00 
Sandy Springs,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saint Charles,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
,386,147,545,45.69%,2.58,0:03:33,0.00%,0,$0.00 
