# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180923-20180923,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,mobile,82,34,113,44.25%,2.68,0:05:18,0.00%,0,$0.00 
Durham,desktop,61,26,86,43.02%,2.33,0:04:06,0.00%,0,$0.00 
Charlotte,mobile,39,17,64,46.88%,2.27,0:03:18,0.00%,0,$0.00 
Durham,tablet,36,10,48,50.00%,2.42,0:03:41,0.00%,0,$0.00 
Raleigh,mobile,18,7,21,76.19%,1.71,0:01:12,0.00%,0,$0.00 
Atlanta,mobile,8,3,11,63.64%,2.36,0:08:11,0.00%,0,$0.00 
Franklin,mobile,7,5,10,50.00%,3.2,0:04:10,0.00%,0,$0.00 
Cary,mobile,6,3,7,14.29%,5,0:04:51,0.00%,0,$0.00 
Franklin,desktop,6,3,8,50.00%,1.88,0:03:15,0.00%,0,$0.00 
Washington,mobile,4,2,4,25.00%,6.5,0:02:03,0.00%,0,$0.00 
Cary,desktop,4,0,4,50.00%,3,0:11:53,0.00%,0,$0.00 
Mebane,mobile,4,3,5,60.00%,1.4,0:00:05,0.00%,0,$0.00 
Raleigh,tablet,4,0,4,50.00%,2,0:07:55,0.00%,0,$0.00 
Norfolk,mobile,4,3,4,25.00%,1.75,0:00:05,0.00%,0,$0.00 
Charlotte,tablet,3,1,4,50.00%,2.25,0:09:06,0.00%,0,$0.00 
Greensboro,mobile,3,2,4,25.00%,2.25,0:05:44,0.00%,0,$0.00 
Hillsborough,desktop,3,3,5,60.00%,1.4,0:03:03,0.00%,0,$0.00 
Mebane,desktop,3,2,6,16.67%,3,0:04:19,0.00%,0,$0.00 
Raleigh,desktop,3,0,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 
Mount Laurel,mobile,3,2,9,44.44%,3.89,0:05:08,0.00%,0,$0.00 
Fairport,mobile,3,3,4,75.00%,1.5,0:00:10,0.00%,0,$0.00 
Virginia Beach,mobile,3,0,5,40.00%,2.4,0:07:37,0.00%,0,$0.00 
Seattle,mobile,3,0,3,66.67%,1.33,0:00:38,0.00%,0,$0.00 
Washington,desktop,2,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Miami,mobile,2,1,2,50.00%,2,0:12:24,0.00%,0,$0.00 
Cary,tablet,2,1,3,0.00%,2.33,0:06:05,0.00%,0,$0.00 
Charlotte,desktop,2,0,2,0.00%,2,0:12:00,0.00%,0,$0.00 
Creedmoor,tablet,2,1,3,33.33%,3,0:09:44,0.00%,0,$0.00 
Greensboro,desktop,2,1,2,50.00%,2,0:16:03,0.00%,0,$0.00 
Henderson,desktop,2,0,2,50.00%,3.5,0:00:56,0.00%,0,$0.00 
Hillsborough,tablet,2,1,2,0.00%,3.5,0:00:35,0.00%,0,$0.00 
Sylva,desktop,2,1,4,25.00%,3.25,0:03:03,0.00%,0,$0.00 
Sylva,mobile,2,0,2,0.00%,3,0:00:57,0.00%,0,$0.00 
Wake Forest,tablet,2,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Harrison,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,mobile,2,0,5,40.00%,2.6,0:01:52,0.00%,0,$0.00 
New York,tablet,2,1,6,66.67%,1.83,0:00:41,0.00%,0,$0.00 
(not set),desktop,1,0,1,0.00%,3,0:22:09,0.00%,0,$0.00 
(not set),mobile,1,1,2,0.00%,2.5,0:10:58,0.00%,0,$0.00 
Surprise,tablet,1,1,1,0.00%,6,0:02:58,0.00%,0,$0.00 
San Diego,mobile,1,0,1,0.00%,3,0:14:58,0.00%,0,$0.00 
Washington,tablet,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Merritt Island,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panama City,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winter Haven,tablet,1,1,2,0.00%,3.5,0:02:29,0.00%,0,$0.00 
Kennesaw,desktop,1,0,3,0.00%,4.33,0:23:53,0.00%,0,$0.00 
Smyrna,mobile,1,1,1,0.00%,3,0:00:38,0.00%,0,$0.00 
Chicago,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
West Lafayette,tablet,1,1,1,0.00%,2,0:00:59,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 
Branson,mobile,1,1,6,66.67%,2.5,0:01:59,0.00%,0,$0.00 
Kansas City,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
St. Louis,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,desktop,1,0,4,25.00%,3.25,0:09:15,0.00%,0,$0.00 
Chapel Hill,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,mobile,1,1,3,66.67%,2.33,0:02:47,0.00%,0,$0.00 
Cherokee,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,desktop,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Creedmoor,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,tablet,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 
Graham,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,desktop,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Greenville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Kernersville,mobile,1,1,1,0.00%,2,0:02:39,0.00%,0,$0.00 
Kill Devil Hills,mobile,1,0,1,0.00%,5,0:27:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,4,0:30:11,0.00%,0,$0.00 
Mars Hill,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,tablet,1,0,1,0.00%,3,0:01:53,0.00%,0,$0.00 
Ocean Isle Beach,mobile,1,0,1,0.00%,3,0:08:41,0.00%,0,$0.00 
Oxford,mobile,1,0,2,50.00%,1.5,0:00:16,0.00%,0,$0.00 
Williamston,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,mobile,1,0,1,0.00%,3,0:18:02,0.00%,0,$0.00 
Wilmington,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,desktop,1,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Newburgh,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,tablet,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Oklahoma City,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ligonier,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mountville,tablet,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,mobile,1,1,1,0.00%,3,0:06:12,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,desktop,1,0,1,0.00%,2,0:02:48,0.00%,0,$0.00 
Clarksville,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Gatlinburg,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Austin,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrollton,mobile,1,0,1,0.00%,9,0:17:37,0.00%,0,$0.00 
Dallas,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blacksburg,tablet,1,0,2,50.00%,1.5,0:04:34,0.00%,0,$0.00 
Gloucester County,mobile,1,0,2,50.00%,2,0:05:29,0.00%,0,$0.00 
Norfolk,tablet,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
North Druid Hills,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Okaloosa Island,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,mobile,1,1,2,0.00%,3.5,0:01:52,0.00%,0,$0.00 
Tysons,mobile,1,1,2,50.00%,2.5,0:03:33,0.00%,0,$0.00 
,,403,167,559,46.69%,2.43,0:04:11,0.00%,0,$0.00 
