# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181230-20181230,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Hyattsville,myubc.org,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Suitland-Silver Hill,myubc.org,1,0,3,66.67%,2,0:06:57,0.00%,0,$0.00 
Upper Marlboro,google,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Black Mountain,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brasstown,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,myubc.org,1,1,1,0.00%,3,0:03:36,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,(direct),1,1,1,0.00%,4,0:01:02,0.00%,0,$0.00 
Cary,google,1,0,1,0.00%,3,0:08:08,0.00%,0,$0.00 
Chapel Hill,(direct),1,0,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 
Chapel Hill,myubc.org,1,0,1,0.00%,3,0:04:49,0.00%,0,$0.00 
Clayton,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 
Durham,us.search.yahoo.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,bing,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fuquay Varina,yahoo,1,1,1,0.00%,3,0:01:46,0.00%,0,$0.00 
Greensboro,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,myubc.org,1,0,1,0.00%,4,0:00:55,0.00%,0,$0.00 
Hillsborough,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,bing,1,1,1,0.00%,3,0:08:42,0.00%,0,$0.00 
Jacksonville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
King,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,2,0.00%,3,0:00:27,0.00%,0,$0.00 
Mebane,myubc.org,1,0,2,0.00%,2,0:00:05,0.00%,0,$0.00 
Murphy,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,(direct),1,0,2,50.00%,1.5,0:07:09,0.00%,0,$0.00 
Rockingham,myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Rocky Mount,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,google,1,1,1,0.00%,2,0:28:33,0.00%,0,$0.00 
Wake Forest,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Jackson,myubc.org,1,0,1,0.00%,4,0:01:33,0.00%,0,$0.00 
Rahway,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,(direct),1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Newburgh,google,1,0,2,50.00%,2,0:00:32,0.00%,0,$0.00 
Yukon,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,2,50.00%,2.5,0:00:32,0.00%,0,$0.00 
Charleston,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,google,1,0,1,0.00%,2,0:07:32,0.00%,0,$0.00 
Myrtle Beach,(direct),1,0,1,0.00%,2,0:04:53,0.00%,0,$0.00 
Orangeburg,(direct),1,0,2,50.00%,1.5,0:08:32,0.00%,0,$0.00 
Nashville,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,(direct),1,0,1,0.00%,2,0:03:04,0.00%,0,$0.00 
Newport News,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Norfolk,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oakton,myubc.org,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Spokane,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forest Acres,yahoo,1,1,2,0.00%,5.5,0:24:17,0.00%,0,$0.00 
Kettering,myubc.org,1,1,1,0.00%,3,0:04:36,0.00%,0,$0.00 
Tega Cay,(direct),1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,434,158,565,45.84%,2.18,0:03:07,0.00%,0,$0.00 
