# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180923-20180923,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018092309,62,30,74,27.03%,3.28,0:07:24,0.00%,0,$0.00 
Durham,2018092310,36,6,26,46.15%,2.96,0:02:15,0.00%,0,$0.00 
Durham,2018092311,35,8,38,36.84%,2.37,0:07:04,0.00%,0,$0.00 
Durham,2018092307,27,8,27,48.15%,2.04,0:02:41,0.00%,0,$0.00 
Durham,2018092308,23,2,23,60.87%,1.78,0:02:49,0.00%,0,$0.00 
Durham,2018092312,19,4,17,58.82%,2.88,0:01:44,0.00%,0,$0.00 
Charlotte,2018092309,12,4,18,33.33%,3,0:08:14,0.00%,0,$0.00 
Charlotte,2018092311,11,3,14,50.00%,1.93,0:02:01,0.00%,0,$0.00 
Durham,2018092313,10,4,9,77.78%,1.44,0:00:16,0.00%,0,$0.00 
Charlotte,2018092307,8,4,8,12.50%,2.38,0:08:16,0.00%,0,$0.00 
Charlotte,2018092308,7,1,6,50.00%,2.67,0:03:09,0.00%,0,$0.00 
Charlotte,2018092310,7,1,5,60.00%,2.8,0:00:17,0.00%,0,$0.00 
Durham,2018092317,7,2,5,80.00%,1.8,0:00:45,0.00%,0,$0.00 
Durham,2018092320,6,2,6,66.67%,1.83,0:00:08,0.00%,0,$0.00 
Raleigh,2018092307,6,1,6,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018092309,5,1,5,20.00%,4.2,0:11:12,0.00%,0,$0.00 
Franklin,2018092310,5,3,3,66.67%,2.33,0:00:01,0.00%,0,$0.00 
Raleigh,2018092309,5,3,5,60.00%,1.4,0:05:59,0.00%,0,$0.00 
Raleigh,2018092310,5,1,4,75.00%,1.75,0:01:19,0.00%,0,$0.00 
Cary,2018092311,4,1,4,25.00%,3,0:04:48,0.00%,0,$0.00 
Charlotte,2018092315,4,1,4,50.00%,2,0:00:49,0.00%,0,$0.00 
Charlotte,2018092317,4,1,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 
Durham,2018092316,4,1,3,33.33%,1.67,0:06:25,0.00%,0,$0.00 
Durham,2018092319,4,0,4,75.00%,1.25,0:00:02,0.00%,0,$0.00 
Mebane,2018092309,4,2,5,40.00%,2.6,0:04:50,0.00%,0,$0.00 
Raleigh,2018092308,4,0,4,25.00%,4,0:04:10,0.00%,0,$0.00 
Raleigh,2018092311,4,1,4,50.00%,1.75,0:01:15,0.00%,0,$0.00 
Norfolk,2018092309,4,3,4,25.00%,1.75,0:00:04,0.00%,0,$0.00 
Atlanta,2018092307,3,1,3,33.33%,3.67,0:25:21,0.00%,0,$0.00 
Cary,2018092312,3,2,3,33.33%,5.33,0:02:53,0.00%,0,$0.00 
Charlotte,2018092316,3,2,3,33.33%,1.67,0:00:08,0.00%,0,$0.00 
Durham,2018092314,3,0,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 
Durham,2018092315,3,0,3,66.67%,1.67,0:06:03,0.00%,0,$0.00 
Durham,2018092318,3,1,4,75.00%,1.25,0:00:02,0.00%,0,$0.00 
Franklin,2018092309,3,1,6,16.67%,4.33,0:10:57,0.00%,0,$0.00 
Franklin,2018092311,3,2,4,50.00%,1.5,0:01:02,0.00%,0,$0.00 
Washington,2018092307,2,1,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Washington,2018092308,2,1,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Miami,2018092310,2,1,2,50.00%,2,0:12:24,0.00%,0,$0.00 
Atlanta,2018092308,2,1,1,100.00%,2,0:00:00,0.00%,0,$0.00 
Atlanta,2018092309,2,1,2,0.00%,4,0:07:00,0.00%,0,$0.00 
Atlanta,2018092311,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018092314,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018092312,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018092313,2,1,2,50.00%,1.5,0:00:12,0.00%,0,$0.00 
Charlotte,2018092320,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
