# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180930-20180930,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Mebane,desktop,2,1,3,0.00%,2.67,0:02:43,0.00%,0,$0.00 
Seattle,mobile,2,0,3,33.33%,2.33,0:02:50,0.00%,0,$0.00 
(not set),mobile,1,0,1,0.00%,2,0:25:08,0.00%,0,$0.00 
Washington,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,tablet,1,0,4,75.00%,1.25,0:00:10,0.00%,0,$0.00 
Destin,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kennesaw,desktop,1,0,3,0.00%,2,0:00:06,0.00%,0,$0.00 
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Suitland-Silver Hill,mobile,1,1,2,50.00%,2.5,0:08:58,0.00%,0,$0.00 
Apex,desktop,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 
Apex,tablet,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Black Mountain,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,tablet,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Cashiers,desktop,1,0,4,75.00%,1.5,0:00:10,0.00%,0,$0.00 
Concord,mobile,1,0,2,0.00%,4,0:05:18,0.00%,0,$0.00 
Cornelius,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,desktop,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Fayetteville,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Greenville,desktop,1,1,2,50.00%,1.5,0:13:43,0.00%,0,$0.00 
Greenville,mobile,1,1,1,0.00%,2,0:01:15,0.00%,0,$0.00 
Henderson,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Hillsborough,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Knightdale,mobile,1,1,1,0.00%,3,0:00:33,0.00%,0,$0.00 
Laurinburg,mobile,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 
Morrisville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ocean Isle Beach,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,mobile,1,0,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Pittsboro,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rocky Mount,mobile,1,1,2,50.00%,2.5,0:04:59,0.00%,0,$0.00 
Roxboro,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smithfield,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spring Hope,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,mobile,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Wake Forest,tablet,1,0,3,33.33%,2,0:01:11,0.00%,0,$0.00 
Whiteville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whittier,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,desktop,1,0,1,0.00%,2,0:11:29,0.00%,0,$0.00 
Wilmington,desktop,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Harrison,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,50.00%,2.5,0:10:07,0.00%,0,$0.00 
Sound Beach,mobile,1,1,1,0.00%,3,0:01:49,0.00%,0,$0.00 
Cincinnati,tablet,1,0,1,0.00%,3,0:01:55,0.00%,0,$0.00 
Philadelphia,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Mount Pleasant,tablet,1,1,1,0.00%,5,0:34:58,0.00%,0,$0.00 
North Charleston,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Austin,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Austin,mobile,1,1,2,0.00%,3,0:06:10,0.00%,0,$0.00 
Dallas,mobile,1,0,1,0.00%,2,0:07:00,0.00%,0,$0.00 
Houston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Plano,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chester,mobile,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 
Norfolk,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,tablet,1,0,3,66.67%,1.33,0:00:01,0.00%,0,$0.00 
Virginia Beach,mobile,1,1,1,0.00%,2,0:14:21,0.00%,0,$0.00 
Huntington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,mobile,1,0,1,0.00%,4,0:05:09,0.00%,0,$0.00 
Fearrington,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
North Druid Hills,mobile,1,0,1,0.00%,3,0:01:18,0.00%,0,$0.00 
Panthersville,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Woodfin,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,409,169,541,47.50%,2.24,0:03:46,0.00%,0,$0.00 
