# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181028-20181028,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018102814,4,1,4,75.00%,3.75,0:03:58,0.00%,0,$0.00 
Durham,2018102816,4,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102807,4,0,4,75.00%,2,0:07:25,0.00%,0,$0.00 
Franklin,2018102808,4,0,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 
Franklin,2018102809,4,0,4,50.00%,1.5,0:00:09,0.00%,0,$0.00 
Franklin,2018102810,4,0,4,50.00%,2,0:13:41,0.00%,0,$0.00 
Raleigh,2018102807,4,1,4,75.00%,1.75,0:00:34,0.00%,0,$0.00 
Raleigh,2018102812,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018102808,3,0,2,50.00%,8,0:13:09,0.00%,0,$0.00 
Charlotte,2018102813,3,0,3,33.33%,1.67,0:08:23,0.00%,0,$0.00 
Charlotte,2018102816,3,2,3,66.67%,1.33,0:00:53,0.00%,0,$0.00 
Durham,2018102817,3,1,3,66.67%,1.33,0:00:15,0.00%,0,$0.00 
Durham,2018102822,3,0,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 
Raleigh,2018102817,3,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102820,3,1,3,33.33%,1.67,0:03:08,0.00%,0,$0.00 
North Decatur,2018102809,3,3,3,33.33%,2.67,0:01:21,0.00%,0,$0.00 
Atlanta,2018102809,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102813,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102816,2,1,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 
Chicago,2018102810,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,2018102807,2,2,2,0.00%,2,0:08:22,0.00%,0,$0.00 
Chapel Hill,2018102807,2,0,2,50.00%,4.5,0:29:18,0.00%,0,$0.00 
Chapel Hill,2018102809,2,0,1,0.00%,11,0:15:55,0.00%,0,$0.00 
Chapel Hill,2018102810,2,1,2,50.00%,2.5,0:04:22,0.00%,0,$0.00 
Chapel Hill,2018102813,2,0,2,0.00%,3,0:23:26,0.00%,0,$0.00 
Charlotte,2018102819,2,1,2,0.00%,2,0:14:05,0.00%,0,$0.00 
Durham,2018102806,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018102815,2,1,2,50.00%,2.5,0:04:02,0.00%,0,$0.00 
Durham,2018102818,2,0,2,50.00%,1.5,0:01:04,0.00%,0,$0.00 
Durham,2018102819,2,0,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 
Mebane,2018102811,2,0,2,0.00%,3.5,0:01:36,0.00%,0,$0.00 
Raleigh,2018102813,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102819,2,1,2,50.00%,1.5,0:00:19,0.00%,0,$0.00 
Roanoke Rapids,2018102811,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018102812,2,2,2,50.00%,3,0:00:36,0.00%,0,$0.00 
Philadelphia,2018102810,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2018102809,2,1,2,0.00%,5.5,0:01:53,0.00%,0,$0.00 
Roanoke,2018102821,2,2,2,50.00%,1.5,0:01:08,0.00%,0,$0.00 
Virginia Beach,2018102808,2,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Virginia Beach,2018102809,2,0,2,0.00%,4.5,0:07:26,0.00%,0,$0.00 
(not set),2018102807,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018102811,1,1,1,0.00%,2,0:03:19,0.00%,0,$0.00 
(not set),2018102820,1,0,1,0.00%,4,0:02:06,0.00%,0,$0.00 
(not set),2018102823,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Birmingham,2018102807,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fairhope,2018102809,1,1,1,0.00%,3,0:07:18,0.00%,0,$0.00 
Corona,2018102823,1,0,1,0.00%,2,0:28:15,0.00%,0,$0.00 
Boulder,2018102812,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018102801,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018102809,1,0,1,0.00%,2,0:01:36,0.00%,0,$0.00 
Washington,2018102821,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,2018102815,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,2018102810,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Athens,2018102809,1,0,3,33.33%,3.33,0:10:53,0.00%,0,$0.00 
Athens,2018102810,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Athens,2018102811,1,0,2,0.00%,4.5,0:02:47,0.00%,0,$0.00 
Atlanta,2018102807,1,0,1,0.00%,4,0:08:51,0.00%,0,$0.00 
Atlanta,2018102808,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018102811,1,1,1,0.00%,4,0:01:59,0.00%,0,$0.00 
Atlanta,2018102814,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kennesaw,2018102809,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Loganville,2018102807,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Loganville,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Riverdale,2018102812,1,1,1,0.00%,3,0:02:43,0.00%,0,$0.00 
Boston,2018102813,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Elkridge,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Elkridge,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,2018102812,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Kansas City,2018102810,1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 
Apex,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,2018102808,1,0,1,0.00%,3,0:28:22,0.00%,0,$0.00 
Cary,2018102807,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Cary,2018102808,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018102811,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018102812,1,1,1,0.00%,6,0:03:46,0.00%,0,$0.00 
Chapel Hill,2018102811,1,0,1,0.00%,4,0:13:05,0.00%,0,$0.00 
Chapel Hill,2018102816,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018102821,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018102814,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Charlotte,2018102818,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018102820,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Charlotte,2018102821,1,1,1,0.00%,3,0:03:34,0.00%,0,$0.00 
Creedmoor,2018102807,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Creedmoor,2018102810,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018102811,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018102821,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018102801,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018102821,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,2018102810,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Elm City,2018102811,1,1,1,0.00%,11,0:12:12,0.00%,0,$0.00 
Franklin,2018102812,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018102813,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102815,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018102819,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Garner,2018102810,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,2018102812,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018102807,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018102811,1,0,1,0.00%,4,0:03:43,0.00%,0,$0.00 
Greensboro,2018102812,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018102813,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018102815,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018102812,1,0,3,33.33%,3.33,0:00:28,0.00%,0,$0.00 
Hillsborough,2018102813,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018102816,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Mebane,2018102807,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Mebane,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018102810,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Oxford,2018102807,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Oxford,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102816,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018102821,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Shelby,2018102811,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018102811,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018102803,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018102807,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018102810,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,2018102814,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,2018102811,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,2018102817,1,0,1,0.00%,5,0:03:06,0.00%,0,$0.00 
Whittier,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018102801,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018102814,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018102810,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Winston-Salem,2018102811,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Winston-Salem,2018102816,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Zebulon,2018102812,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,2018102809,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Totowa,2018102810,1,0,1,0.00%,13,0:29:17,0.00%,0,$0.00 
New York,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Peekskill,2018102804,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Peekskill,2018102806,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Peekskill,2018102808,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Poughkeepsie,2018102813,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Poughkeepsie,2018102815,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
White Plains,2018102806,1,1,3,66.67%,1.67,0:00:18,0.00%,0,$0.00 
White Plains,2018102807,1,0,1,0.00%,5,0:08:04,0.00%,0,$0.00 
Columbus,2018102808,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reynoldsburg,2018102808,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oklahoma City,2018102812,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blue Bell,2018102809,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Philadelphia,2018102807,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018102815,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018102809,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spartanburg,2018102809,1,1,1,0.00%,2,0:20:35,0.00%,0,$0.00 
Spartanburg,2018102810,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Houston,2018102813,1,1,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Arlington,2018102811,1,0,1,0.00%,5,0:03:07,0.00%,0,$0.00 
Arlington,2018102814,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Danville,2018102814,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,2018102809,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Leesburg,2018102811,1,1,1,0.00%,2,0:00:35,0.00%,0,$0.00 
Leesburg,2018102812,1,0,1,0.00%,3,0:00:40,0.00%,0,$0.00 
Norfolk,2018102810,1,0,1,0.00%,6,0:05:00,0.00%,0,$0.00 
Norfolk,2018102811,1,1,2,50.00%,2,0:00:14,0.00%,0,$0.00 
Virginia Beach,2018102807,1,0,1,0.00%,6,0:09:21,0.00%,0,$0.00 
Williamsburg,2018102820,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dock Junction,2018102811,1,0,1,0.00%,3,0:23:59,0.00%,0,$0.00 
Irondale,2018102814,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Irondale,2018102816,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Decatur,2018102810,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
North Druid Hills,2018102807,1,0,1,0.00%,3,0:12:58,0.00%,0,$0.00 
North Druid Hills,2018102808,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,2018102816,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,2018102813,1,0,1,0.00%,4,0:29:33,0.00%,0,$0.00 
Potomac Falls,2018102811,1,0,1,0.00%,2,0:36:55,0.00%,0,$0.00 
Potomac Falls,2018102812,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
,,545,147,546,53.11%,2.16,0:03:35,0.00%,0,$0.00 
