# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181014-20181014,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,myubc.org,71,27,88,25.00%,3,0:04:32,0.00%,0,$0.00 
Durham,google,64,22,78,62.82%,1.78,0:02:46,0.00%,0,$0.00 
Durham,(direct),50,27,62,59.68%,1.9,0:03:08,0.00%,0,$0.00 
Charlotte,(direct),16,6,19,63.16%,1.95,0:04:32,0.00%,0,$0.00 
Charlotte,google,16,10,19,78.95%,1.37,0:01:11,0.00%,0,$0.00 
Raleigh,google,14,8,16,62.50%,1.44,0:03:36,0.00%,0,$0.00 
Durham,bing,10,3,13,84.62%,1.54,0:02:21,0.00%,0,$0.00 
Charlotte,myubc.org,8,1,13,15.38%,3.23,0:04:19,0.00%,0,$0.00 
Raleigh,myubc.org,8,4,13,38.46%,2.92,0:06:12,0.00%,0,$0.00 
Atlanta,myubc.org,7,5,8,12.50%,3.25,0:04:51,0.00%,0,$0.00 
Durham,yahoo,6,3,7,57.14%,2.43,0:02:18,0.00%,0,$0.00 
Franklin,myubc.org,6,4,6,16.67%,2,0:01:06,0.00%,0,$0.00 
Cary,myubc.org,5,2,9,22.22%,2.44,0:02:14,0.00%,0,$0.00 
Chapel Hill,google,5,1,5,80.00%,1.4,0:05:14,0.00%,0,$0.00 
Atlanta,(direct),4,3,4,50.00%,1.5,0:04:16,0.00%,0,$0.00 
Chapel Hill,myubc.org,4,0,7,0.00%,2.14,0:04:35,0.00%,0,$0.00 
Creedmoor,google,4,1,5,40.00%,2.4,0:07:59,0.00%,0,$0.00 
Franklin,(direct),4,2,5,80.00%,1.2,0:00:08,0.00%,0,$0.00 
Birmingham,google,3,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,myubc.org,3,2,4,25.00%,2,0:01:14,0.00%,0,$0.00 
Cary,google,3,2,3,33.33%,9.33,0:18:30,0.00%,0,$0.00 
Creedmoor,myubc.org,3,0,4,25.00%,1.75,0:00:08,0.00%,0,$0.00 
