# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180916-20180916,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Kennesaw,myubc.org,1,0,2,0.00%,3,0:14:22,0.00%,0,$0.00 
Marietta,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Overland Park,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Overland Park,myubc.org,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 
Billerica,bing,1,0,1,0.00%,4,0:02:43,0.00%,0,$0.00 
Billerica,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Billerica,myubc.org,1,0,1,0.00%,3,0:00:27,0.00%,0,$0.00 
Springfield,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Kansas City,bing,1,1,1,0.00%,2,0:01:13,0.00%,0,$0.00 
Black Mountain,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,(direct),1,0,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Cashiers,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,1,0,1,0.00%,2,0:28:08,0.00%,0,$0.00 
Charlotte,bing,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Charlotte,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cherokee,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,google,1,1,1,0.00%,2,0:04:42,0.00%,0,$0.00 
Concord,myubc.org,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Creedmoor,(direct),1,1,1,0.00%,2,0:01:25,0.00%,0,$0.00 
Creedmoor,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,google,1,0,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Durham,lm.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,r.search.aol.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,searchencrypt.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,google,1,0,1,0.00%,2,0:02:14,0.00%,0,$0.00 
Franklin,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fort Bragg,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Goldsboro,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,google,1,0,2,50.00%,3,0:02:40,0.00%,0,$0.00 
Greenville,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hayesville,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,(direct),1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hickory,l.facebook.com,1,1,1,0.00%,4,0:02:47,0.00%,0,$0.00 
High Point,myubc.org,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,google,1,1,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Knightdale,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Mars Hill,(direct),1,0,3,33.33%,3,0:04:03,0.00%,0,$0.00 
Mars Hill,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mars Hill,myubc.org,1,0,2,0.00%,2.5,0:02:01,0.00%,0,$0.00 
Mebane,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,yahoo,1,1,1,0.00%,2,0:03:49,0.00%,0,$0.00 
Morrisville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,(direct),1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Pinetown,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,searchencrypt.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,myubc.org,1,1,3,66.67%,1.67,0:01:49,0.00%,0,$0.00 
Roxboro,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,(direct),1,0,1,0.00%,2,0:00:53,0.00%,0,$0.00 
Welcome,myubc.org,1,1,3,33.33%,3,0:01:16,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,1,1,0.00%,2,0:13:27,0.00%,0,$0.00 
Zebulon,google,1,1,1,0.00%,3,0:04:13,0.00%,0,$0.00 
Geneseo,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,google,1,0,2,50.00%,2,0:01:55,0.00%,0,$0.00 
Poughkeepsie,(direct),1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bennettsville,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,(direct),1,0,1,0.00%,2,0:00:35,0.00%,0,$0.00 
Conway,(direct),1,0,1,0.00%,2,0:01:39,0.00%,0,$0.00 
Myrtle Beach,myubc.org,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Carrollton,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Dallas,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fort Worth,mail.yahoo.com,1,1,2,50.00%,1.5,0:03:31,0.00%,0,$0.00 
Houston,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Texarkana,(direct),1,1,1,0.00%,2,0:00:32,0.00%,0,$0.00 
Blacksburg,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,bing,1,0,1,0.00%,3,0:29:53,0.00%,0,$0.00 
Danville,google,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Danville,myubc.org,1,0,1,0.00%,2,0:04:16,0.00%,0,$0.00 
Gloucester County,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newport News,(direct),1,0,1,0.00%,3,0:21:51,0.00%,0,$0.00 
Norfolk,(direct),1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Richmond,myubc.org,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Virginia Beach,lm.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,m.facebook.com,1,0,1,0.00%,4,0:03:44,0.00%,0,$0.00 
Virginia Beach,myubc.org,1,0,1,0.00%,3,0:01:12,0.00%,0,$0.00 
Antigo,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wautoma,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Camp Springs,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,1,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Spokane Valley,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saint Charles,myubc.org,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 
,,713,331,892,49.44%,2.14,0:03:20,0.00%,0,$0.00 
