# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180916-20180916,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,myubc.org,135,63,172,27.33%,2.56,0:02:53,0.00%,0,$0.00 
Durham,google,122,60,152,62.50%,2,0:03:40,0.00%,0,$0.00 
Durham,(direct),78,34,101,61.39%,1.76,0:02:39,0.00%,0,$0.00 
Charlotte,google,24,12,31,45.16%,2.58,0:09:00,0.00%,0,$0.00 
Raleigh,myubc.org,17,8,22,22.73%,5.68,0:11:15,0.00%,0,$0.00 
Raleigh,google,16,7,23,69.57%,1.48,0:02:02,0.00%,0,$0.00 
Charlotte,myubc.org,15,1,20,40.00%,2.75,0:04:18,0.00%,0,$0.00 
Charlotte,(direct),14,8,18,61.11%,2.06,0:05:32,0.00%,0,$0.00 
Raleigh,(direct),13,5,15,66.67%,1.67,0:04:04,0.00%,0,$0.00 
Durham,bing,12,7,15,73.33%,1.47,0:00:43,0.00%,0,$0.00 
Atlanta,google,10,5,13,61.54%,1.62,0:03:15,0.00%,0,$0.00 
Franklin,myubc.org,10,3,11,0.00%,3,0:02:43,0.00%,0,$0.00 
Atlanta,myubc.org,8,2,10,40.00%,2.4,0:06:17,0.00%,0,$0.00 
Durham,yahoo,8,3,9,77.78%,1.22,0:02:36,0.00%,0,$0.00 
Cary,myubc.org,7,4,8,25.00%,1.75,0:00:07,0.00%,0,$0.00 
Winston-Salem,google,7,2,9,55.56%,2.89,0:07:47,0.00%,0,$0.00 
Franklin,google,6,4,8,50.00%,2,0:06:19,0.00%,0,$0.00 
Durham,m.facebook.com,5,4,5,40.00%,2,0:00:15,0.00%,0,$0.00 
Franklin,(direct),5,2,6,66.67%,3,0:04:36,0.00%,0,$0.00 
Mebane,myubc.org,5,2,9,33.33%,1.78,0:01:01,0.00%,0,$0.00 
Winston-Salem,(direct),5,4,7,42.86%,1.86,0:04:05,0.00%,0,$0.00 
Cary,google,4,3,4,75.00%,2.5,0:04:35,0.00%,0,$0.00 
Raleigh,bing,4,2,9,66.67%,1.89,0:02:25,0.00%,0,$0.00 
Wake Forest,google,4,2,4,25.00%,1.75,0:03:23,0.00%,0,$0.00 
Winston-Salem,myubc.org,4,3,5,0.00%,2.4,0:00:14,0.00%,0,$0.00 
Atlanta,(direct),3,1,3,0.00%,3,0:14:41,0.00%,0,$0.00 
High Point,google,3,1,4,75.00%,1.25,0:00:22,0.00%,0,$0.00 
Raleigh,yahoo,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,google,3,2,4,25.00%,2,0:03:19,0.00%,0,$0.00 
Wake Forest,(direct),3,3,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Seattle,myubc.org,3,1,3,33.33%,2,0:00:19,0.00%,0,$0.00 
Washington,google,2,1,2,50.00%,1.5,0:06:12,0.00%,0,$0.00 
Chapel Hill,(direct),2,1,2,50.00%,1.5,0:00:30,0.00%,0,$0.00 
Chapel Hill,myubc.org,2,1,4,0.00%,2,0:00:07,0.00%,0,$0.00 
Chapel Hill,yahoo,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,myubc.org,2,0,3,0.00%,3,0:04:11,0.00%,0,$0.00 
Creedmoor,myubc.org,2,1,3,0.00%,4.33,0:05:47,0.00%,0,$0.00 
Durham,facebook.com,2,1,3,33.33%,1.67,0:00:45,0.00%,0,$0.00 
Greensboro,google,2,0,6,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,myubc.org,2,1,2,50.00%,2,0:02:17,0.00%,0,$0.00 
Hillsborough,(direct),2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,myubc.org,2,2,2,0.00%,2,0:00:09,0.00%,0,$0.00 
Wake Forest,m.facebook.com,2,1,2,50.00%,1.5,0:00:53,0.00%,0,$0.00 
Wake Forest,myubc.org,2,2,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
New York,google,2,1,2,50.00%,1.5,0:01:29,0.00%,0,$0.00 
Greensburg,(direct),2,0,2,50.00%,2.5,0:00:42,0.00%,0,$0.00 
Blythewood,(direct),2,0,4,75.00%,1.25,0:00:18,0.00%,0,$0.00 
Columbia,myubc.org,2,1,2,0.00%,5.5,0:15:43,0.00%,0,$0.00 
Virginia Beach,google,2,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),(direct),1,0,1,0.00%,3,0:05:06,0.00%,0,$0.00 
(not set),myubc.org,1,0,1,0.00%,3,0:01:45,0.00%,0,$0.00 
Iwakuni,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntsville,google,1,0,1,0.00%,2,0:03:23,0.00%,0,$0.00 
Montgomery,myubc.org,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
New Haven,google,1,1,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Washington,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,0.00%,4,0:03:31,0.00%,0,$0.00 
Clayton,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dania Beach,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dania Beach,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dania Beach,myubc.org,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Hollywood,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,myubc.org,1,1,1,0.00%,4,0:01:47,0.00%,0,$0.00 
Orlando,(direct),1,0,1,0.00%,2,0:00:57,0.00%,0,$0.00 
Orlando,google,1,0,1,0.00%,2,0:05:23,0.00%,0,$0.00 
Pompano Beach,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,google,1,1,1,0.00%,2,0:14:38,0.00%,0,$0.00 
Atlanta,cvriskcalculator.com,1,0,1,0.00%,2,0:24:27,0.00%,0,$0.00 
