# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180902-20180902,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Orlando,myubc.org,3,2,3,33.33%,3,0:01:44,0.00%,0,$0.00 
Cary,google,3,0,5,20.00%,1.8,0:07:35,0.00%,0,$0.00 
Chapel Hill,google,3,2,3,66.67%,1.33,0:00:18,0.00%,0,$0.00 
Wake Forest,google,3,2,4,75.00%,1.25,0:00:23,0.00%,0,$0.00 
Williamston,(direct),3,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,myubc.org,3,1,3,0.00%,4,0:02:54,0.00%,0,$0.00 
Mobile,myubc.org,2,2,3,33.33%,2,0:00:51,0.00%,0,$0.00 
Corona,myubc.org,2,1,2,0.00%,5.5,0:09:54,0.00%,0,$0.00 
Savannah,myubc.org,2,0,5,0.00%,7.6,0:28:51,0.00%,0,$0.00 
Charlotte,yahoo,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,google,2,0,2,50.00%,2.5,0:06:05,0.00%,0,$0.00 
Franklin,myubc.org,2,1,2,0.00%,2.5,0:04:02,0.00%,0,$0.00 
Hickory,bing,2,2,2,50.00%,1.5,0:00:22,0.00%,0,$0.00 
Hillsborough,myubc.org,2,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Raleigh,bing,2,1,6,83.33%,1.67,0:03:06,0.00%,0,$0.00 
Wake Forest,myubc.org,2,0,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 
Carrollton,myubc.org,2,1,3,33.33%,5.33,0:06:39,0.00%,0,$0.00 
Saint Charles,myubc.org,2,2,2,0.00%,2,0:00:03,0.00%,0,$0.00 
(not set),myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mobile,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chandler,myubc.org,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Berkeley,(direct),1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Oakland,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburg,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hartford,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Middletown,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,google,1,1,1,0.00%,7,0:09:48,0.00%,0,$0.00 
Clayton,bing,1,0,2,50.00%,3.5,0:13:43,0.00%,0,$0.00 
Clayton,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami Beach,google,1,0,1,0.00%,3,0:29:41,0.00%,0,$0.00 
Atlanta,cvriskcalculator.com,1,0,1,0.00%,6,0:03:49,0.00%,0,$0.00 
Columbus,myubc.org,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Savannah,bing,1,1,1,0.00%,2,0:05:29,0.00%,0,$0.00 
Savannah,google,1,0,1,0.00%,2,0:02:58,0.00%,0,$0.00 
Honolulu,myubc.org,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Shreveport,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Billerica,bing,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Billerica,myubc.org,1,0,4,100.00%,1,0:00:00,0.00%,0,$0.00 
Boston,(direct),1,0,3,66.67%,1.33,0:03:09,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Black Mountain,myubc.org,1,0,2,0.00%,2,0:00:39,0.00%,0,$0.00 
Black Mountain,yahoo,1,0,1,0.00%,3,0:04:16,0.00%,0,$0.00 
Cherokee,(direct),1,1,1,0.00%,10,0:08:18,0.00%,0,$0.00 
Clemmons,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,2,0.00%,4,0:20:44,0.00%,0,$0.00 
Fayetteville,(direct),1,1,1,0.00%,3,0:01:38,0.00%,0,$0.00 
Fayetteville,gospelmusicfever.blogspot.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Goldsboro,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Goldsboro,myubc.org,1,1,1,0.00%,4,0:21:10,0.00%,0,$0.00 
Graham,(direct),1,0,1,0.00%,6,0:07:59,0.00%,0,$0.00 
Graham,google,1,0,1,0.00%,5,0:09:18,0.00%,0,$0.00 
Greensboro,google,1,0,2,50.00%,1.5,0:03:24,0.00%,0,$0.00 
Greensboro,myubc.org,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Hayesville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hickory,facebook.com,1,0,1,0.00%,2,0:00:52,0.00%,0,$0.00 
High Point,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,google,1,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Jacksonville,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Morrisville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,myubc.org,1,0,1,0.00%,4,0:13:44,0.00%,0,$0.00 
Oxford,(direct),1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Rocky Mount,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,(direct),1,1,2,0.00%,5,0:09:36,0.00%,0,$0.00 
Roxboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Salisbury,m.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Selma,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Timberlake,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,google,1,1,2,0.00%,2,0:12:27,0.00%,0,$0.00 
Whiteville,myubc.org,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Winston-Salem,google,1,0,1,0.00%,2,0:01:24,0.00%,0,$0.00 
Cherry Hill,(direct),1,0,2,50.00%,1.5,0:01:46,0.00%,0,$0.00 
Mount Laurel,myubc.org,1,0,2,0.00%,4,0:06:22,0.00%,0,$0.00 
Newark,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Las Vegas,yahoo,1,1,1,0.00%,3,0:02:14,0.00%,0,$0.00 
New York,myubc.org,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Newburgh,google,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Cincinnati,(direct),1,1,1,0.00%,2,0:03:07,0.00%,0,$0.00 
Cincinnati,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cleveland,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Canonsburg,facebook.com,1,1,1,0.00%,4,0:28:01,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,0.00%,3,0:16:46,0.00%,0,$0.00 
Philadelphia,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,(direct),1,0,2,50.00%,1.5,0:02:17,0.00%,0,$0.00 
Myrtle Beach,myubc.org,1,1,3,66.67%,1.33,0:00:04,0.00%,0,$0.00 
North Myrtle Beach,myubc.org,1,0,2,0.00%,6,0:11:51,0.00%,0,$0.00 
Nashville,myubc.org,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,myubc.org,1,0,2,50.00%,5,0:04:31,0.00%,0,$0.00 
Fort Worth,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,(direct),1,1,1,0.00%,3,0:00:20,0.00%,0,$0.00 
New Caney,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tyler,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,bing,1,0,2,50.00%,1.5,0:03:08,0.00%,0,$0.00 
Danville,m.facebook.com,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,google,1,1,1,0.00%,2,0:01:08,0.00%,0,$0.00 
Norfolk,(direct),1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Virginia Beach,(direct),1,0,1,0.00%,12,1:03:04,0.00%,0,$0.00 
Fearrington,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fearrington,myubc.org,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Fearrington,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Friendly,google,1,1,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Friendly,myubc.org,1,1,1,0.00%,3,0:28:59,0.00%,0,$0.00 
Holden Beach,myubc.org,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Richlands,(direct),1,0,1,0.00%,3,0:00:47,0.00%,0,$0.00 
Richlands,myubc.org,1,0,1,0.00%,2,0:18:57,0.00%,0,$0.00 
Saxapahaw,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Spokane Valley,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,408,165,542,45.94%,2.42,0:04:26,0.00%,0,$0.00 
