# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181230-20181230,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018123009,61,11,62,37.10%,2.52,0:04:34,0.00%,0,$0.00 
Durham,2018123011,46,19,47,36.17%,2.38,0:04:36,0.00%,0,$0.00 
Durham,2018123007,43,11,44,31.82%,2.07,0:03:31,0.00%,0,$0.00 
Durham,2018123010,33,11,31,35.48%,3.06,0:03:49,0.00%,0,$0.00 
Durham,2018123008,31,7,30,36.67%,2.1,0:02:07,0.00%,0,$0.00 
Durham,2018123012,31,11,26,46.15%,2.92,0:00:35,0.00%,0,$0.00 
Charlotte,2018123012,12,1,10,80.00%,2.1,0:04:03,0.00%,0,$0.00 
Raleigh,2018123007,11,1,12,25.00%,1.83,0:01:55,0.00%,0,$0.00 
Raleigh,2018123010,11,5,11,63.64%,2,0:00:15,0.00%,0,$0.00 
Charlotte,2018123009,10,1,10,20.00%,2.6,0:09:07,0.00%,0,$0.00 
Raleigh,2018123009,10,5,9,55.56%,2,0:03:00,0.00%,0,$0.00 
Raleigh,2018123008,9,4,10,60.00%,2.3,0:02:57,0.00%,0,$0.00 
Atlanta,2018123011,8,3,8,37.50%,3,0:08:16,0.00%,0,$0.00 
Charlotte,2018123010,7,0,5,80.00%,2.2,0:05:19,0.00%,0,$0.00 
Raleigh,2018123011,7,4,8,50.00%,2,0:00:54,0.00%,0,$0.00 
Charlotte,2018123011,6,2,6,16.67%,2.33,0:09:54,0.00%,0,$0.00 
Durham,2018123013,6,0,6,16.67%,2.17,0:00:36,0.00%,0,$0.00 
Charlotte,2018123007,5,2,5,20.00%,2.6,0:07:01,0.00%,0,$0.00 
Charlotte,2018123013,5,0,4,100.00%,1.25,0:00:00,0.00%,0,$0.00 
Franklin,2018123011,5,1,5,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,2018123009,4,0,4,25.00%,3,0:06:31,0.00%,0,$0.00 
Atlanta,2018123012,4,1,4,75.00%,1.25,0:00:04,0.00%,0,$0.00 
Charlotte,2018123008,4,1,4,75.00%,1.25,0:01:45,0.00%,0,$0.00 
Charlotte,2018123014,4,1,4,75.00%,1.5,0:00:08,0.00%,0,$0.00 
Durham,2018123018,4,2,4,25.00%,2,0:00:48,0.00%,0,$0.00 
Atlanta,2018123007,3,2,4,25.00%,2,0:00:16,0.00%,0,$0.00 
Atlanta,2018123008,3,0,3,33.33%,2.67,0:01:22,0.00%,0,$0.00 
Atlanta,2018123010,3,1,2,50.00%,2.5,0:00:23,0.00%,0,$0.00 
Cary,2018123009,3,0,3,0.00%,2.33,0:02:47,0.00%,0,$0.00 
Durham,2018123019,3,0,3,66.67%,3,0:01:06,0.00%,0,$0.00 
Durham,2018123021,3,1,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 
