# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181223-20181223,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
New York,mobile,1,0,1,0.00%,2,0:00:43,0.00%,0,$0.00 
Oklahoma City,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Springfield,desktop,1,1,1,0.00%,3,0:16:05,0.00%,0,$0.00 
Blythewood,mobile,1,0,4,50.00%,1.75,0:04:33,0.00%,0,$0.00 
Charleston,tablet,1,0,3,33.33%,3.33,0:07:44,0.00%,0,$0.00 
Clover,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Millington,mobile,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Nashville,mobile,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Frisco,mobile,1,1,2,0.00%,3.5,0:13:03,0.00%,0,$0.00 
Houston,desktop,1,1,1,0.00%,5,0:02:09,0.00%,0,$0.00 
Houston,mobile,1,1,2,0.00%,3,0:00:48,0.00%,0,$0.00 
Charlottesville,desktop,1,0,4,50.00%,2.75,0:00:53,0.00%,0,$0.00 
Danville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gloucester Point,tablet,1,0,4,50.00%,2.25,0:00:49,0.00%,0,$0.00 
Hampton,tablet,1,0,1,0.00%,2,0:01:09,0.00%,0,$0.00 
Richmond,desktop,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Virginia Beach,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carolina Forest,mobile,1,1,1,0.00%,5,0:01:01,0.00%,0,$0.00 
East Point,mobile,1,1,1,0.00%,6,0:02:59,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Seabrook,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,tablet,1,0,2,50.00%,3.5,0:01:51,0.00%,0,$0.00 
,,365,150,687,37.55%,3.18,0:04:28,0.00%,0,$0.00 
