# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181223-20181223,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,desktop,73,28,152,38.82%,2.87,0:04:28,0.00%,0,$0.00 
Durham,mobile,63,29,131,35.88%,3.14,0:03:13,0.00%,0,$0.00 
Charlotte,mobile,35,9,51,39.22%,2.8,0:04:35,0.00%,0,$0.00 
Durham,tablet,28,11,53,22.64%,4.45,0:07:45,0.00%,0,$0.00 
Raleigh,mobile,15,4,32,40.62%,4.34,0:08:04,0.00%,0,$0.00 
Atlanta,mobile,12,5,37,45.95%,2.49,0:01:47,0.00%,0,$0.00 
Charlotte,tablet,11,4,13,38.46%,5.62,0:06:24,0.00%,0,$0.00 
Birmingham,mobile,6,5,7,42.86%,2.43,0:00:34,0.00%,0,$0.00 
Columbus,mobile,5,4,5,40.00%,2,0:00:16,0.00%,0,$0.00 
Chapel Hill,mobile,4,3,7,71.43%,3.43,0:04:18,0.00%,0,$0.00 
Mebane,mobile,4,1,5,60.00%,2.6,0:01:26,0.00%,0,$0.00 
Raleigh,desktop,4,2,10,30.00%,5.6,0:06:43,0.00%,0,$0.00 
Winston-Salem,desktop,4,2,5,60.00%,1.6,0:01:17,0.00%,0,$0.00 
Cary,desktop,3,1,3,66.67%,3,0:11:42,0.00%,0,$0.00 
Charlotte,desktop,3,1,6,16.67%,3.67,0:04:47,0.00%,0,$0.00 
Currituck,tablet,3,1,5,20.00%,7.2,0:11:25,0.00%,0,$0.00 
Franklin,mobile,3,1,6,16.67%,3.33,0:02:08,0.00%,0,$0.00 
Franklin,tablet,3,2,4,25.00%,3.25,0:07:40,0.00%,0,$0.00 
Raleigh,tablet,3,0,5,60.00%,2.8,0:01:28,0.00%,0,$0.00 
Tega Cay,desktop,3,3,3,66.67%,2,0:00:56,0.00%,0,$0.00 
Cary,mobile,2,1,11,27.27%,2.64,0:04:21,0.00%,0,$0.00 
Creedmoor,mobile,2,2,2,50.00%,2,0:01:14,0.00%,0,$0.00 
Franklin,desktop,2,1,4,25.00%,5,0:20:53,0.00%,0,$0.00 
Greensboro,mobile,2,2,2,50.00%,1.5,0:00:14,0.00%,0,$0.00 
Wake Forest,tablet,2,1,8,37.50%,2.88,0:02:30,0.00%,0,$0.00 
Philadelphia,desktop,2,0,2,50.00%,3,0:08:19,0.00%,0,$0.00 
Dallas,mobile,2,1,6,50.00%,3.5,0:01:52,0.00%,0,$0.00 
Tysons,mobile,2,1,4,50.00%,2.25,0:07:02,0.00%,0,$0.00 
Washington,tablet,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
New Castle,mobile,1,0,1,0.00%,5,0:03:30,0.00%,0,$0.00 
Orlando,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Atlanta,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hiram,mobile,1,0,1,0.00%,5,0:24:22,0.00%,0,$0.00 
New Orleans,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Orleans,mobile,1,0,3,33.33%,3.67,0:12:55,0.00%,0,$0.00 
Detroit,mobile,1,0,1,0.00%,2,0:00:54,0.00%,0,$0.00 
Detroit,tablet,1,0,1,0.00%,4,0:29:54,0.00%,0,$0.00 
Pontotoc,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Senatobia,mobile,1,0,1,0.00%,2,0:14:14,0.00%,0,$0.00 
Senatobia,tablet,1,1,3,0.00%,3.67,0:01:33,0.00%,0,$0.00 
Black Mountain,desktop,1,0,3,33.33%,2,0:01:08,0.00%,0,$0.00 
Brasstown,desktop,1,0,2,0.00%,4,0:05:02,0.00%,0,$0.00 
Burlington,mobile,1,0,3,66.67%,1.33,0:00:05,0.00%,0,$0.00 
Carrboro,desktop,1,0,1,0.00%,2,0:06:10,0.00%,0,$0.00 
Chapel Hill,desktop,1,0,4,50.00%,2.75,0:09:48,0.00%,0,$0.00 
Chapel Hill,tablet,1,1,1,0.00%,5,0:02:34,0.00%,0,$0.00 
Creedmoor,desktop,1,0,5,20.00%,2.8,0:03:35,0.00%,0,$0.00 
Fayetteville,mobile,1,0,1,0.00%,3,0:00:31,0.00%,0,$0.00 
Greensboro,desktop,1,1,3,66.67%,3.67,0:04:33,0.00%,0,$0.00 
Henderson,tablet,1,1,4,0.00%,4.25,0:00:58,0.00%,0,$0.00 
Hillsborough,mobile,1,1,1,0.00%,3,0:00:28,0.00%,0,$0.00 
Holly Ridge,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Laurinburg,mobile,1,0,1,0.00%,3,0:07:33,0.00%,0,$0.00 
Mebane,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Morrisville,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Bern,mobile,1,0,4,0.00%,5.5,0:07:33,0.00%,0,$0.00 
Oxford,mobile,1,0,1,0.00%,11,0:28:13,0.00%,0,$0.00 
Reidsville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,mobile,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 
Wake Forest,desktop,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Weaverville,desktop,1,0,4,25.00%,2.25,0:05:17,0.00%,0,$0.00 
Welcome,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,desktop,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Winston-Salem,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Jackson,tablet,1,0,1,0.00%,3,0:04:25,0.00%,0,$0.00 
