# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181125-20181125,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,google,66,16,75,62.67%,1.91,0:03:29,0.00%,0,$0.00 
Durham,myubc.org,62,19,82,20.73%,2.76,0:03:41,0.00%,0,$0.00 
Durham,(direct),44,15,53,58.49%,1.98,0:02:15,0.00%,0,$0.00 
Charlotte,myubc.org,21,6,28,17.86%,3.04,0:06:02,0.00%,0,$0.00 
Charlotte,google,20,9,26,65.38%,1.5,0:00:56,0.00%,0,$0.00 
Raleigh,google,17,5,26,38.46%,1.85,0:03:13,0.00%,0,$0.00 
Raleigh,myubc.org,14,4,20,35.00%,1.7,0:00:10,0.00%,0,$0.00 
Raleigh,(direct),10,5,12,58.33%,1.67,0:00:48,0.00%,0,$0.00 
Durham,bing,9,2,13,76.92%,1.38,0:01:12,0.00%,0,$0.00 
Charlotte,(direct),8,4,9,55.56%,1.56,0:03:02,0.00%,0,$0.00 
Chapel Hill,myubc.org,7,1,8,12.50%,1.88,0:00:09,0.00%,0,$0.00 
Atlanta,myubc.org,6,2,7,14.29%,3.57,0:11:55,0.00%,0,$0.00 
Cary,myubc.org,5,2,7,28.57%,3,0:11:56,0.00%,0,$0.00 
Atlanta,(direct),4,2,5,60.00%,2.2,0:03:10,0.00%,0,$0.00 
Cary,(direct),4,1,5,40.00%,1.6,0:01:59,0.00%,0,$0.00 
Durham,yahoo,4,1,4,75.00%,1.25,0:00:10,0.00%,0,$0.00 
Miami,google,3,1,3,33.33%,3,0:08:30,0.00%,0,$0.00 
Surprise,google,2,1,2,50.00%,2,0:05:12,0.00%,0,$0.00 
Surprise,myubc.org,2,1,2,0.00%,5,0:14:58,0.00%,0,$0.00 
Atlanta,google,2,1,2,50.00%,3,0:07:01,0.00%,0,$0.00 
Burlington,myubc.org,2,1,2,0.00%,2.5,0:06:12,0.00%,0,$0.00 
Chapel Hill,google,2,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,google,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,(direct),2,1,2,50.00%,2.5,0:01:18,0.00%,0,$0.00 
Franklin,google,2,1,2,0.00%,2,0:13:57,0.00%,0,$0.00 
Franklin,myubc.org,2,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Henderson,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,myubc.org,2,1,2,0.00%,3,0:10:41,0.00%,0,$0.00 
Mebane,google,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,google,2,0,3,66.67%,2,0:01:38,0.00%,0,$0.00 
New York,google,2,1,4,75.00%,1.25,0:01:41,0.00%,0,$0.00 
Oxon Hill-Glassmanor,google,2,2,2,50.00%,2,0:00:14,0.00%,0,$0.00 
Dubai,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Wycombe,google,1,1,1,0.00%,3,0:00:43,0.00%,0,$0.00 
Washington,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,google,1,1,1,0.00%,3,0:14:49,0.00%,0,$0.00 
Washington,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,0.00%,6,0:03:34,0.00%,0,$0.00 
DeFuniak Springs,google,1,1,2,0.00%,5.5,0:06:44,0.00%,0,$0.00 
Miami,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,google,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Atlanta,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Augusta,bing,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Augusta,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hinesville,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,myubc.org,1,0,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Newnan,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cedar Rapids,myubc.org,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Kansas City,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,(direct),1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Chapel Hill,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,(direct),1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Clayton,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Concord,myubc.org,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Creedmoor,myubc.org,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Durham,dps.powerschool.com,1,0,1,0.00%,2,0:00:24,0.00%,0,$0.00 
Elm City,myubc.org,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Franklin,bing,1,0,5,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,yahoo,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,google,1,0,1,0.00%,3,0:00:41,0.00%,0,$0.00 
Goldsboro,myubc.org,1,0,1,0.00%,4,0:16:05,0.00%,0,$0.00 
Greensboro,google,1,0,1,0.00%,4,0:01:04,0.00%,0,$0.00 
High Point,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,myubc.org,1,0,1,0.00%,3,0:00:25,0.00%,0,$0.00 
Knightdale,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Marion,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,myubc.org,1,1,2,50.00%,7,0:08:39,0.00%,0,$0.00 
Oxford,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,myubc.org,1,1,1,0.00%,17,0:16:12,0.00%,0,$0.00 
Pittsboro,google,1,0,1,0.00%,2,0:17:44,0.00%,0,$0.00 
Raleigh,m.ncsecu.org,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,yahoo,1,0,1,0.00%,2,0:03:39,0.00%,0,$0.00 
Sylva,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,1,0,1,0.00%,2,0:01:47,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cherry Hill,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,google,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Portland,google,1,0,2,50.00%,1.5,0:00:23,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,google,1,0,1,0.00%,2,0:01:13,0.00%,0,$0.00 
Blythewood,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clarksville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrollton,myubc.org,1,0,1,0.00%,8,0:11:49,0.00%,0,$0.00 
Dallas,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fort Worth,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,google,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,myubc.org,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Gloucester County,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,myubc.org,1,0,1,0.00%,3,0:00:39,0.00%,0,$0.00 
Virginia Beach,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Seattle,(direct),1,1,2,0.00%,6.5,0:16:31,0.00%,0,$0.00 
Brentwood,facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brookhaven,(direct),1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Candler-McAfee,(direct),1,0,1,0.00%,2,0:19:36,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Marvin,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Oxon Hill-Glassmanor,myubc.org,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
,,417,130,519,47.98%,2.11,0:02:58,0.00%,0,$0.00 
