# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181007-20181007,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Atlanta,tablet,1,1,1,0.00%,4,0:04:59,0.00%,0,$0.00 
Columbus,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Duluth,mobile,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Marietta,desktop,1,0,2,0.00%,3,0:00:40,0.00%,0,$0.00 
Riverdale,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smyrna,mobile,1,0,1,0.00%,7,0:02:49,0.00%,0,$0.00 
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,mobile,1,0,2,0.00%,5.5,0:01:21,0.00%,0,$0.00 
Louisville,tablet,1,1,1,0.00%,2,0:00:24,0.00%,0,$0.00 
Bowie,mobile,1,1,2,50.00%,2,0:03:26,0.00%,0,$0.00 
Belhaven,desktop,1,1,1,0.00%,2,0:06:21,0.00%,0,$0.00 
Carrboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Cashiers,desktop,1,0,2,50.00%,1.5,0:11:12,0.00%,0,$0.00 
Charlotte,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cullowhee,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,mobile,1,1,1,0.00%,4,0:12:52,0.00%,0,$0.00 
Fayetteville,mobile,1,0,1,0.00%,6,0:35:24,0.00%,0,$0.00 
Gatesville,desktop,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Greensboro,mobile,1,1,1,0.00%,4,0:00:15,0.00%,0,$0.00 
Hillsborough,desktop,1,1,2,50.00%,1.5,0:04:41,0.00%,0,$0.00 
Hillsborough,mobile,1,0,1,0.00%,5,0:03:04,0.00%,0,$0.00 
Jacksonville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Knightdale,mobile,1,1,2,50.00%,3.5,0:05:32,0.00%,0,$0.00 
Mebane,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,mobile,1,0,2,50.00%,1.5,0:00:18,0.00%,0,$0.00 
Oxford,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,mobile,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Reidsville,mobile,1,1,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Roanoke Rapids,mobile,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Smithfield,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,mobile,1,0,3,33.33%,3.67,0:11:27,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,mobile,1,0,1,0.00%,3,0:04:04,0.00%,0,$0.00 
Williamston,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,desktop,1,0,2,50.00%,2,0:08:05,0.00%,0,$0.00 
Wilmington,mobile,1,1,1,0.00%,14,0:36:23,0.00%,0,$0.00 
East Orange,mobile,1,1,2,50.00%,4.5,0:05:44,0.00%,0,$0.00 
Newark,mobile,1,1,1,0.00%,2,0:05:55,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Blue Bell,desktop,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Monessen,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,mobile,1,0,2,50.00%,4,0:03:39,0.00%,0,$0.00 
Knoxville,tablet,1,1,2,0.00%,2.5,0:09:19,0.00%,0,$0.00 
Annandale,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Blacksburg,tablet,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Charlottesville,desktop,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Glen Allen,mobile,1,1,1,0.00%,10,0:10:12,0.00%,0,$0.00 
Norfolk,tablet,1,0,2,50.00%,2.5,0:08:17,0.00%,0,$0.00 
Virginia Beach,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Redmond,mobile,1,1,1,0.00%,7,0:09:19,0.00%,0,$0.00 
Candler-McAfee,mobile,1,0,2,50.00%,2,0:01:17,0.00%,0,$0.00 
Dock Junction,mobile,1,1,2,50.00%,10.5,0:04:53,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
North Druid Hills,desktop,1,0,2,0.00%,18,0:30:12,0.00%,0,$0.00 
North Druid Hills,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Socastee,tablet,1,1,1,0.00%,2,0:09:07,0.00%,0,$0.00 
Saint Charles,mobile,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
,,356,145,477,48.64%,2.41,0:03:51,0.00%,0,$0.00 
