# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180916-20180916,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018091609,99,44,99,40.40%,2.58,0:03:43,0.00%,0,$0.00 
Durham,2018091607,78,34,85,38.82%,2.34,0:04:03,0.00%,0,$0.00 
Durham,2018091608,71,31,75,57.33%,1.79,0:02:07,0.00%,0,$0.00 
Durham,2018091611,58,24,65,40.00%,2.4,0:03:59,0.00%,0,$0.00 
Durham,2018091610,46,18,46,58.70%,1.72,0:02:27,0.00%,0,$0.00 
Durham,2018091612,21,6,20,65.00%,1.8,0:02:00,0.00%,0,$0.00 
Charlotte,2018091608,15,3,13,46.15%,2.46,0:03:52,0.00%,0,$0.00 
Raleigh,2018091611,15,7,15,66.67%,1.87,0:02:19,0.00%,0,$0.00 
Raleigh,2018091607,14,7,14,35.71%,2.79,0:08:31,0.00%,0,$0.00 
Raleigh,2018091608,14,4,12,33.33%,2.33,0:04:25,0.00%,0,$0.00 
Durham,2018091614,13,3,14,85.71%,1.29,0:00:21,0.00%,0,$0.00 
Charlotte,2018091609,12,3,12,58.33%,1.75,0:10:58,0.00%,0,$0.00 
Durham,2018091613,12,4,15,53.33%,1.6,0:00:22,0.00%,0,$0.00 
Raleigh,2018091610,11,3,9,66.67%,6.11,0:05:42,0.00%,0,$0.00 
Charlotte,2018091612,10,1,9,55.56%,1.67,0:01:24,0.00%,0,$0.00 
Charlotte,2018091611,9,7,12,41.67%,3.5,0:10:04,0.00%,0,$0.00 
Durham,2018091617,9,3,9,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018091609,8,2,8,75.00%,4.12,0:11:28,0.00%,0,$0.00 
Winston-Salem,2018091611,8,6,9,44.44%,1.56,0:03:00,0.00%,0,$0.00 
Atlanta,2018091609,7,3,7,57.14%,1.86,0:03:26,0.00%,0,$0.00 
Atlanta,2018091611,7,3,7,42.86%,2.14,0:13:06,0.00%,0,$0.00 
Charlotte,2018091607,7,3,8,25.00%,3.5,0:13:02,0.00%,0,$0.00 
Franklin,2018091609,7,5,7,14.29%,3.86,0:09:10,0.00%,0,$0.00 
Charlotte,2018091610,6,1,4,50.00%,3.25,0:01:57,0.00%,0,$0.00 
Durham,2018091619,6,0,6,33.33%,2,0:02:30,0.00%,0,$0.00 
Durham,2018091615,5,1,5,80.00%,3.2,0:00:49,0.00%,0,$0.00 
Franklin,2018091611,5,2,5,20.00%,2,0:02:50,0.00%,0,$0.00 
