# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181007-20181007,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Bowie,2018100709,1,1,1,0.00%,3,0:06:51,0.00%,0,$0.00 
Bowie,2018100716,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Belhaven,2018100710,1,1,1,0.00%,2,0:06:21,0.00%,0,$0.00 
Carrboro,2018100708,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018100710,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Cashiers,2018100709,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018100711,1,0,1,0.00%,2,0:22:24,0.00%,0,$0.00 
Chapel Hill,2018100707,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018100710,1,0,2,50.00%,1.5,0:11:49,0.00%,0,$0.00 
Chapel Hill,2018100711,1,0,1,0.00%,4,0:09:24,0.00%,0,$0.00 
Chapel Hill,2018100714,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Charlotte,2018100700,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Charlotte,2018100714,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018100716,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018100714,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Cullowhee,2018100711,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cullowhee,2018100712,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018100702,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 
Durham,2018100706,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018100717,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Durham,2018100719,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,2018100709,1,1,1,0.00%,4,0:12:52,0.00%,0,$0.00 
Fayetteville,2018100709,1,0,1,0.00%,3,0:35:24,0.00%,0,$0.00 
Fayetteville,2018100710,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018100708,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018100711,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Franklin,2018100712,1,0,1,0.00%,4,0:42:27,0.00%,0,$0.00 
Franklin,2018100715,1,0,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Garner,2018100708,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,2018100711,1,0,1,0.00%,2,0:14:28,0.00%,0,$0.00 
Garner,2018100715,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gatesville,2018100707,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Greensboro,2018100709,1,1,1,0.00%,4,0:00:15,0.00%,0,$0.00 
Henderson,2018100707,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,2018100710,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018100711,1,0,1,0.00%,4,0:03:04,0.00%,0,$0.00 
Hillsborough,2018100712,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Hillsborough,2018100714,1,1,2,50.00%,1.5,0:04:41,0.00%,0,$0.00 
Jacksonville,2018100709,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018100709,1,1,1,0.00%,6,0:11:03,0.00%,0,$0.00 
Knightdale,2018100710,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018100717,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Mebane,2018100710,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018100711,1,0,1,0.00%,2,0:24:23,0.00%,0,$0.00 
Mebane,2018100713,1,0,1,0.00%,1,0:00:32,0.00%,0,$0.00 
Mebane,2018100714,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Murphy,2018100711,1,0,1,0.00%,2,0:00:35,0.00%,0,$0.00 
Murphy,2018100712,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,2018100707,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Oxford,2018100710,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018100704,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018100712,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018100714,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018100716,1,1,1,0.00%,2,0:00:51,0.00%,0,$0.00 
Reidsville,2018100709,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Reidsville,2018100710,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Roanoke Rapids,2018100709,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Smithfield,2018100708,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,2018100707,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018100707,1,0,1,0.00%,6,0:02:42,0.00%,0,$0.00 
Sylva,2018100708,1,0,1,0.00%,4,0:31:38,0.00%,0,$0.00 
Sylva,2018100709,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018100711,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018100708,1,0,1,0.00%,2,0:03:38,0.00%,0,$0.00 
Wake Forest,2018100709,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Wendell,2018100711,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,2018100709,1,0,1,0.00%,3,0:04:04,0.00%,0,$0.00 
Williamston,2018100709,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,2018100709,1,0,2,50.00%,2,0:08:05,0.00%,0,$0.00 
Wilmington,2018100711,1,1,1,0.00%,14,0:36:23,0.00%,0,$0.00 
East Orange,2018100710,1,1,1,0.00%,8,0:11:28,0.00%,0,$0.00 
East Orange,2018100713,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newark,2018100711,1,1,1,0.00%,2,0:05:55,0.00%,0,$0.00 
Newburgh,2018100708,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Newburgh,2018100709,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blue Bell,2018100710,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Monessen,2018100709,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018100707,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,2018100710,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,2018100707,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018100707,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,2018100714,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,2018100707,1,0,1,0.00%,7,0:07:17,0.00%,0,$0.00 
North Myrtle Beach,2018100709,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knoxville,2018100708,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Knoxville,2018100712,1,0,1,0.00%,3,0:18:34,0.00%,0,$0.00 
Dallas,2018100708,1,1,1,0.00%,2,0:05:42,0.00%,0,$0.00 
Dallas,2018100709,1,0,1,0.00%,10,0:09:20,0.00%,0,$0.00 
Annandale,2018100709,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Blacksburg,2018100710,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Charlottesville,2018100711,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Glen Allen,2018100708,1,1,1,0.00%,10,0:10:12,0.00%,0,$0.00 
Norfolk,2018100707,1,0,1,0.00%,12,0:07:11,0.00%,0,$0.00 
Norfolk,2018100709,1,0,1,0.00%,5,0:19:38,0.00%,0,$0.00 
Norfolk,2018100711,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,2018100713,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018100707,1,0,1,0.00%,3,0:00:43,0.00%,0,$0.00 
Virginia Beach,2018100709,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Virginia Beach,2018100715,1,0,1,0.00%,19,0:17:44,0.00%,0,$0.00 
Redmond,2018100711,1,1,1,0.00%,7,0:09:19,0.00%,0,$0.00 
Candler-McAfee,2018100711,1,0,1,0.00%,3,0:02:34,0.00%,0,$0.00 
Candler-McAfee,2018100712,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dock Junction,2018100711,1,1,1,0.00%,20,0:09:45,0.00%,0,$0.00 
Dock Junction,2018100712,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,2018100711,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
North Druid Hills,2018100708,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
North Druid Hills,2018100709,1,0,1,0.00%,15,0:33:32,0.00%,0,$0.00 
North Druid Hills,2018100710,1,0,1,0.00%,21,0:26:52,0.00%,0,$0.00 
Socastee,2018100707,1,1,1,0.00%,1,0:09:07,0.00%,0,$0.00 
Socastee,2018100708,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Saint Charles,2018100712,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
,,468,145,478,48.74%,2.41,0:03:51,0.00%,0,$0.00 
