# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180923-20180923,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Mount Laurel,myubc.org,2,1,4,25.00%,5.5,0:10:38,0.00%,0,$0.00 
Fairport,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Harrison,(direct),2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,myubc.org,2,1,5,60.00%,2,0:00:41,0.00%,0,$0.00 
Philadelphia,(direct),2,1,2,50.00%,2,0:03:06,0.00%,0,$0.00 
Norfolk,(direct),2,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Virginia Beach,(direct),2,0,4,50.00%,2.5,0:04:11,0.00%,0,$0.00 
Seattle,myubc.org,2,0,2,50.00%,1.5,0:00:57,0.00%,0,$0.00 
(not set),google,1,0,1,0.00%,3,0:22:09,0.00%,0,$0.00 
(not set),myubc.org,1,1,2,0.00%,2.5,0:10:58,0.00%,0,$0.00 
Surprise,myubc.org,1,1,1,0.00%,6,0:02:58,0.00%,0,$0.00 
San Diego,myubc.org,1,0,1,0.00%,3,0:14:58,0.00%,0,$0.00 
Washington,google,1,0,1,0.00%,21,0:08:02,0.00%,0,$0.00 
Merritt Island,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,google,1,0,1,0.00%,3,0:24:47,0.00%,0,$0.00 
Panama City,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winter Haven,(direct),1,1,1,0.00%,3,0:00:59,0.00%,0,$0.00 
Winter Haven,google,1,0,1,0.00%,4,0:03:59,0.00%,0,$0.00 
Atlanta,google,1,0,1,0.00%,6,0:49:29,0.00%,0,$0.00 
Atlanta,m.facebook.com,1,1,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Atlanta,yahoo,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kennesaw,myubc.org,1,0,3,0.00%,4.33,0:23:53,0.00%,0,$0.00 
Smyrna,google,1,1,1,0.00%,3,0:00:38,0.00%,0,$0.00 
Chicago,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
West Lafayette,myubc.org,1,1,1,0.00%,2,0:00:59,0.00%,0,$0.00 
Hyattsville,(direct),1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 
Branson,google,1,0,4,75.00%,3,0:02:35,0.00%,0,$0.00 
Branson,myubc.org,1,1,2,50.00%,1.5,0:00:48,0.00%,0,$0.00 
Kansas City,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
St. Louis,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Boone,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,bing,1,0,4,25.00%,3.25,0:09:15,0.00%,0,$0.00 
Charlotte,bing,1,0,1,0.00%,2,0:23:24,0.00%,0,$0.00 
Charlotte,search.pch.com,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Cherokee,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,gospelmusicfever.blogspot.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,r.search.aol.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,searchencrypt.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,bing,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 
Franklin,partnerads.ysm.yahoo.com,1,1,1,0.00%,3,0:12:45,0.00%,0,$0.00 
Graham,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,1,1,1,0.00%,3,0:32:06,0.00%,0,$0.00 
Greenville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,myubc.org,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Henderson,bing,1,0,1,0.00%,6,0:01:51,0.00%,0,$0.00 
Henderson,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,bing,1,1,2,50.00%,1.5,0:07:34,0.00%,0,$0.00 
Hillsborough,us.search.yahoo.com,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,(direct),1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Kernersville,(direct),1,1,1,0.00%,2,0:02:39,0.00%,0,$0.00 
Kill Devil Hills,google,1,0,1,0.00%,5,0:27:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,4,0:30:11,0.00%,0,$0.00 
Mars Hill,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ocean Isle Beach,(direct),1,0,1,0.00%,3,0:08:41,0.00%,0,$0.00 
Oxford,(direct),1,0,2,50.00%,1.5,0:00:16,0.00%,0,$0.00 
Raleigh,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,(direct),1,0,1,0.00%,2,0:05:17,0.00%,0,$0.00 
Sylva,bing,1,1,2,50.00%,1.5,0:00:41,0.00%,0,$0.00 
Sylva,google,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Wake Forest,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,myubc.org,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Wilmington,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mount Laurel,(direct),1,1,1,0.00%,5,0:01:32,0.00%,0,$0.00 
Fairport,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fairport,myubc.org,1,0,1,0.00%,3,0:00:41,0.00%,0,$0.00 
New York,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,myactivity.google.com,1,0,2,0.00%,4.5,0:02:40,0.00%,0,$0.00 
Newburgh,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,myubc.org,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Oklahoma City,bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ligonier,facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mountville,myubc.org,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Pittsburgh,m.facebook.com,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,(direct),1,0,1,0.00%,2,0:02:48,0.00%,0,$0.00 
Clarksville,google,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Gatlinburg,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Nashville,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Austin,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrollton,myubc.org,1,0,1,0.00%,9,0:17:37,0.00%,0,$0.00 
Dallas,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blacksburg,google,1,0,2,50.00%,1.5,0:04:34,0.00%,0,$0.00 
Gloucester County,google,1,0,2,50.00%,2,0:05:29,0.00%,0,$0.00 
Virginia Beach,google,1,0,1,0.00%,2,0:21:20,0.00%,0,$0.00 
Seattle,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Okaloosa Island,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,(direct),1,1,2,0.00%,3.5,0:01:52,0.00%,0,$0.00 
Tysons,google,1,1,2,50.00%,2.5,0:03:33,0.00%,0,$0.00 
,,430,167,559,46.69%,2.43,0:04:11,0.00%,0,$0.00 
