# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181202-20181202,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018120209,47,19,60,30.00%,3.37,0:05:10,0.00%,0,$0.00 
Durham,2018120207,40,11,41,26.83%,2.9,0:05:26,0.00%,0,$0.00 
Durham,2018120211,36,4,37,40.54%,2.24,0:03:00,0.00%,0,$0.00 
Durham,2018120210,25,5,24,37.50%,2.04,0:03:08,0.00%,0,$0.00 
Durham,2018120208,22,7,21,61.90%,2.14,0:01:04,0.00%,0,$0.00 
Durham,2018120212,18,2,20,40.00%,3.45,0:02:58,0.00%,0,$0.00 
Charlotte,2018120209,14,7,19,15.79%,3.89,0:02:52,0.00%,0,$0.00 
Charlotte,2018120210,9,3,8,50.00%,4.25,0:10:43,0.00%,0,$0.00 
Charlotte,2018120211,9,3,8,62.50%,3.88,0:02:52,0.00%,0,$0.00 
Durham,2018120214,8,3,8,62.50%,2.12,0:04:14,0.00%,0,$0.00 
Raleigh,2018120208,8,3,9,44.44%,2.44,0:03:49,0.00%,0,$0.00 
Durham,2018120217,7,2,8,75.00%,1.25,0:00:09,0.00%,0,$0.00 
Raleigh,2018120210,7,3,8,50.00%,2.25,0:03:37,0.00%,0,$0.00 
Charlotte,2018120212,6,1,6,50.00%,1.83,0:03:07,0.00%,0,$0.00 
Raleigh,2018120207,6,0,6,16.67%,4.33,0:02:11,0.00%,0,$0.00 
Raleigh,2018120209,6,2,8,25.00%,2.88,0:06:19,0.00%,0,$0.00 
Durham,2018120219,5,1,5,40.00%,1.8,0:00:52,0.00%,0,$0.00 
Durham,2018120222,5,2,6,50.00%,2.33,0:00:43,0.00%,0,$0.00 
Franklin,2018120211,5,2,5,40.00%,1.4,0:05:19,0.00%,0,$0.00 
Charlotte,2018120207,4,2,4,50.00%,2.25,0:00:31,0.00%,0,$0.00 
Charlotte,2018120214,4,1,4,75.00%,1.25,0:06:23,0.00%,0,$0.00 
Durham,2018120221,4,1,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 
Raleigh,2018120219,4,0,4,75.00%,1.5,0:06:28,0.00%,0,$0.00 
Atlanta,2018120208,3,1,3,66.67%,1.33,0:02:01,0.00%,0,$0.00 
