# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181007-20181007,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,157,59,212,50.94%,2.12,0:03:32,0.00%,0,$0.00 
Charlotte,40,16,51,50.98%,2.08,0:03:25,0.00%,0,$0.00 
Raleigh,18,8,30,56.67%,1.87,0:03:03,0.00%,0,$0.00 
Franklin,15,4,20,35.00%,2.15,0:03:31,0.00%,0,$0.00 
Atlanta,14,9,15,53.33%,2.8,0:07:20,0.00%,0,$0.00 
Mebane,12,8,15,66.67%,1.53,0:01:47,0.00%,0,$0.00 
Chapel Hill,6,4,9,55.56%,2.22,0:04:14,0.00%,0,$0.00 
Norfolk,4,0,7,42.86%,3.71,0:06:20,0.00%,0,$0.00 
Cary,3,1,3,66.67%,1.33,0:00:03,0.00%,0,$0.00 
Wake Forest,3,1,4,50.00%,3.25,0:07:36,0.00%,0,$0.00 
Virginia Beach,3,0,3,0.00%,8,0:06:10,0.00%,0,$0.00 
Birmingham,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2,1,2,50.00%,3.5,0:04:56,0.00%,0,$0.00 
Chicago,2,0,3,33.33%,4,0:00:54,0.00%,0,$0.00 
Creedmoor,2,0,6,0.00%,4.83,0:05:30,0.00%,0,$0.00 
Garner,2,1,4,75.00%,1.25,0:03:37,0.00%,0,$0.00 
Henderson,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2,1,3,33.33%,2.67,0:04:09,0.00%,0,$0.00 
Knightdale,2,1,3,33.33%,3,0:03:44,0.00%,0,$0.00 
Oxford,2,0,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Sylva,2,0,4,50.00%,3,0:08:35,0.00%,0,$0.00 
Wilmington,2,1,3,33.33%,6,0:17:31,0.00%,0,$0.00 
Myrtle Beach,2,1,3,66.67%,2,0:03:00,0.00%,0,$0.00 
Dallas,2,1,2,0.00%,6,0:07:31,0.00%,0,$0.00 
North Druid Hills,2,0,3,0.00%,12.67,0:20:09,0.00%,0,$0.00 
Saint-Brieuc,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Corona,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Los Angeles,1,1,2,50.00%,3,0:14:36,0.00%,0,$0.00 
San Francisco,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,1,0,1,0.00%,3,0:13:07,0.00%,0,$0.00 
Merritt Island,1,0,2,0.00%,2,0:00:32,0.00%,0,$0.00 
Orlando,1,0,1,0.00%,13,0:08:58,0.00%,0,$0.00 
Perry,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbus,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Duluth,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Marietta,1,0,2,0.00%,3,0:00:40,0.00%,0,$0.00 
Riverdale,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Smyrna,1,0,1,0.00%,7,0:02:49,0.00%,0,$0.00 
Louisville,1,1,1,0.00%,2,0:00:24,0.00%,0,$0.00 
Bowie,1,1,2,50.00%,2,0:03:26,0.00%,0,$0.00 
Belhaven,1,1,1,0.00%,2,0:06:21,0.00%,0,$0.00 
Carrboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,1,0,2,50.00%,1.5,0:11:12,0.00%,0,$0.00 
Cullowhee,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Eden,1,1,1,0.00%,4,0:12:52,0.00%,0,$0.00 
Fayetteville,1,0,1,0.00%,6,0:35:24,0.00%,0,$0.00 
Gatesville,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Greensboro,1,1,1,0.00%,4,0:00:15,0.00%,0,$0.00 
Jacksonville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Murphy,1,0,2,50.00%,1.5,0:00:18,0.00%,0,$0.00 
Reidsville,1,1,2,0.00%,2,0:00:06,0.00%,0,$0.00 
Roanoke Rapids,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
