# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181007-20181007,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Smithfield,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,1,0,1,0.00%,3,0:04:04,0.00%,0,$0.00 
Williamston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
East Orange,1,1,2,50.00%,4.5,0:05:44,0.00%,0,$0.00 
Newark,1,1,1,0.00%,2,0:05:55,0.00%,0,$0.00 
Newburgh,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Blue Bell,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Monessen,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,1,0,2,50.00%,4,0:03:39,0.00%,0,$0.00 
Knoxville,1,1,2,0.00%,2.5,0:09:19,0.00%,0,$0.00 
Annandale,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Blacksburg,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Charlottesville,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Glen Allen,1,1,1,0.00%,10,0:10:12,0.00%,0,$0.00 
Redmond,1,1,1,0.00%,7,0:09:19,0.00%,0,$0.00 
Candler-McAfee,1,0,2,50.00%,2,0:01:17,0.00%,0,$0.00 
Dock Junction,1,1,2,50.00%,10.5,0:04:53,0.00%,0,$0.00 
Friendly,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Socastee,1,1,1,0.00%,2,0:09:07,0.00%,0,$0.00 
Saint Charles,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
,356,145,478,48.74%,2.41,0:03:51,0.00%,0,$0.00 
