# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181014-20181014,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Columbia,mobile,1,1,1,0.00%,2,0:06:32,0.00%,0,$0.00 
Columbia,tablet,1,1,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Florence,mobile,1,1,1,0.00%,2,0:00:37,0.00%,0,$0.00 
Greer,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Myrtle Beach,tablet,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 
Bristol,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Memphis,mobile,1,1,1,0.00%,2,0:01:09,0.00%,0,$0.00 
Nashville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,mobile,1,1,1,0.00%,4,0:20:14,0.00%,0,$0.00 
Lorton,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,mobile,1,0,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Norfolk,tablet,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Virginia Beach,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oak Harbor,mobile,1,0,1,0.00%,2,0:02:10,0.00%,0,$0.00 
Brookhaven,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
North Druid Hills,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
North Druid Hills,mobile,1,1,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Potomac Falls,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Rochester Hills,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,434,186,550,50.00%,2.13,0:03:29,0.00%,0,$0.00 
