# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181202-20181202,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Franklin,myubc.org,2,0,2,0.00%,2,0:00:33,0.00%,0,$0.00 
Huntersville,google,2,2,2,0.00%,4,0:14:34,0.00%,0,$0.00 
Knightdale,google,2,1,2,50.00%,2.5,0:00:33,0.00%,0,$0.00 
Mebane,google,2,0,2,50.00%,2,0:11:53,0.00%,0,$0.00 
Sanford,myubc.org,2,1,2,0.00%,3,0:04:17,0.00%,0,$0.00 
Sylva,myubc.org,2,0,2,0.00%,5,0:02:48,0.00%,0,$0.00 
Winston-Salem,google,2,1,4,75.00%,2.25,0:04:35,0.00%,0,$0.00 
Winston-Salem,myubc.org,2,1,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Virginia Beach,google,2,0,2,50.00%,2,0:01:15,0.00%,0,$0.00 
(not set),bing,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),google,1,0,1,0.00%,3,0:11:33,0.00%,0,$0.00 
Corona,myubc.org,1,0,1,0.00%,2,0:16:52,0.00%,0,$0.00 
Los Angeles,myubc.org,1,1,1,0.00%,4,0:12:55,0.00%,0,$0.00 
Phelan,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Middletown,(direct),1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Washington,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,google,1,0,2,50.00%,2,0:00:25,0.00%,0,$0.00 
Miami,myubc.org,1,0,1,0.00%,4,0:13:56,0.00%,0,$0.00 
Tampa,google,1,1,1,0.00%,2,0:03:15,0.00%,0,$0.00 
Winter Haven,myubc.org,1,1,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Cumming,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forsyth,google,1,1,1,0.00%,2,0:00:21,0.00%,0,$0.00 
Lawrenceville,google,1,0,2,50.00%,1.5,0:01:10,0.00%,0,$0.00 
Lawrenceville,myubc.org,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Marietta,myubc.org,1,0,2,0.00%,2.5,0:01:25,0.00%,0,$0.00 
Suwanee,google,1,1,2,50.00%,2,0:00:28,0.00%,0,$0.00 
Chicago,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Ann Arbor,myubc.org,1,0,4,50.00%,2.5,0:11:16,0.00%,0,$0.00 
Carrboro,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carrboro,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,google,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,m.ncsecu.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,r.search.aol.com,1,0,4,75.00%,1.5,0:00:38,0.00%,0,$0.00 
Durham,willsinspiration.wordpress.com,1,0,1,0.00%,3,0:00:32,0.00%,0,$0.00 
Elizabeth City,(direct),1,1,2,0.00%,3,0:16:22,0.00%,0,$0.00 
Fayetteville,google,1,0,2,0.00%,4.5,0:03:22,0.00%,0,$0.00 
Fayetteville,myubc.org,1,0,1,0.00%,4,0:01:37,0.00%,0,$0.00 
Franklin,yahoo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,(direct),1,1,1,0.00%,4,0:07:02,0.00%,0,$0.00 
Henderson,google,1,0,2,50.00%,2.5,0:01:17,0.00%,0,$0.00 
Henderson,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,google,1,0,2,50.00%,2.5,0:12:07,0.00%,0,$0.00 
Hillsborough,google,1,0,4,50.00%,2.25,0:01:12,0.00%,0,$0.00 
Hillsborough,myubc.org,1,0,5,0.00%,8.4,0:17:53,0.00%,0,$0.00 
Hope Mills,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntersville,myubc.org,1,1,1,0.00%,13,0:12:25,0.00%,0,$0.00 
Jacksonville,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,myubc.org,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Mars Hill,myubc.org,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Mebane,(direct),1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,myubc.org,1,0,3,33.33%,2,0:00:13,0.00%,0,$0.00 
Oxford,(direct),1,0,2,50.00%,8.5,0:18:50,0.00%,0,$0.00 
Raleigh,bing,1,1,1,0.00%,2,0:00:40,0.00%,0,$0.00 
Rockingham,(direct),1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Roxboro,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,m.facebook.com,1,0,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Wake Forest,myubc.org,1,0,2,0.00%,2.5,0:09:46,0.00%,0,$0.00 
Wendell,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Jersey City,(direct),1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,(direct),1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dublin,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Youngstown,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Portland,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,google,1,0,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Kingstree,bing,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Charleston,(direct),1,1,1,0.00%,2,0:00:26,0.00%,0,$0.00 
North Charleston,myubc.org,1,0,2,50.00%,8.5,0:15:50,0.00%,0,$0.00 
Dallas,myubc.org,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Fort Worth,(direct),1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Longview,google,1,0,2,50.00%,1.5,0:01:07,0.00%,0,$0.00 
Waco,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,google,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,bing,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Norfolk,myubc.org,1,0,1,0.00%,14,0:48:54,0.00%,0,$0.00 
Spotsylvania Courthouse,google,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Spotsylvania Courthouse,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,myubc.org,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fairmont,l.facebook.com,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,myubc.org,1,0,1,0.00%,3,0:21:05,0.00%,0,$0.00 
Potomac Falls,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Potomac Falls,myubc.org,1,0,1,0.00%,4,0:12:13,0.00%,0,$0.00 
Potomac Falls,yahoo,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Sandy Springs,google,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saint Charles,myubc.org,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
,,416,147,545,45.69%,2.58,0:03:33,0.00%,0,$0.00 
