# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180909-20180909,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Durham,2018090909,48,18,53,49.06%,2.7,0:06:05,0.00%,0,$0.00 
Durham,2018090907,35,14,37,37.84%,2.54,0:04:50,0.00%,0,$0.00 
Durham,2018090911,33,16,34,44.12%,2.76,0:03:27,0.00%,0,$0.00 
Durham,2018090910,29,7,25,56.00%,1.96,0:02:08,0.00%,0,$0.00 
Durham,2018090908,24,5,21,71.43%,1.67,0:01:24,0.00%,0,$0.00 
Durham,2018090912,15,7,13,38.46%,2.85,0:01:18,0.00%,0,$0.00 
Charlotte,2018090907,13,5,13,46.15%,1.69,0:04:48,0.00%,0,$0.00 
Charlotte,2018090908,12,3,11,54.55%,2.55,0:04:16,0.00%,0,$0.00 
Raleigh,2018090911,11,5,12,41.67%,2,0:03:15,0.00%,0,$0.00 
Charlotte,2018090910,10,1,9,44.44%,3,0:02:09,0.00%,0,$0.00 
Charlotte,2018090909,9,3,9,22.22%,1.89,0:06:19,0.00%,0,$0.00 
Charlotte,2018090911,8,1,10,40.00%,2.6,0:03:05,0.00%,0,$0.00 
Durham,2018090913,8,2,9,44.44%,1.44,0:03:54,0.00%,0,$0.00 
Raleigh,2018090908,8,1,9,66.67%,1.33,0:00:49,0.00%,0,$0.00 
Raleigh,2018090909,8,2,8,62.50%,1.88,0:08:03,0.00%,0,$0.00 
Raleigh,2018090910,7,1,6,66.67%,1.67,0:00:03,0.00%,0,$0.00 
Charlotte,2018090912,6,1,6,50.00%,1.83,0:01:32,0.00%,0,$0.00 
Charlotte,2018090914,5,2,5,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018090913,5,0,5,80.00%,1.8,0:00:16,0.00%,0,$0.00 
Atlanta,2018090911,4,1,4,75.00%,1.5,0:00:52,0.00%,0,$0.00 
Durham,2018090914,4,0,3,100.00%,1.67,0:00:00,0.00%,0,$0.00 
Franklin,2018090909,4,2,4,25.00%,1.75,0:04:03,0.00%,0,$0.00 
Franklin,2018090911,4,1,4,25.00%,1.75,0:04:02,0.00%,0,$0.00 
Raleigh,2018090907,4,0,4,50.00%,2,0:00:36,0.00%,0,$0.00 
Raleigh,2018090912,4,1,4,100.00%,1,0:00:00,0.00%,0,$0.00 
(not set),2018090910,3,1,3,66.67%,1.67,0:04:10,0.00%,0,$0.00 
Atlanta,2018090907,3,0,3,33.33%,2.33,0:19:12,0.00%,0,$0.00 
Cary,2018090909,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018090913,3,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018090907,3,1,3,66.67%,1.33,0:01:22,0.00%,0,$0.00 
Winston-Salem,2018090911,3,0,4,75.00%,1.75,0:00:56,0.00%,0,$0.00 
Myrtle Beach,2018090909,3,1,3,66.67%,1.33,0:00:27,0.00%,0,$0.00 
Norfolk,2018090908,3,2,3,33.33%,3,0:04:10,0.00%,0,$0.00 
(not set),2018090909,2,2,2,50.00%,1.5,0:00:44,0.00%,0,$0.00 
Huntsville,2018090911,2,1,2,50.00%,2,0:04:45,0.00%,0,$0.00 
Atlanta,2018090910,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018090907,2,1,2,0.00%,4,0:07:57,0.00%,0,$0.00 
Chapel Hill,2018090907,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Chapel Hill,2018090910,2,0,2,50.00%,1.5,0:00:43,0.00%,0,$0.00 
Chapel Hill,2018090911,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,2018090909,2,1,2,0.00%,3,0:08:31,0.00%,0,$0.00 
Clayton,2018090910,2,1,1,0.00%,5,0:00:03,0.00%,0,$0.00 
Efland,2018090912,2,2,2,50.00%,2,0:02:28,0.00%,0,$0.00 
