# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181223-20181223,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Cary,2018122308,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Cary,2018122309,1,0,1,0.00%,6,0:35:06,0.00%,0,$0.00 
Cary,2018122312,1,0,2,50.00%,1.5,0:13:10,0.00%,0,$0.00 
Chapel Hill,2018122307,1,0,1,0.00%,15,0:29:43,0.00%,0,$0.00 
Chapel Hill,2018122311,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018122315,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018122319,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018122323,1,1,1,0.00%,5,0:02:34,0.00%,0,$0.00 
Charlotte,2018122304,1,0,1,0.00%,2,0:04:31,0.00%,0,$0.00 
Charlotte,2018122319,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018122320,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Charlotte,2018122322,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018122307,1,0,1,0.00%,2,0:17:01,0.00%,0,$0.00 
Creedmoor,2018122308,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Creedmoor,2018122310,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Creedmoor,2018122311,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018122312,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 
Durham,2018122300,1,0,1,0.00%,3,0:00:11,0.00%,0,$0.00 
Durham,2018122306,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,2018122311,1,0,1,0.00%,3,0:00:31,0.00%,0,$0.00 
Franklin,2018122309,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018122311,1,1,1,0.00%,2,0:17:37,0.00%,0,$0.00 
Franklin,2018122313,1,0,1,0.00%,4,0:00:45,0.00%,0,$0.00 
Franklin,2018122314,1,0,1,0.00%,3,0:00:21,0.00%,0,$0.00 
Franklin,2018122319,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Greensboro,2018122307,1,1,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Henderson,2018122307,1,1,4,0.00%,4.25,0:00:58,0.00%,0,$0.00 
Hillsborough,2018122307,1,1,1,0.00%,3,0:00:28,0.00%,0,$0.00 
Holly Ridge,2018122319,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,2018122317,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018122314,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Laurinburg,2018122308,1,0,1,0.00%,3,0:07:33,0.00%,0,$0.00 
Mebane,2018122308,1,0,1,0.00%,4,0:00:59,0.00%,0,$0.00 
Mebane,2018122311,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018122317,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Morrisville,2018122311,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Bern,2018122307,1,0,3,0.00%,5,0:08:23,0.00%,0,$0.00 
New Bern,2018122308,1,0,1,0.00%,7,0:05:03,0.00%,0,$0.00 
Oxford,2018122307,1,0,1,0.00%,7,0:28:13,0.00%,0,$0.00 
Oxford,2018122308,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Raleigh,2018122318,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018122321,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Reidsville,2018122308,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018122316,1,1,1,0.00%,3,0:00:45,0.00%,0,$0.00 
Wake Forest,2018122307,1,0,1,0.00%,3,0:01:13,0.00%,0,$0.00 
Wake Forest,2018122308,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018122311,1,0,2,50.00%,3,0:03:33,0.00%,0,$0.00 
Wake Forest,2018122322,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Weaverville,2018122311,1,0,3,0.00%,2.33,0:07:02,0.00%,0,$0.00 
Weaverville,2018122312,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Weaverville,2018122318,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,2018122320,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,2018122321,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wendell,2018122309,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,2018122311,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 
Winston-Salem,2018122306,1,0,1,0.00%,3,0:00:39,0.00%,0,$0.00 
Winston-Salem,2018122309,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018122310,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018122312,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018122313,1,0,1,0.00%,2,0:05:48,0.00%,0,$0.00 
Jackson,2018122310,1,0,1,0.00%,3,0:04:25,0.00%,0,$0.00 
New York,2018122312,1,0,1,0.00%,2,0:00:43,0.00%,0,$0.00 
Oklahoma City,2018122323,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Springfield,2018122316,1,1,1,0.00%,3,0:16:05,0.00%,0,$0.00 
Blythewood,2018122307,1,0,1,0.00%,3,0:17:59,0.00%,0,$0.00 
Blythewood,2018122308,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2018122309,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Blythewood,2018122310,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,2018122309,1,0,1,0.00%,5,0:22:50,0.00%,0,$0.00 
Charleston,2018122310,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Charleston,2018122320,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Charleston,2018122321,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clover,2018122311,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,2018122309,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,2018122312,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Millington,2018122308,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Nashville,2018122313,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 
Dallas,2018122309,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Dallas,2018122312,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Dallas,2018122314,1,0,1,0.00%,2,0:01:07,0.00%,0,$0.00 
Frisco,2018122308,1,1,2,0.00%,1.5,0:13:03,0.00%,0,$0.00 
Frisco,2018122309,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Houston,2018122312,1,1,1,0.00%,2,0:00:50,0.00%,0,$0.00 
Charlottesville,2018122306,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,2018122307,1,0,2,0.00%,4.5,0:01:46,0.00%,0,$0.00 
Charlottesville,2018122308,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Danville,2018122300,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Gloucester Point,2018122308,1,0,3,33.33%,2.67,0:01:05,0.00%,0,$0.00 
Gloucester Point,2018122311,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hampton,2018122309,1,0,1,0.00%,2,0:01:09,0.00%,0,$0.00 
Richmond,2018122321,1,1,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Virginia Beach,2018122311,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Carolina Forest,2018122308,1,1,1,0.00%,5,0:01:01,0.00%,0,$0.00 
East Point,2018122309,1,1,1,0.00%,6,0:02:59,0.00%,0,$0.00 
Friendly,2018122311,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Seabrook,2018122306,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tega Cay,2018122310,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tysons,2018122313,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,541,150,687,37.55%,3.18,0:04:28,0.00%,0,$0.00 
