# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180819-20180819,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Hillsborough,desktop,3,1,3,33.33%,2.33,0:00:23,0.00%,0,$0.00 
Raleigh,tablet,3,1,3,33.33%,4.67,0:03:05,0.00%,0,$0.00 
Roanoke Rapids,desktop,3,3,3,33.33%,3,0:10:40,0.00%,0,$0.00 
New York,mobile,3,1,4,25.00%,2.75,0:07:21,0.00%,0,$0.00 
Dallas,mobile,3,0,6,66.67%,3.17,0:10:13,0.00%,0,$0.00 
(not set),mobile,2,2,2,0.00%,2.5,0:00:59,0.00%,0,$0.00 
Greensboro,mobile,2,2,2,50.00%,2,0:04:54,0.00%,0,$0.00 
Henderson,mobile,2,2,2,50.00%,1.5,0:00:37,0.00%,0,$0.00 
Mebane,desktop,2,1,2,0.00%,5.5,0:11:10,0.00%,0,$0.00 
Mebane,mobile,2,0,2,0.00%,3.5,0:12:25,0.00%,0,$0.00 
Morrisville,desktop,2,2,2,50.00%,1.5,0:00:43,0.00%,0,$0.00 
Swannanoa,desktop,2,1,3,33.33%,3.67,0:14:54,0.00%,0,$0.00 
Winston-Salem,mobile,2,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 
Charleston,desktop,2,2,2,50.00%,2,0:00:29,0.00%,0,$0.00 
Myrtle Beach,mobile,2,1,2,0.00%,2,0:00:43,0.00%,0,$0.00 
Chantilly,tablet,2,2,2,50.00%,3,0:01:31,0.00%,0,$0.00 
Norfolk,mobile,2,1,2,50.00%,2.5,0:01:53,0.00%,0,$0.00 
(not set),desktop,1,1,2,0.00%,8,0:36:42,0.00%,0,$0.00 
Mobile,tablet,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Washington,mobile,1,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Miami Beach,mobile,1,0,1,0.00%,3,0:03:47,0.00%,0,$0.00 
Atlanta,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Riverdale,desktop,1,1,2,50.00%,1.5,0:00:38,0.00%,0,$0.00 
Roswell,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Louisville,mobile,1,1,1,0.00%,4,0:00:57,0.00%,0,$0.00 
Addis,mobile,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Baltimore,desktop,1,1,1,0.00%,5,0:01:33,0.00%,0,$0.00 
Hyattsville,desktop,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Bay Saint Louis,desktop,1,1,2,50.00%,1.5,0:02:53,0.00%,0,$0.00 
Apex,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burnsville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burnsville,mobile,1,1,1,0.00%,2,0:03:25,0.00%,0,$0.00 
Butner,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,mobile,1,1,1,0.00%,4,0:08:48,0.00%,0,$0.00 
Cary,tablet,1,1,1,0.00%,6,0:05:05,0.00%,0,$0.00 
Chapel Hill,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Concord,mobile,1,0,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Creedmoor,tablet,1,1,1,0.00%,4,0:26:12,0.00%,0,$0.00 
Fuquay Varina,mobile,1,1,2,50.00%,2,0:00:15,0.00%,0,$0.00 
Henderson,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
High Point,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Hillsborough,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Jacksonville,mobile,1,0,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Jacksonville,tablet,1,0,2,50.00%,3.5,0:05:08,0.00%,0,$0.00 
Kernersville,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kittrell,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Leland,mobile,1,1,1,0.00%,3,0:02:46,0.00%,0,$0.00 
Oxford,desktop,1,1,1,0.00%,3,0:10:26,0.00%,0,$0.00 
Oxford,mobile,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 
Roanoke Rapids,mobile,1,0,1,0.00%,8,0:29:43,0.00%,0,$0.00 
Roanoke Rapids,tablet,1,0,2,50.00%,2.5,0:03:12,0.00%,0,$0.00 
Roxboro,mobile,1,0,2,0.00%,4.5,0:06:31,0.00%,0,$0.00 
Roxboro,tablet,1,1,1,0.00%,5,0:08:14,0.00%,0,$0.00 
Siler City,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,tablet,1,1,4,0.00%,2,0:00:27,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,desktop,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Whiteville,tablet,1,0,3,0.00%,3,0:10:12,0.00%,0,$0.00 
Williamston,desktop,1,0,1,0.00%,3,0:16:27,0.00%,0,$0.00 
Williamston,mobile,1,1,1,0.00%,2,0:08:21,0.00%,0,$0.00 
Wilson,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,tablet,1,0,3,66.67%,2,0:00:43,0.00%,0,$0.00 
Cincinnati,desktop,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Lancaster,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,desktop,1,0,1,0.00%,2,0:09:09,0.00%,0,$0.00 
Philadelphia,mobile,1,0,2,0.00%,2,0:06:30,0.00%,0,$0.00 
Blythewood,mobile,1,0,1,0.00%,5,0:13:38,0.00%,0,$0.00 
Columbia,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Manning,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,mobile,1,0,1,0.00%,3,0:01:10,0.00%,0,$0.00 
Sumter,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Johnson City,mobile,1,1,2,50.00%,2.5,0:04:18,0.00%,0,$0.00 
Nashville,mobile,1,1,2,0.00%,3,0:01:37,0.00%,0,$0.00 
Carrollton,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Kilgore,mobile,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Missouri City,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,desktop,1,1,2,0.00%,8.5,0:06:27,0.00%,0,$0.00 
Arlington,tablet,1,0,1,0.00%,5,0:04:56,0.00%,0,$0.00 
Chantilly,mobile,1,1,3,33.33%,4.33,0:08:03,0.00%,0,$0.00 
Charlottesville,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,mobile,1,1,1,0.00%,2,0:02:05,0.00%,0,$0.00 
Newport News,desktop,1,1,1,0.00%,10,0:06:47,0.00%,0,$0.00 
Virginia Beach,mobile,1,0,1,0.00%,18,0:38:44,0.00%,0,$0.00 
Seattle,mobile,1,1,1,0.00%,2,0:00:44,0.00%,0,$0.00 
Fearrington,mobile,1,0,1,0.00%,4,0:05:19,0.00%,0,$0.00 
Fearrington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,mobile,1,0,1,0.00%,3,0:23:52,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Myrtle Grove,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Druid Hills,desktop,1,0,1,0.00%,3,0:01:31,0.00%,0,$0.00 
Panthersville,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Spokane Valley,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wheaton-Glenmont,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,452,235,601,42.93%,2.82,0:05:23,0.00%,0,$0.00 
