# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20180819-20180819,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Louisville,1,1,1,0.00%,4,0:00:57,0.00%,0,$0.00 
Addis,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Baltimore,1,1,1,0.00%,5,0:01:33,0.00%,0,$0.00 
Hyattsville,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Bay Saint Louis,1,1,2,50.00%,1.5,0:02:53,0.00%,0,$0.00 
Apex,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Concord,1,0,1,0.00%,2,0:00:17,0.00%,0,$0.00 
Fuquay Varina,1,1,2,50.00%,2,0:00:15,0.00%,0,$0.00 
Kernersville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kittrell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Leland,1,1,1,0.00%,3,0:02:46,0.00%,0,$0.00 
Siler City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,1,1,4,0.00%,2,0:00:27,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilson,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,0,3,66.67%,2,0:00:43,0.00%,0,$0.00 
Lancaster,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,1,0,1,0.00%,5,0:13:38,0.00%,0,$0.00 
Columbia,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kingstree,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Manning,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
North Myrtle Beach,1,0,1,0.00%,3,0:01:10,0.00%,0,$0.00 
Sumter,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Johnson City,1,1,2,50.00%,2.5,0:04:18,0.00%,0,$0.00 
Nashville,1,1,2,0.00%,3,0:01:37,0.00%,0,$0.00 
Carrollton,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Kilgore,1,1,2,50.00%,1.5,0:00:04,0.00%,0,$0.00 
Missouri City,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Annandale,1,1,2,0.00%,8.5,0:06:27,0.00%,0,$0.00 
Arlington,1,0,1,0.00%,5,0:04:56,0.00%,0,$0.00 
Newport News,1,1,1,0.00%,10,0:06:47,0.00%,0,$0.00 
Virginia Beach,1,0,1,0.00%,18,0:38:44,0.00%,0,$0.00 
Seattle,1,1,1,0.00%,2,0:00:44,0.00%,0,$0.00 
Myrtle Grove,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Panthersville,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Spokane Valley,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wheaton-Glenmont,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,452,235,601,42.93%,2.82,0:05:23,0.00%,0,$0.00 
